"V1","V2","V3","V4","V5","V6","V7","V8"
"16002","4","6","13","21","23","29","7"
"16003","2","10","14","17","25","29","9"
"16004","9","10","16","20","24","29","6"
"16005","6","11","15","21","22","26","8"
"16006","5","12","18","18","25","28","7"
"16007","3","12","14","21","23","29","9"
"16008","3","5","11","20","25","28","3"
"16009","7","12","13","23","24","28","11"
"16010","7","8","11","16","18","28","13"
"16011","6","7","14","20","24","30","14"
"16012","6","14","17","18","23","28","6"
"16013","6","7","12","20","26","32","4"
"16014","5","6","15","18","23","30","6"
"16015","8","11","12","21","24","30","8"
"16016","5","11","14","23","25","26","10"
"16017","4","8","8","17","26","29","4"
"16018","5","6","14","16","26","27","14"
"16019","4","9","15","20","22","31","12"
"16020","7","8","13","23","26","27","11"
"16021","8","15","18","20","22","30","9"
"16022","3","11","14","16","21","30","14"
"16023","4","4","17","19","21","30","6"
"16024","4","12","12","15","24","29","11"
"16025","6","8","15","16","26","28","4"
"16026","3","12","21","21","23","26","8"
"16027","6","8","15","20","25","30","12"
"16028","7","9","16","17","27","31","9"
"16029","4","10","13","21","28","28","8"
"16030","5","9","10","20","23","29","10"
"16031","5","10","19","21","26","29","4"
"16032","5","15","18","21","21","28","9"
"16033","5","9","10","15","24","30","8"
"16034","5","9","14","20","24","31","2"
"16035","5","8","19","19","21","31","9"
"16036","7","11","11","18","22","27","12"
"16037","4","11","19","19","24","28","8"
"16038","5","6","9","18","26","28","7"
"16039","8","8","15","22","23","28","12"
"16040","5","11","14","21","26","27","9"
"16041","5","13","16","17","25","26","10"
"16042","1","7","11","18","24","27","12"
"16043","8","11","15","20","22","30","10"
"16044","5","8","13","19","22","31","2"
"16045","8","8","13","20","23","26","12"
"16046","5","15","15","15","26","27","11"
"16047","7","10","11","19","22","28","10"
"16048","3","13","18","21","23","27","8"
"16049","5","13","14","20","24","29","10"
"16050","5","6","12","20","22","29","9"
"16051","6","11","14","18","23","25","10"
"16052","7","11","14","19","22","32","6"
"16053","4","13","13","21","27","27","3"
"16054","3","13","13","20","26","28","6"
"16055","6","8","12","18","21","28","11"
"16056","2","7","16","21","26","28","12"
"16057","4","7","14","20","23","31","8"
"16058","7","12","13","14","18","30","3"
"16059","4","8","18","21","26","28","12"
"16060","5","5","16","17","27","30","10"
"16061","6","6","9","18","24","28","9"
"16062","3","7","15","15","24","29","4"
"16063","8","9","14","18","20","30","11"
"16064","6","6","16","17","24","30","9"
"16065","5","13","14","19","21","27","9"
"16066","5","12","18","19","23","29","5"
"16067","6","7","10","28","30","30","8"
"16068","4","9","15","19","21","27","9"
"16069","4","5","13","18","29","30","7"
"16070","6","12","14","20","21","24","9"
"16071","8","9","17","20","26","28","9"
"16072","8","10","12","20","25","28","11"
"16073","2","11","11","20","23","31","11"
"16074","10","11","13","20","26","31","10"
"16075","5","9","12","18","24","31","7"
"16076","5","7","13","17","21","29","11"
"16077","6","7","11","17","24","29","13"
"16078","5","6","14","22","23","29","6"
"16079","7","9","12","21","23","28","7"
"16080","11","11","18","20","23","30","8"
"16081","4","13","14","17","22","27","12"
"16082","6","9","15","16","23","28","10"
"16083","6","9","14","18","21","26","9"
"16084","5","5","15","20","21","29","11"
"16085","7","8","15","19","23","29","6"
"16086","3","7","11","17","24","27","8"
"16087","6","9","11","18","24","27","10"
"16088","6","12","17","19","24","27","4"
"16089","8","10","14","20","22","29","6"
"16090","4","9","13","18","25","29","13"
"16091","6","13","14","20","23","29","10"
"16092","5","9","13","18","22","25","7"
"16093","4","9","12","18","26","28","7"
"16094","9","9","16","18","24","30","6"
"16095","4","10","18","20","25","29","10"
"16096","3","11","16","20","24","30","9"
"16097","5","9","10","20","21","26","9"
"16098","7","8","10","18","24","28","7"
"16099","4","7","14","19","26","27","10"
"16100","6","7","17","18","24","30","10"
"16101","6","8","9","16","23","26","11"
"16102","2","12","14","19","24","30","10"
"16103","0","10","16","19","23","28","9"
"16104","6","10","14","23","25","27","11"
"16105","8","13","17","21","24","29","10"
"16106","7","11","18","22","22","32","4"
"16107","7","12","13","20","25","31","8"
"16108","6","13","16","23","26","28","5"
"16109","6","11","20","22","23","27","7"
"16110","3","9","17","20","22","28","8"
"16111","6","9","17","19","23","28","6"
"16112","6","7","13","21","24","29","2"
"16113","7","7","9","20","24","29","14"
"16114","8","10","15","22","27","28","11"
"16115","6","9","17","19","21","32","8"
"16116","9","15","15","18","25","32","8"
"16117","5","9","11","19","23","29","8"
"16118","7","11","16","20","25","28","8"
"16119","5","8","14","23","24","29","9"
"16120","2","11","16","21","22","29","12"
"16121","2","8","16","20","23","32","5"
"16122","7","9","14","18","26","28","10"
"16123","3","14","16","21","26","29","11"
"16124","2","7","10","20","21","30","4"
"16125","3","14","16","18","23","26","11"
"16126","5","8","14","16","20","28","6"
"16127","4","7","14","21","24","27","14"
"16128","5","10","19","19","20","28","6"
"16129","5","7","16","17","27","29","9"
"16130","4","7","18","21","22","29","11"
"16131","4","9","12","20","24","29","11"
"16132","3","12","14","16","25","29","8"
"16133","8","14","15","18","24","28","10"
"16134","3","7","11","19","25","29","9"
"16135","6","7","16","19","25","28","9"
"16136","4","12","13","20","23","31","9"
"16137","3","11","19","21","26","29","12"
"16138","3","11","11","18","23","24","9"
"16139","4","11","15","18","25","30","8"
"16140","5","9","14","20","26","29","2"
"16141","6","8","14","20","21","27","8"
"16142","8","8","13","20","23","28","12"
"16143","7","7","18","19","24","28","5"
"16144","5","9","13","20","24","28","11"
"16145","5","14","15","22","24","28","11"
"16146","8","9","15","16","22","28","9"
"16147","5","8","18","19","25","28","7"
"16148","3","10","15","18","22","30","9"
"16149","3","11","18","22","27","28","9"
"16150","6","7","17","18","21","29","8"
"16151","5","7","10","21","22","23","7"
"16152","6","9","13","20","24","31","8"
"16153","7","9","14","19","23","32","7"
"16154","3","5","15","16","24","30","6"
"17002","5","9","16","20","27","29","10"
"17003","4","10","13","20","25","29","9"
"17004","7","7","12","22","25","29","11"
"17005","6","12","13","19","23","30","8"
"17006","9","9","13","22","24","29","7"
"17007","4","10","13","18","25","29","10"
"17008","3","13","15","19","24","29","10"
"17009","6","10","13","17","29","30","4"
"17010","5","12","14","18","23","30","10"
"17011","6","12","15","20","23","33","9"
"17012","6","11","11","18","26","32","10"
"17013","6","7","12","18","22","25","9"
"17014","7","7","14","16","24","29","9"
"17015","6","12","14","19","24","31","8"
"17016","5","11","13","21","23","29","5"
"17017","8","9","14","24","24","28","13"
"17018","8","9","17","18","24","29","7"
"17019","6","6","11","21","25","29","14"
"17020","7","9","14","21","25","27","12"
"17021","4","10","14","21","23","30","4"
"17022","6","11","13","16","25","29","12"
"17023","4","9","12","20","22","28","11"
"17024","3","10","12","20","24","30","10"
"17025","5","10","15","23","27","32","2"
"17026","5","8","15","21","23","25","5"
"17027","10","11","16","20","25","27","8"
"17028","4","6","8","21","23","26","14"
"17029","5","7","11","26","27","29","15"
"17030","7","13","14","20","24","28","6"
"17031","4","13","14","21","25","26","13"
"17032","7","11","12","15","21","26","7"
"17033","7","12","14","20","22","24","7"
"17034","5","11","12","19","24","27","11"
"17035","6","9","16","17","19","30","0"
"17036","3","10","14","20","23","31","10"
"17037","6","7","14","19","24","30","11"
"17038","9","10","15","17","20","28","9"
"17039","6","12","15","17","26","26","4"
"17040","7","9","14","19","25","29","13"
"17041","6","8","17","20","25","30","9"
"17042","4","9","13","19","24","30","13"
"17043","3","14","17","18","27","29","7"
"17044","7","12","19","19","25","29","8"
"17045","5","10","12","19","24","30","7"
"17046","5","7","14","17","27","30","9"
"17047","9","11","14","15","24","30","13"
"17048","5","8","14","18","19","33","10"
"17049","6","10","16","22","25","31","7"
"17050","4","12","16","19","23","26","12"
"17051","2","10","12","18","26","26","12"
"17052","3","11","11","18","22","26","8"
"17053","2","9","17","23","28","31","11"
"17054","2","10","14","17","26","29","7"
"17055","4","11","11","18","23","32","8"
"17056","7","7","13","17","27","29","10"
"17057","3","7","14","20","26","28","12"
"17058","3","10","17","22","26","28","12"
"17059","6","9","12","19","23","30","8"
"17060","9","11","17","20","22","30","5"
"17061","6","6","10","20","25","27","12"
"17062","9","10","16","19","26","27","9"
"17063","4","6","17","20","23","30","5"
"17064","8","10","18","18","25","29","11"
"17065","5","10","14","24","26","30","13"
"17066","4","8","9","21","24","31","6"
"17067","3","16","16","20","21","27","10"
"17068","5","12","15","20","24","28","10"
"17069","3","7","9","23","24","27","6"
"17070","4","8","9","16","25","30","2"
"17071","5","10","18","23","26","32","7"
"17072","7","12","15","20","25","29","10"
"17073","3","10","17","22","23","26","11"
"17074","6","13","14","20","24","29","11"
"17075","4","10","14","16","25","29","10"
"17076","7","11","18","18","24","29","14"
"17077","7","12","16","20","25","32","7"
"17078","5","8","19","20","27","31","7"
"17079","4","13","14","18","23","30","7"
"17080","6","6","14","18","25","32","10"
"17081","3","9","11","21","25","28","6"
"17082","6","10","14","17","23","28","11"
"17083","3","8","12","18","21","27","8"
"17084","3","12","13","22","25","27","12"
"17085","3","11","12","12","24","27","6"
"17086","3","10","12","22","25","28","13"
"17087","4","9","15","19","22","30","9"
"17088","3","10","12","21","24","28","8"
"17089","4","9","15","16","24","30","4"
"17090","8","9","16","22","24","27","6"
"17091","4","11","14","22","23","26","6"
"17092","5","12","14","21","24","28","11"
"17093","6","11","13","16","22","28","8"
"17094","6","8","8","19","22","30","3"
"17095","8","8","9","19","25","29","11"
"17096","6","7","12","16","27","30","7"
"17097","6","7","15","23","26","29","9"
"17098","7","9","13","18","20","29","10"
"17099","3","10","14","19","23","29","10"
