"V1","V2","V3","V4","V5","V6","V7","V8"
"12002","5","7","11","13","26","27","10"
"12003","3","7","15","16","24","30","10"
"12004","7","10","15","21","24","27","10"
"12005","2","8","10","16","24","28","9"
"12006","4","13","18","23","27","31","7"
"12007","6","10","15","15","22","32","13"
"12008","2","7","11","22","24","27","10"
"12009","3","7","11","19","22","28","10"
"12010","10","12","12","12","23","32","10"
"12011","3","5","8","20","28","29","9"
"12012","5","12","12","13","22","27","14"
"12013","6","8","12","18","24","25","10"
"12014","4","9","12","19","28","31","6"
"12015","5","7","14","15","27","30","8"
"12016","6","8","14","16","22","28","3"
"12017","3","13","18","19","27","29","7"
"12018","4","8","16","17","22","30","10"
"12019","7","10","13","22","25","31","8"
"12020","3","10","15","16","24","27","6"
"12021","4","9","14","22","27","30","10"
"12022","3","9","15","20","24","30","11"
"12023","7","8","9","20","25","25","8"
"12024","4","11","14","15","16","28","5"
"12025","4","9","15","18","21","24","13"
"12026","5","9","13","19","25","29","9"
"12027","9","10","10","13","24","29","3"
"12028","3","11","15","23","25","30","9"
"12029","4","9","10","19","29","31","10"
"12030","1","10","13","18","27","29","14"
"12031","11","13","17","21","25","26","12"
"12032","4","9","14","18","25","29","11"
"12033","3","9","20","21","21","31","8"
"12034","7","9","14","22","23","30","8"
"12035","3","10","10","14","27","28","9"
"12036","12","14","17","19","22","28","11"
"12037","0","5","14","22","26","28","2"
"12038","8","9","16","21","26","28","7"
"12039","1","7","16","17","21","31","6"
"12040","1","5","10","20","25","33","13"
"12041","8","9","15","19","27","29","15"
"12042","3","9","14","20","28","28","10"
"12043","8","9","10","17","19","28","7"
"12044","5","6","13","19","27","32","9"
"12045","11","11","17","20","25","27","8"
"12046","4","11","17","20","26","29","11"
"12047","6","7","8","19","23","28","8"
"12048","5","10","13","17","25","28","11"
"12049","6","7","11","14","21","22","7"
"12050","2","9","18","18","21","32","8"
"12051","4","12","15","23","25","28","10"
"12052","5","12","17","18","24","25","12"
"12053","6","10","17","21","25","27","12"
"12054","3","8","13","22","23","32","10"
"12055","4","8","12","13","26","28","7"
"12056","5","6","17","20","23","30","5"
"12057","5","11","12","18","26","31","10"
"12058","5","13","14","17","23","30","7"
"12059","3","6","13","21","23","27","5"
"12060","4","11","12","18","23","29","6"
"12061","2","10","14","17","25","30","8"
"12062","7","9","16","20","20","30","8"
"12063","6","9","13","17","21","28","6"
"12064","6","9","15","22","22","31","12"
"12065","7","13","14","18","23","28","4"
"12066","6","7","15","18","25","30","8"
"12067","4","5","13","18","24","27","9"
"12068","5","8","20","22","28","29","13"
"12069","4","11","11","21","22","31","9"
"12070","3","11","14","18","25","25","10"
"12071","7","10","10","22","24","28","13"
"12072","9","10","15","16","25","28","7"
"12073","8","9","20","20","24","25","11"
"12074","8","8","16","19","20","33","9"
"12075","2","13","18","22","24","30","5"
"12076","3","18","19","20","22","28","7"
"12077","6","11","14","18","25","31","13"
"12078","8","12","16","16","25","26","10"
"12079","3","10","13","19","24","29","12"
"12080","6","9","17","22","26","28","8"
"12081","6","10","14","22","27","29","8"
"12082","5","12","18","23","28","29","7"
"12083","6","10","13","21","26","27","12"
"12084","6","11","16","21","22","29","5"
"12085","4","11","16","21","26","29","10"
"12086","4","14","15","21","26","28","11"
"12087","2","13","18","19","24","25","10"
"12088","6","6","11","14","21","28","8"
"12089","6","9","12","17","20","23","9"
"12090","3","7","13","16","23","29","14"
"12091","3","9","13","17","26","27","6"
"12092","3","9","11","17","20","28","6"
"12093","5","9","15","20","25","27","6"
"12094","5","10","11","19","25","28","12"
"12095","4","7","12","17","17","29","10"
"12096","12","12","15","20","25","27","4"
"12097","3","12","14","22","24","29","6"
"12098","3","15","15","18","27","32","9"
"12099","2","12","14","23","23","24","7"
"12100","6","7","16","19","24","30","8"
"12101","9","12","18","22","25","25","7"
"12102","2","11","14","19","26","29","9"
"12103","2","13","13","21","25","26","7"
"12104","7","10","11","21","22","28","10"
"12105","4","8","11","17","22","28","10"
"12106","6","12","16","20","22","25","6"
"12107","4","9","10","18","27","30","8"
"12108","4","8","15","22","23","29","10"
"12109","7","7","13","16","26","28","6"
"12110","5","10","13","23","24","26","11"
"12111","5","12","17","22","24","28","10"
"12112","7","11","18","20","25","30","9"
"12113","7","7","10","20","23","29","9"
"12114","6","8","11","21","23","28","8"
"12115","3","15","16","20","21","29","9"
"12116","5","14","16","16","26","28","13"
"12117","3","6","7","18","24","30","6"
"12118","0","5","15","20","22","32","9"
"12119","3","13","19","20","25","32","10"
"12120","3","12","14","14","30","31","6"
"12121","4","7","14","23","25","28","8"
"12122","4","7","10","22","25","28","12"
"12123","4","12","12","19","25","30","5"
"12124","6","10","11","18","21","29","9"
"12125","1","8","9","17","27","29","11"
"12126","6","10","17","22","25","29","11"
"12127","6","7","17","20","24","29","9"
"12128","5","13","17","22","22","27","6"
"12129","4","12","16","21","23","31","7"
"12130","3","9","17","17","29","31","6"
"12131","3","5","12","18","22","33","11"
"12132","7","11","15","18","22","31","11"
"12133","5","8","15","18","28","29","8"
"12134","6","11","12","21","26","29","8"
"12135","7","12","16","19","19","30","5"
"12136","5","8","8","12","24","29","7"
"12137","8","12","14","20","27","29","7"
"12138","3","7","12","13","16","29","11"
"12139","7","9","17","19","25","30","8"
"12140","5","12","13","20","23","30","9"
"12141","5","10","11","25","26","28","3"
"12142","5","9","12","21","24","29","8"
"12143","6","11","12","20","26","30","11"
"12144","5","12","14","18","19","21","14"
"12145","5","7","19","20","22","26","10"
"12146","8","12","13","16","22","28","10"
"12147","1","9","10","16","25","26","8"
"12148","2","7","11","17","26","31","8"
"12149","8","14","15","19","27","28","6"
"12150","7","12","13","21","27","31","13"
"12151","2","7","14","22","26","29","13"
"12152","5","10","16","19","24","29","9"
"12153","5","5","14","16","23","28","9"
"12154","3","9","10","20","23","31","5"
"12155","6","11","17","17","25","29","8"
"13002","3","11","15","21","22","30","10"
"13003","8","10","18","20","23","29","8"
"13004","4","9","14","18","26","29","9"
"13005","6","6","14","16","28","29","6"
"13006","3","6","15","20","28","29","7"
"13007","5","7","12","15","23","27","12"
"13008","4","10","14","17","23","29","13"
"13009","2","6","16","20","21","30","10"
"13010","1","10","17","19","22","28","8"
"13011","2","7","11","21","24","30","9"
"13012","6","9","15","20","27","30","7"
"13013","4","9","16","16","22","26","8"
"13014","6","12","17","20","25","27","8"
"13015","5","6","16","20","21","27","9"
"13016","6","13","15","20","24","32","9"
"13017","8","10","14","19","20","29","7"
"13018","2","3","14","20","25","28","5"
"13019","2","9","12","18","27","31","7"
"13020","5","7","12","24","24","26","9"
"13021","1","3","15","23","23","24","8"
"13022","6","8","17","23","25","31","3"
"13023","4","15","15","20","27","27","9"
"13024","4","12","16","20","26","28","6"
"13025","4","11","12","19","26","30","4"
"13026","6","7","17","21","25","28","11"
"13027","6","12","13","18","21","30","9"
"13028","4","10","16","21","22","31","10"
"13029","5","8","8","17","25","25","16"
"13030","4","6","12","15","25","29","10"
"13031","6","9","15","17","25","27","8"
"13032","5","11","13","21","25","30","9"
"13033","5","9","13","22","24","31","8"
"13034","7","12","13","16","23","33","11"
"13035","5","10","12","17","28","28","9"
"13036","4","9","15","20","25","30","9"
"13037","8","11","13","20","24","29","11"
"13038","5","7","15","23","24","30","8"
"13039","4","14","14","19","26","30","12"
"13040","5","6","9","18","21","31","11"
"13041","3","8","16","20","26","31","7"
"13042","2","11","13","15","20","29","7"
"13043","2","15","20","21","22","29","8"
"13044","2","8","14","16","18","31","4"
"13045","8","9","15","20","23","31","11"
"13046","7","8","17","23","24","28","7"
"13047","3","9","13","17","17","19","9"
"13048","3","14","16","17","28","30","9"
"13049","3","5","14","16","23","28","10"
"13050","6","12","14","16","17","31","9"
"13051","4","12","12","22","26","31","10"
"13052","6","9","10","20","27","31","9"
"13053","7","11","13","22","24","27","5"
"13054","4","9","15","16","23","26","11"
