"n","a1","a2","a3","a4","a5","a6","b1"
14051,2,5,7,15,18,26,5
14052,6,6,15,20,24,29,7
14053,5,7,14,20,22,26,9
14054,4,6,9,14,20,30,5
14055,7,11,18,23,24,29,7
14056,7,11,15,21,29,32,8
14057,5,10,12,21,25,32,12
14058,2,6,14,21,23,29,12
14059,6,11,18,22,27,32,9
14060,6,13,14,21,22,26,9
14061,4,11,17,23,25,29,6
14062,4,7,11,16,23,26,9
14063,4,9,13,20,25,32,11
14064,5,11,16,16,30,31,16
14065,3,12,17,22,23,26,8
14066,3,10,15,16,18,26,6
14067,8,8,13,20,24,26,11
14068,5,10,18,20,26,31,12
14069,4,11,18,24,26,27,5
14070,4,13,13,27,27,31,10
14071,6,10,21,25,25,29,8
14072,6,16,21,27,28,29,8
14073,8,12,17,21,28,29,16
14074,1,5,11,19,29,31,17
14075,4,12,17,20,29,30,11
14076,4,10,12,15,21,26,8
14077,4,13,17,20,24,31,7
14078,2,3,9,13,24,24,8
14079,5,9,17,18,25,26,6
14080,5,6,13,16,22,28,10
14081,4,9,15,20,26,29,10
14082,9,9,17,20,21,26,8
14083,3,9,10,18,24,32,6
14084,5,9,19,22,25,35,3
14085,1,6,8,22,25,35,12
14086,3,8,14,18,27,29,10
14087,5,7,12,17,23,29,10
14088,3,8,18,19,29,30,9
14089,6,6,17,21,24,25,11
14090,2,5,10,18,25,30,11
14091,2,10,17,24,28,29,6
14092,2,9,15,22,32,32,9
14093,8,12,20,20,23,29,5
14094,6,14,19,24,26,29,4
14095,3,10,12,19,28,29,8
14096,3,8,11,14,24,28,8
14097,3,10,10,24,28,30,9
14098,9,9,10,13,18,26,13
14099,0,6,14,19,23,26,10
14100,3,7,7,18,23,32,6
14101,0,7,11,18,25,30,7
14102,8,8,15,20,23,32,10
14103,4,13,16,20,21,28,8
14104,-1,3,11,20,22,28,8
14105,7,12,15,16,24,28,8
14106,7,9,15,17,30,31,10
14107,5,5,11,18,20,28,13
14108,6,15,15,22,26,29,9
14109,3,9,13,16,28,29,8
14110,5,15,22,23,24,29,7
14111,4,7,15,21,26,29,7
14112,2,11,11,18,20,28,7
14113,6,8,9,12,19,24,11
14114,4,8,11,17,24,32,11
14115,2,8,9,17,22,26,4
14116,5,9,19,23,28,32,5
14117,4,8,16,24,30,31,9
14118,4,13,17,19,27,31,9
14119,6,11,16,22,27,28,10
14120,2,8,15,21,26,31,9
14121,3,9,14,24,24,28,8
14122,6,15,21,25,25,29,10
14123,6,8,12,17,23,28,7
14124,3,10,11,21,23,24,4
14125,8,15,16,21,32,33,6
14126,2,10,15,17,23,28,12
14127,3,8,9,13,23,26,7
14128,6,9,15,25,26,32,8
14129,1,3,7,13,24,30,11
14130,9,14,18,23,25,31,5
14131,6,9,21,21,27,33,13
14132,2,5,11,15,18,24,12
14133,4,11,18,23,23,29,8
14134,4,8,10,22,24,29,9
14135,1,5,7,14,17,27,6
14136,0,8,11,13,22,26,12
14137,3,10,15,17,26,29,12
14138,8,8,16,21,21,28,14
14139,2,8,11,20,28,35,6
14140,5,13,16,20,28,32,8
14141,6,12,14,20,25,32,10
14142,5,10,12,19,26,29,7
14143,3,9,12,17,25,30,7
14144,3,3,5,11,19,27,7
14145,4,12,13,14,19,29,8
14146,5,8,14,25,26,30,10
14147,4,10,17,24,30,30,6
14148,4,7,10,19,22,32,6
14149,5,7,19,23,25,33,12
14150,7,8,16,16,24,30,9
14151,8,9,12,16,24,29,9
14152,6,6,17,18,22,31,5
14153,3,11,15,21,29,30,11
15002,7,10,11,21,26,31,8
15003,2,8,11,18,20,33,9
15004,5,11,15,21,26,28,7
15005,3,8,10,16,21,27,10
15006,7,7,16,20,24,27,6
15007,3,9,14,17,23,29,4
15008,4,6,9,11,26,28,2
15009,5,10,15,19,24,29,9
15010,6,15,15,20,28,30,8
15011,7,9,12,18,20,28,13
15012,4,10,16,21,21,24,11
15013,3,11,13,21,21,29,9
15014,2,8,16,19,27,28,8
15015,2,9,13,21,21,29,2
15016,2,6,10,19,25,27,11
15017,5,10,13,17,23,26,7
15018,3,7,14,21,23,24,8
15019,1,6,12,14,24,27,7
15020,1,5,15,22,27,31,10
15021,5,10,15,16,22,29,12
15022,2,13,18,20,27,28,13
15023,4,7,15,24,29,32,12
15024,5,9,13,17,23,28,10
15025,4,11,14,15,19,28,6
15026,5,12,13,16,22,25,9
15027,9,10,14,18,28,31,6
15028,5,9,15,18,25,31,7
15029,2,10,17,23,27,31,11
15030,6,13,17,19,23,28,8
15031,7,15,19,23,27,32,3
15032,3,12,17,23,23,30,10
15033,0,11,20,23,31,33,9
15034,6,13,16,20,22,25,14
15035,4,16,18,24,33,35,9
15036,2,8,14,21,23,32,7
15037,2,9,19,28,33,36,8
15038,5,11,15,23,26,30,7
15039,0,5,9,16,20,25,10
15040,6,6,13,14,27,30,3
15041,2,10,11,21,28,31,7
15042,4,8,11,20,27,29,8
15043,6,13,13,27,28,30,8
15044,3,8,14,19,24,31,9
15045,4,11,11,18,23,30,5
15046,6,11,16,18,26,29,5
15047,2,8,9,23,28,29,8
15048,2,7,9,19,21,31,9
15049,0,1,15,18,25,30,10
15050,2,9,16,22,28,29,6
15051,7,12,16,22,26,29,8
15052,4,8,15,21,23,28,11
15053,2,7,13,13,22,27,6
15054,5,12,18,21,24,26,4
15055,6,10,17,24,26,28,10
15056,4,9,16,20,23,31,9
15057,3,8,15,17,24,26,3
15058,4,11,13,21,26,32,6
15059,9,15,18,20,29,32,10
15060,2,3,16,18,26,32,13
15061,6,10,15,17,24,32,9
15062,5,9,14,23,26,31,13
15063,5,10,14,15,21,27,7
15064,4,14,14,19,24,31,10
15065,2,12,14,18,20,28,10
15066,5,15,16,24,29,32,10
15067,3,12,14,21,26,31,9
15068,9,14,19,24,29,33,8
15069,3,8,19,20,27,28,14
15070,7,10,17,21,23,28,10
15071,3,15,18,21,27,32,3
15072,7,10,16,17,24,29,8
15073,6,9,12,17,24,28,4
15074,9,16,23,23,27,29,11
15075,4,7,19,19,23,26,1
15076,7,8,14,16,25,27,14
15077,9,11,17,20,25,28,10
15078,5,9,15,16,26,32,6
15079,1,8,11,16,26,31,8
15080,8,13,17,20,26,31,8
15081,5,7,11,17,21,26,11
15082,3,6,16,17,26,31,12
15083,7,9,14,20,28,31,9
15084,3,8,12,15,21,30,11
15085,3,7,12,22,23,30,8
15086,1,5,13,18,23,28,8
15087,4,12,12,16,21,27,10
15088,6,10,14,19,20,27,12
15089,1,6,14,20,23,28,5
15090,2,6,12,16,22,28,8
15091,4,10,17,22,26,35,13
15092,5,9,17,25,28,30,8
15093,10,10,18,19,26,31,10
15094,4,11,12,20,24,27,5
15095,7,12,13,23,25,36,13
15096,5,10,10,19,25,27,10
15097,9,11,17,18,24,30,9
15098,8,11,20,21,27,28,12
15099,2,8,14,18,27,33,12
15100,8,10,16,18,24,30,8
15101,2,10,14,20,27,29,13
15102,4,12,17,17,20,28,10
15103,6,11,15,24,24,31,10
15104,7,9,17,19,22,30,8
15105,3,9,17,22,22,30,8
15106,4,6,7,18,22,30,12
15107,4,7,12,20,25,29,5
15108,5,13,16,25,28,31,7
15109,4,13,16,22,25,29,9
15110,6,8,14,19,20,24,12
15111,6,8,16,25,27,35,12
15112,6,13,18,21,22,27,12
15113,7,14,16,23,25,29,5
15114,2,12,19,22,26,33,10
15115,1,10,19,20,22,27,9
15116,5,11,12,22,25,27,6
15117,3,9,15,16,25,29,8
15118,4,12,14,19,19,26,12
15119,3,4,5,16,23,25,11
15120,5,10,15,19,24,30,5
15121,7,7,13,19,21,26,10
15122,2,9,10,14,22,24,9
15123,7,9,15,22,28,30,9
15124,3,7,14,18,23,26,10
15125,7,12,19,20,26,30,11
15126,4,14,18,19,23,30,9
15127,9,12,17,22,29,31,5
15128,7,15,17,19,24,27,8
15129,6,12,17,20,21,30,8
15130,7,10,14,18,22,25,9
15131,5,7,11,18,21,26,5
15132,3,4,11,18,23,27,8
15133,3,12,13,21,23,33,9
15134,4,6,17,21,24,31,11
15135,6,17,21,25,26,30,7
15136,4,9,15,19,21,27,14
15137,2,3,13,15,16,28,12
15138,7,8,11,19,30,30,7
15139,9,10,19,21,29,31,8
15140,7,8,15,23,24,29,11
15141,6,9,13,16,26,29,6
15142,5,9,13,18,22,27,9
15143,3,5,13,14,20,27,5
15144,3,11,16,21,23,29,6
15145,8,11,19,20,25,29,8
15146,6,13,16,21,25,32,9
15147,5,11,18,19,26,28,7
15148,3,11,12,22,22,27,9
15149,8,12,13,19,27,29,8
15150,5,7,13,18,24,30,5
15151,4,7,13,15,22,28,10
15152,8,12,12,15,25,32,8
15153,1,4,5,13,29,33,3
15154,0,6,11,14,23,30,8
15155,2,3,6,13,20,29,8
16002,2,7,13,16,18,30,12
16003,4,12,12,21,27,27,11
16004,2,10,16,23,27,32,7
16005,5,9,12,16,26,30,13
16006,3,8,8,17,18,26,7
16007,6,11,12,17,23,31,10
16008,0,10,15,19,25,28,3
16009,4,8,12,15,22,29,7
16010,4,9,10,18,25,27,8
16011,5,8,15,19,25,32,12
16012,8,11,14,16,22,28,10
16013,3,4,8,14,25,25,13
16014,5,11,13,23,30,32,10
16015,5,7,13,17,19,29,7
16016,8,8,18,19,24,25,7
16017,4,17,19,20,27,32,8
16018,5,9,15,21,27,27,9
16019,6,8,10,18,25,33,8
16020,5,9,15,19,26,28,9
16021,7,7,7,14,17,27,10
16022,3,3,15,16,23,26,6
16023,6,11,17,19,28,33,6
16024,1,8,14,18,19,26,13
16025,5,6,9,11,18,25,9
16026,0,6,9,20,26,31,8
16027,4,7,12,18,22,27,14
16028,2,9,18,21,25,30,8
16029,8,11,16,25,27,28,12
16030,6,9,14,15,22,28,10
16031,4,9,11,14,24,28,11
16032,4,9,14,18,23,29,12
16033,8,12,18,23,24,27,8
16034,3,13,14,18,20,31,3
16035,3,10,12,14,23,28,8
16036,5,8,13,22,26,33,11
16037,6,11,15,18,23,26,8
16038,5,6,13,17,22,24,2
16039,7,7,14,17,23,30,8
16040,5,11,14,17,26,28,9
16041,4,5,10,17,24,30,8
16042,7,8,11,18,23,30,8
16043,6,11,17,19,27,31,8
16044,4,12,15,16,23,26,14
16045,10,14,20,20,28,31,8
16046,5,13,15,22,24,27,10
16047,8,12,15,20,25,29,9
16048,1,6,9,16,25,26,4
16049,3,7,18,20,26,28,9
16050,3,12,16,18,24,32,12
16051,8,10,10,18,27,33,7
16052,6,10,17,18,27,29,9
16053,11,15,18,23,25,27,11
16054,11,12,12,17,20,27,12
16055,2,9,12,20,23,25,8
16056,3,10,16,20,22,26,9
16057,6,17,17,22,26,30,9
16058,3,8,12,14,20,26,6
16059,0,7,16,18,25,27,12
16060,4,11,14,23,26,28,9
16061,4,20,27,29,29,32,6
16062,7,16,17,21,26,29,5
16063,1,3,3,11,11,21,7
16064,10,15,21,23,27,30,12
16065,3,9,11,18,22,29,9
16066,2,3,6,15,21,25,3
16067,9,11,11,19,26,27,11
16068,1,8,17,19,20,28,6
16069,1,12,21,23,29,33,1
16070,5,15,21,21,25,34,9
16071,1,4,9,24,25,29,6
16072,8,12,14,18,26,31,7
16073,4,6,10,18,21,31,10
16074,3,11,12,15,19,28,10
16075,4,9,16,21,26,31,5
16076,6,7,18,24,29,34,8
16077,3,6,13,15,16,25,9
16078,3,9,13,17,17,26,8
16079,3,10,11,17,22,28,7
16080,4,12,17,23,28,33,8
16081,3,8,15,26,27,30,11
16082,4,13,20,25,27,29,8
16083,5,11,14,16,18,27,10
16084,4,10,18,23,31,33,8
16085,6,6,14,19,29,29,10
16086,4,11,14,20,25,29,7
16087,3,10,11,17,25,29,10
16088,5,9,15,21,23,28,4
16089,6,8,8,19,21,28,6
16090,7,10,18,22,26,31,7
16091,4,8,11,17,25,27,7
16092,7,13,15,21,28,28,5
16093,5,11,13,19,25,32,6
16094,4,6,11,15,25,31,8
16095,6,10,14,22,29,32,14
16096,3,9,10,15,24,30,13
16097,10,11,16,20,27,33,7
16098,8,8,15,21,28,29,6
16099,3,7,10,17,24,27,5
16100,5,12,17,18,20,25,7
16101,2,6,9,17,26,26,9
16102,8,12,17,19,25,27,14
16103,6,11,15,22,26,32,7
16104,2,13,18,21,26,27,10
16105,6,11,13,19,23,28,11
16106,5,9,11,18,26,26,5
16107,11,11,15,17,26,27,6
16108,3,5,14,15,19,25,11
16109,3,9,12,21,24,29,12
16110,10,10,11,18,23,28,11
16111,4,7,8,14,17,27,5
16112,4,11,15,21,31,31,5
16113,6,9,17,22,25,29,8
16114,3,9,16,18,21,28,13
16115,3,5,13,19,24,28,10
16116,-1,7,8,18,24,28,11
16117,7,8,11,15,18,29,9
16118,6,13,17,21,26,30,4
16119,0,8,9,19,20,29,7
16120,3,5,13,20,27,27,12
16121,2,10,13,26,29,31,1
16122,7,8,16,20,25,28,3
16123,3,4,12,22,25,28,13
16124,2,4,12,20,22,27,9
16125,10,13,15,23,25,31,11
16126,3,8,14,18,22,28,4
16127,5,15,17,21,23,30,8
16128,5,9,13,21,24,31,6
16129,5,9,15,17,20,26,16
16130,1,4,14,25,30,31,12
16131,4,10,12,17,18,24,11
16132,6,11,17,22,25,30,7
16133,3,9,13,22,27,31,9
16134,6,7,16,22,22,28,7
16135,5,13,17,20,25,28,2
16136,3,8,11,16,20,28,9
16137,3,7,15,18,24,24,5
16138,5,11,19,22,25,30,12
16139,6,9,17,22,24,27,13
16140,5,11,14,24,26,30,7
16141,5,7,13,14,19,25,7
16142,9,11,17,23,25,30,12
16143,4,11,18,25,25,30,9
16144,3,5,9,20,23,32,7
16145,6,10,13,15,24,29,9
16146,4,7,10,22,24,28,7
16147,7,15,16,19,22,30,8
16148,5,10,10,20,24,26,9
16149,5,7,16,21,21,24,15
16150,4,10,16,22,23,28,8
16151,4,17,20,20,25,30,9
16152,7,8,13,17,22,27,11
16153,4,11,12,19,20,31,9
16154,7,9,14,19,26,30,13
17002,2,8,11,13,24,29,11
17003,9,13,16,20,25,31,9
17004,8,11,17,21,24,30,10
17005,2,6,11,16,22,30,11
17006,3,7,13,18,25,30,9
17007,3,7,8,19,25,30,9
17008,3,11,16,23,25,29,10
17009,2,6,13,20,27,31,13
17010,5,8,12,16,24,28,9
17011,6,9,16,24,30,32,8
17012,1,3,10,20,21,23,10
17013,2,13,17,20,26,31,8
17014,1,8,11,15,18,29,6
17015,5,6,9,15,24,30,9
17016,3,12,15,17,27,31,13
17017,6,10,15,20,20,29,10
17018,5,8,12,18,23,28,9
17019,6,13,20,26,30,34,6
17020,6,7,11,19,19,25,3
17021,2,9,9,21,23,28,3
17022,8,12,17,17,28,31,9
17023,4,5,7,21,27,31,7
17024,4,12,14,20,26,30,10
17025,11,13,17,28,29,30,16
17026,9,16,26,27,29,31,7
17027,6,12,17,21,26,30,12
17028,3,9,18,21,22,23,9
17029,4,5,11,18,25,27,9
17030,4,9,10,17,23,29,8
17031,4,10,17,19,26,28,9
17032,2,9,15,15,27,29,8
17033,3,4,12,21,25,33,6
17034,2,8,9,12,23,27,16
17035,4,13,21,22,24,27,10
17036,4,7,11,19,21,28,12
17037,4,4,8,17,22,25,9
17038,1,3,12,21,25,30,7
17039,6,12,12,18,27,33,8
17040,12,13,15,16,18,26,8
17041,6,10,17,22,23,28,8
17042,5,11,12,16,25,31,8
17043,3,9,14,21,25,28,6
17044,3,10,13,19,23,31,5
17045,4,12,13,18,26,30,8
17046,6,6,12,14,24,29,10
17047,1,7,13,18,23,30,7
17048,4,8,14,20,22,30,10
17049,3,4,15,20,22,28,8
17050,6,14,20,23,28,35,7
17051,4,9,14,17,22,23,12
17052,5,11,12,20,22,28,12
17053,1,5,8,21,27,28,9
17054,6,9,12,17,19,27,7
17055,13,13,18,19,24,26,9
17056,8,15,16,18,24,24,12
17057,9,11,15,16,22,26,13
17058,2,4,9,13,20,28,10
17059,1,7,8,12,21,30,12
17060,3,5,8,17,22,27,10
17061,9,10,17,17,22,24,9
17062,8,9,12,14,26,30,8
17063,7,10,13,19,24,29,7
17064,7,16,18,20,27,30,8
17065,10,10,11,19,24,34,15
17066,4,9,11,20,26,29,7
17067,0,3,10,14,22,27,14
17068,3,11,19,21,24,29,7
17069,4,11,23,25,32,33,2
17070,6,9,13,19,22,27,3
17071,6,7,16,21,28,31,6
17072,6,12,16,22,28,30,9
17073,10,15,21,23,26,29,8
17074,8,14,16,18,25,30,11
17075,3,7,15,16,19,29,9
17076,8,8,14,19,28,31,14
17077,10,15,18,31,32,34,12
17078,3,7,14,17,24,26,6
17079,5,12,13,16,22,28,12
17080,3,7,12,15,23,27,13
17081,2,8,17,19,23,25,12
17082,3,12,17,20,25,32,11
17083,3,4,12,17,25,29,10
17084,4,6,11,20,20,25,9
17085,2,6,12,14,27,27,4
17086,5,11,12,17,22,24,12
17087,6,11,14,23,24,32,8
17088,6,8,14,19,24,30,9
17089,3,8,11,17,26,27,13
17090,3,10,10,17,28,31,7
17091,2,12,17,20,25,30,9
17092,3,6,8,9,18,19,10
17093,3,7,15,19,22,32,11
17094,5,5,15,20,30,30,7
17095,2,6,10,16,23,28,13
17096,3,5,8,13,26,31,15
17097,4,8,15,19,24,29,13
17098,3,9,14,21,26,27,6
17099,0,3,9,19,21,26,10
17100,6,9,13,17,22,24,14
17101,3,12,15,19,23,28,4
17102,4,12,17,20,26,28,13
17103,5,12,17,21,22,27,7
17104,2,12,16,19,26,27,4
17105,6,9,16,22,23,24,5
17106,0,9,14,29,30,32,6
17107,5,11,18,22,27,28,15
17108,5,12,13,21,26,27,9
17109,5,6,9,16,23,29,15
17110,3,3,8,15,18,27,6
17111,6,7,7,12,22,28,8
17112,4,8,12,15,21,28,7
17113,5,11,11,18,26,27,7
17114,5,11,12,17,18,27,6
17115,10,11,11,13,18,19,5
17116,3,12,13,14,19,29,5
17117,3,11,18,19,25,30,10
17118,1,14,14,17,27,28,6
17119,2,8,10,13,22,30,13
17120,4,5,12,13,21,29,14
17121,3,10,15,20,32,33,7
17122,7,10,15,19,20,30,11
17123,2,5,7,11,18,25,14
17124,7,18,18,25,29,32,10
17125,9,9,12,15,22,30,7
17126,5,6,8,8,11,28,8
17127,2,8,10,17,29,31,4
17128,3,6,12,22,24,27,9
17129,6,10,14,18,26,28,5
17130,4,9,14,19,25,27,13
17131,8,12,20,22,26,28,8
17132,0,7,10,19,27,28,7
17133,4,7,16,23,24,30,10
17134,6,8,14,19,27,31,13
17135,0,11,15,22,25,32,11
17136,6,12,13,16,24,24,8
17137,5,9,9,15,21,29,5
17138,5,8,20,25,28,33,12
17139,8,14,18,18,19,26,11
17140,4,9,14,20,24,28,10
17141,8,10,14,14,21,26,9
17142,5,16,19,23,26,27,10
17143,4,5,13,16,25,27,4
17144,5,8,14,23,28,30,9
17145,6,7,14,15,22,26,14
17146,5,12,14,19,25,32,8
17147,3,13,16,22,24,30,6
17148,7,13,17,23,24,27,9
17149,4,16,19,20,25,29,13
17150,4,6,6,23,25,25,6
17151,12,13,13,14,24,29,10
17152,4,6,12,21,22,28,2
17153,4,13,16,18,24,28,10
17154,3,8,9,17,19,30,8
17155,4,6,14,19,20,28,15
18002,6,9,16,21,26,31,8
18003,7,10,18,23,24,27,10
18004,2,8,14,19,25,29,7
18005,5,6,9,12,20,30,7
18006,2,6,15,16,24,28,6
18007,3,7,12,24,26,29,14
18008,5,11,14,20,26,32,6
18009,7,8,11,18,21,27,8
18010,5,11,12,21,26,30,7
18011,5,10,13,19,20,25,12
18012,7,12,19,22,28,33,8
18013,2,3,12,13,25,30,7
18014,5,12,14,15,28,33,5
18015,4,5,11,16,24,28,11
18016,6,6,16,20,30,31,16
18017,1,8,12,22,26,28,13
18018,3,10,13,16,24,27,7
18019,4,13,14,19,27,29,3
18020,10,13,17,20,26,29,12
18021,2,5,10,13,21,26,7
18022,0,13,14,17,21,29,12
18023,3,6,13,18,25,27,6
18024,5,9,11,17,19,30,9
18025,9,12,17,21,21,28,11
18026,7,10,14,21,23,29,7
18027,1,5,8,17,25,32,9
18028,5,7,13,16,28,28,8
18029,5,10,17,18,30,31,8
18030,5,6,16,19,25,29,9
18031,5,12,15,24,27,32,11
18032,13,16,23,27,28,28,3
18033,1,7,16,17,25,30,8
18034,9,16,17,23,26,29,11
18035,1,6,12,19,22,30,7
18036,7,11,15,18,24,30,10
18037,1,6,11,18,24,25,10
18038,0,7,9,17,18,24,8
18039,2,10,11,18,26,31,12
18040,4,11,17,21,22,28,8
18041,6,9,15,16,22,28,11
18042,2,5,16,22,23,30,5
18043,4,13,20,23,25,29,10
18044,2,8,10,15,22,27,7
18045,5,12,16,18,23,30,7
18046,6,12,18,19,26,28,9
18047,5,8,8,16,23,27,10
18048,-3,2,5,15,20,26,13
18049,3,8,10,12,17,27,5
18050,6,11,16,21,24,32,11
18051,3,4,10,24,29,32,7
18052,7,11,14,18,22,27,6
18053,0,5,14,16,24,25,3
18054,3,11,16,21,23,33,19
18055,4,8,19,20,20,25,13
18056,4,9,11,18,27,30,5
18057,2,4,11,15,15,27,13
18058,4,11,16,16,21,31,17
18059,1,7,11,22,23,30,8
18060,2,12,18,20,23,31,10
18061,6,8,12,16,22,28,8
18062,2,5,14,24,24,33,13
18063,1,8,11,16,21,27,9
18064,7,11,19,25,26,28,8
18065,2,12,15,17,22,27,12
18066,6,15,15,21,22,32,9
18067,5,11,13,18,25,28,6
18068,6,15,17,20,26,27,8
18069,4,7,16,19,20,32,3
18070,3,9,12,19,24,27,5
18071,6,21,23,24,27,34,12
18072,8,14,15,20,24,30,9
18073,3,9,15,19,22,30,6
18074,5,5,12,18,25,30,7
18075,7,10,12,15,18,22,2
18076,5,8,16,21,23,30,15
18077,3,10,12,20,27,27,7
18078,5,7,14,17,17,25,11
18079,1,4,13,19,21,23,10
18080,2,5,11,18,23,23,7
18081,6,8,14,16,24,31,13
18082,5,10,15,21,25,27,9
18083,3,6,10,15,22,28,14
18084,4,7,10,12,22,30,9
18085,5,10,18,24,26,30,7
18086,5,8,15,21,27,30,3
18087,3,10,17,25,29,32,6
18088,4,8,11,15,20,29,13
18089,2,10,16,21,25,29,13
18090,10,14,17,21,22,24,9
18091,4,11,14,19,24,29,6
18092,7,14,18,24,26,28,4
18093,3,5,12,14,24,28,12
18094,5,6,12,19,23,28,11
18095,8,12,17,20,25,32,12
18096,5,14,18,23,26,32,13
18097,10,13,19,20,21,25,12
18098,6,10,17,25,27,29,14
18099,6,9,16,21,26,27,11
18100,5,9,13,14,23,26,12
18101,5,7,13,17,21,28,8
18102,7,15,16,24,26,34,6
18103,7,15,16,17,19,30,6
18104,3,5,10,15,20,27,10
18105,8,9,16,21,24,26,11
18106,1,9,13,15,25,26,10
18107,8,10,16,17,23,28,14
18108,6,10,14,16,27,32,9
18109,4,13,19,20,26,30,8
18110,3,9,12,18,24,30,5
18111,6,6,10,14,23,28,10
18112,2,14,20,23,30,31,10
18113,7,9,14,16,17,20,10
18114,9,13,17,23,29,31,7
18115,4,5,10,18,23,28,14
18116,4,5,11,20,23,29,12
18117,7,11,16,19,26,31,6
18118,13,15,21,24,27,28,8
18119,3,9,12,15,18,24,6
18120,1,6,10,12,25,29,7
18121,6,8,12,16,20,26,8
18122,5,13,17,20,25,30,1
18123,3,6,16,17,20,24,10
18124,4,4,8,18,26,29,9
18125,2,8,17,18,26,30,8
18126,7,11,14,20,22,29,8
18127,6,12,14,21,22,27,11
18128,5,5,14,18,28,31,12
18129,7,8,12,15,27,29,12
18130,7,7,18,22,24,30,4
18131,7,15,17,22,22,29,12
18132,6,12,15,23,24,30,8
18133,6,17,21,22,24,33,4
18134,3,10,15,16,26,28,7
18135,4,6,12,17,19,29,6
18136,6,8,12,13,20,29,5
18137,4,13,18,22,22,29,9
18138,4,12,18,21,24,30,11
18139,4,10,15,21,27,30,10
18140,6,11,11,13,21,30,7
18141,3,12,15,16,26,30,8
18142,2,5,11,14,22,25,14
18143,-2,4,5,13,24,25,6
18144,4,8,10,16,20,24,6
18145,2,11,14,23,26,30,13
18146,3,9,10,11,20,25,9
18147,10,12,14,20,22,28,6
18148,7,10,14,22,23,29,9
18149,2,9,12,16,23,26,12
18150,7,8,14,20,26,28,17
18151,3,7,10,17,20,28,8
18152,3,3,10,14,23,32,17
18153,8,11,16,23,26,29,8
18154,4,8,18,20,25,30,7
19002,5,12,17,22,27,29,5
19003,4,7,12,14,21,23,7
19004,8,10,14,20,26,28,19
19005,1,11,14,15,24,32,7
19006,3,9,15,21,23,29,13
19007,3,6,12,13,20,25,2
19008,3,10,13,16,19,30,9
19009,6,11,17,19,23,29,3
19010,7,14,18,20,22,31,6
19011,8,11,15,22,25,30,6
19012,8,8,14,20,26,30,15
19013,5,8,18,22,25,28,6
19014,7,9,14,19,25,28,6
19015,6,11,12,16,20,31,7
19016,3,6,12,18,25,31,4
19017,5,11,13,20,29,31,16
19018,1,7,14,15,21,30,12
19019,3,10,17,20,26,31,12
19020,1,7,12,16,23,25,14
19021,5,11,16,21,30,30,7
19022,5,6,7,13,16,24,3
19023,3,12,13,19,21,26,10
19024,5,15,17,24,25,28,9
19025,2,10,14,17,25,30,9
19026,4,8,11,15,23,25,12
19027,5,8,17,22,24,34,10
19028,5,8,9,17,23,27,10
19029,6,9,15,18,26,32,12
19030,2,7,10,13,24,25,5
19031,1,8,16,25,25,30,7
19032,5,12,17,24,25,31,8
19033,1,10,15,24,24,26,4
19034,4,10,17,21,24,27,6
19035,2,4,9,17,26,29,8
19036,-1,6,9,12,19,31,5
19037,6,15,18,19,22,29,9
19038,6,12,13,17,24,29,8
19039,8,12,14,19,25,25,5
19040,7,9,10,19,25,28,10
19041,2,7,14,20,28,31,11
19042,0,14,16,22,29,29,0
19043,7,7,13,15,20,28,11
19044,5,9,15,20,20,27,12
19045,8,12,13,21,23,27,15
19046,6,16,17,20,21,24,9
19047,4,9,11,19,22,27,10
19048,6,9,14,17,23,28,4
19049,1,3,9,14,19,22,7
19050,2,8,12,16,23,29,4
19051,4,6,13,15,24,29,9
19052,3,9,14,19,26,30,7
19053,5,9,14,18,21,27,8
19054,5,9,14,18,22,30,8
19055,4,6,9,16,27,30,8
19056,4,8,11,16,22,23,12
19057,6,13,18,21,28,32,7
19058,8,15,17,18,27,32,6
19059,2,7,14,16,21,25,10
19060,7,14,17,24,25,30,11
19061,2,10,12,17,20,25,9
19062,8,8,19,25,26,32,10
19063,4,12,13,17,17,25,12
19064,3,12,15,19,23,29,5
19065,1,15,19,25,32,34,7
19066,5,9,14,19,26,31,11
19067,1,14,16,19,22,28,13
19068,1,5,13,17,24,27,2
19069,4,12,15,16,21,31,6
19070,6,10,13,16,20,30,15
19071,3,11,16,25,26,29,6
19072,0,7,13,13,20,28,7
19073,3,3,4,14,19,28,9
19074,3,7,14,14,22,31,10
19075,6,16,20,23,31,31,3
19076,6,9,11,15,24,28,7
19077,3,9,14,24,26,30,7
19078,6,13,14,21,26,29,9
19079,0,8,14,22,25,29,10
19080,3,11,17,22,24,31,5
19081,6,12,22,23,28,30,10
19082,5,12,19,21,24,29,10
19083,-1,11,11,20,27,33,8
19084,7,9,14,19,24,30,9
19085,9,11,14,21,27,32,10
19086,3,12,14,19,25,26,6
19087,5,8,12,18,27,32,2
19088,7,12,14,20,22,29,9
19089,1,7,12,14,18,28,12
19090,6,18,18,24,24,31,11
19091,5,10,19,22,29,30,8
19092,6,13,15,21,24,29,8
19093,3,7,12,12,21,28,6
19094,5,9,12,21,26,28,8
19095,7,13,17,22,24,29,8
19096,2,7,14,15,23,28,5
19097,5,8,18,19,24,25,9
19098,4,7,16,21,26,28,8
19099,3,9,16,18,19,28,6
19100,6,13,18,19,24,27,5
19101,4,12,19,19,27,28,8
19102,1,8,12,21,27,27,7
19103,5,8,16,18,24,27,5
19104,4,9,18,24,26,30,13
19105,1,11,15,18,25,31,10
