V1	V2	V3	V4


"21097","3","8","4","2","5","7","1","7","4","3","11","9","8","7","9","8","7","10","6","7","16","14","19","9","19","13","11","11","20","17","20","21","19","19","22","14","14","23","20","17","25","23","20","27","22","25","25","24","20","24","30","26","24","28","31","25","30","25","27","28","4","4","6","11","10","9","8","-1","11","7"
