"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
"5003","5","5","4","5","4","10","8","3","6","7","7","7","12","10","5","10","10","9","13","11","7","7","18","11","12","17","15","14","13","14","22","20","19","14","17","19","21","15","15","16","28","21","20","24","26","24","25","19","24","19","29","22","21","29","30","33","31","29","29","32","14","11","1","4","5","15","7","6","12","8"
"5004","1","7","2","3","3","2","2","2","1","3","4","8","8","10","9","8","4","7","15","7","13","15","19","10","10","11","12","13","17","16","22","20","21","18","17","20","18","15","18","19","24","25","28","28","26","24","24","23","28","23","27","31","33","28","28","27","29","31","31","28","12","8","13","5","7","5","11","10","6","10"
"5005","4","3","7","3","6","3","6","7","7","7","11","14","7","12","9","7","10","8","10","10","11","16","16","13","15","14","12","11","11","10","22","28","20","17","20","20","21","14","21","17","27","30","27","27","22","25","22","29","23","26","27","33","32","31","30","27","30","29","30","29","9","10","7","9","15","13","5","9","10","6"
"5006","4","12","4","2","2","4","5","3","2","5","8","13","11","14","8","13","15","4","10","6","10","15","17","15","12","16","17","10","11","10","15","22","18","21","17","21","22","24","19","20","28","31","24","26","23","21","25","27","29","24","28","31","30","28","23","30","28","28","30","27","7","3","9","10","10","14","4","6","9","8"
"5007","8","1","1","8","3","5","2","3","3","4","10","5","7","10","13","9","9","11","10","6","18","15","7","18","20","16","20","15","12","16","18","18","16","18","22","22","22","18","16","21","26","26","25","26","26","23","23","19","27","29","32","26","27","32","33","27","31","29","28","30","4","12","11","4","10","12","12","6","11","12"
"5008","11","6","9","11","1","2","5","5","4","1","11","15","14","11","8","8","11","16","7","10","14","23","16","14","13","11","17","18","18","11","16","24","17","16","20","11","18","18","23","18","28","28","28","28","23","26","25","25","24","28","28","33","31","28","31","30","29","27","29","29","14","9","11","14","4","6","9","3","14","3"
"5009","11","2","8","11","5","3","5","4","5","6","12","7","9","12","13","6","8","8","11","8","25","14","21","25","14","21","15","14","11","16","27","20","23","27","21","21","15","20","21","22","27","21","29","27","31","27","27","22","26","22","33","31","31","33","31","29","30","32","27","25","5","16","6","5","3","5","3","6","5","5"
"5010","1","2","1","1","1","1","2","3","2","3","9","5","6","9","13","16","9","12","11","5","13","15","13","13","13","18","13","13","12","16","20","17","18","20","19","19","22","15","14","17","27","24","24","27","26","24","25","24","30","22","31","28","33","31","26","25","32","30","32","26","4","15","6","4","10","8","13","13","12","6"
"5011","10","10","4","10","3","9","5","2","5","8","10","13","10","10","16","11","8","8","8","9","12","16","14","12","17","12","15","9","21","18","13","24","14","13","19","15","16","18","25","18","27","28","27","27","21","28","29","26","27","26","30","32","29","30","31","32","31","29","28","32","14","3","8","14","11","6","15","7","9","11"
"5012","2","8","6","2","8","8","4","1","4","8","9","9","15","9","14","10","9","10","6","8","15","14","17","15","17","18","14","12","14","18","21","20","19","21","19","21","17","22","15","19","27","25","25","27","21","29","18","26","22","25","31","31","31","31","24","31","31","29","29","31","8","8","5","8","9","8","10","7","6","5"
"5013","6","4","1","6","1","6","3","5","2","9","8","8","8","8","6","12","12","7","5","11","9","15","12","9","11","17","18","17","8","11","21","19","19","21","11","22","22","20","23","24","26","26","24","26","26","28","22","24","24","25","30","30","26","30","26","29","28","26","31","25","14","0","9","14","6","3","11","7","11","10"
"5014","2","6","9","2","2","3","5","5","5","7","17","9","12","17","10","13","9","11","13","12","18","17","13","18","14","14","10","19","16","14","22","27","16","22","18","14","21","23","22","16","29","30","25","29","22","27","21","29","25","28","30","33","29","30","31","29","30","30","26","33","4","11","13","4","13","14","6","7","8","16"
"5015","7","3","10","7","4","6","4","5","4","4","10","4","16","10","8","6","13","7","9","11","11","7","16","11","13","14","14","19","10","12","24","25","17","24","17","21","19","20","10","17","26","30","17","26","27","26","27","21","21","25","27","31","30","27","30","29","29","28","29","28","15","8","11","15","8","5","7","4","15","11"
"5016","9","1","8","4","2","3","3","3","6","5","10","6","13","7","13","8","11","7","10","10","13","9","15","7","17","11","13","9","14","15","15","18","19","13","20","15","19","19","19","15","26","23","22","23","21","26","20","20","24","24","31","25","30","28","24","30","29","29","31","24","9","7","9","12","9","7","4","6","7","2"
"5017","5","9","7","2","7","6","2","4","8","5","14","14","13","7","8","8","10","14","8","12","16","20","14","14","16","13","22","14","17","15","23","25","21","16","22","17","22","15","18","19","29","28","26","25","27","30","23","27","22","27","30","32","32","30","28","31","32","32","30","33","2","1","13","8","6","8","4","6","7","10"
"5018","6","6","5","6","2","5","9","4","5","5","13","13","8","8","11","7","11","9","5","14","21","17","9","14","16","13","12","10","11","18","26","18","24","21","23","20","21","17","19","19","26","19","30","27","26","23","23","19","29","24","27","29","31","27","30","31","31","31","30","30","15","8","7","15","7","14","12","6","10","8"
"5019","2","3","4","5","8","6","2","2","4","2","9","4","9","11","8","11","8","7","9","8","9","8","10","13","15","16","17","14","13","15","19","18","23","16","18","25","20","16","18","22","24","24","25","23","27","26","24","25","22","22","28","31","32","30","28","28","30","29","31","27","9","11","3","6","7","8","9","7","8","11"
"5020","2","5","5","8","10","2","9","6","2","4","11","9","8","15","12","13","13","12","4","15","17","16","11","16","21","17","13","13","12","19","21","22","13","16","22","20","18","18","21","22","27","28","27","28","23","27","20","27","26","22","31","31","33","31","31","29","30","31","32","31","6","12","12","5","11","6","11","16","7","13"
"5021","11","2","4","12","7","3","6","5","3","7","13","14","7","12","7","11","6","6","6","8","16","17","7","17","12","15","17","9","13","11","20","19","19","20","20","17","19","25","13","14","25","27","23","24","25","27","28","26","25","17","31","31","27","30","30","28","29","33","32","31","6","5","14","6","9","8","8","6","14","9"
"5022","1","6","2","3","5","5","3","2","2","4","7","8","8","8","10","6","7","7","5","7","16","11","9","14","11","10","14","12","11","14","24","15","21","20","23","14","18","19","17","17","26","25","25","26","24","24","24","25","21","23","26","26","27","27","25","32","28","27","32","32","4","10","5","2","12","5","8","3","8","10"
"5023","6","10","8","6","9","6","2","4","6","6","13","11","9","11","9","9","7","5","11","13","17","12","14","13","16","9","16","12","18","16","18","20","18","26","19","11","20","19","23","19","23","26","28","28","22","24","22","27","23","27","30","29","31","30","29","27","30","32","29","29","2","12","9","2","11","7","12","15","11","6"
"5024","9","4","5","14","5","4","5","3","5","6","10","12","8","15","10","7","15","7","5","15","12","15","10","19","16","8","18","11","18","17","20","23","22","24","16","22","26","15","19","19","22","24","25","24","22","28","28","26","30","26","26","29","25","26","25","29","29","29","30","30","3","15","5","10","4","4","13","6","11","5"
"5025","1","4","8","5","5","3","5","4","9","6","8","6","9","8","7","10","8","8","11","7","17","14","9","16","8","13","12","10","12","15","24","14","20","19","15","13","12","13","17","19","28","20","21","21","24","23","19","19","29","27","29","23","26","27","26","29","29","31","29","32","8","3","8","2","14","4","11","4","5","11"
"5026","7","6","8","3","7","1","2","5","5","3","10","12","13","19","9","10","6","11","10","3","12","15","16","21","19","18","15","16","17","6","18","20","17","23","21","22","18","19","22","17","28","21","30","25","26","27","19","24","24","27","33","32","32","33","32","30","32","31","26","30","3","14","7","5","8","9","6","8","10","9"
"5027","1","9","1","8","1","2","1","2","7","5","5","12","6","13","9","3","9","7","8","6","14","17","10","16","19","12","9","12","10","17","22","26","21","17","20","12","16","17","12","22","25","26","24","28","26","24","18","24","30","25","31","31","26","30","28","28","30","28","31","27","3","13","10","4","7","4","9","8","10","7"
"5028","5","7","1","3","5","6","7","6","4","3","8","7","9","9","5","10","9","9","13","5","10","8","10","10","8","13","18","12","15","15","20","18","15","16","19","17","20","17","21","20","26","25","23","19","27","28","25","21","26","23","27","29","32","30","27","29","28","32","31","26","7","6","7","7","6","11","2","8","8","2"
"5029","5","10","6","7","6","12","7","4","7","3","19","10","7","15","11","13","13","6","13","9","21","20","8","17","13","15","17","16","17","12","26","24","20","20","14","16","19","22","23","21","27","28","26","28","24","23","24","27","25","27","31","29","32","29","33","32","28","30","31","30","9","7","8","3","2","4","9","3","9","5"
"5030","6","4","11","2","2","9","3","6","6","7","7","5","14","9","6","10","8","10","8","8","7","7","14","12","17","13","11","12","18","14","16","22","18","17","20","16","24","17","24","25","25","26","30","24","20","23","25","19","24","31","30","31","30","30","31","31","29","25","29","31","7","6","8","4","7","11","7","12","6","10"
"5031","6","3","7","2","5","5","4","4","1","5","8","10","8","6","6","9","7","9","7","9","10","15","8","8","9","15","19","9","13","11","14","23","19","11","14","16","21","16","16","18","26","24","22","21","24","23","22","24","25","20","26","26","25","27","27","25","32","29","29","32","8","3","5","14","13","10","11","10","7","6"
"5032","8","4","4","7","8","10","1","4","5","5","16","16","14","9","14","11","9","13","11","15","17","21","18","13","15","15","12","13","13","15","20","23","18","23","18","19","17","17","16","24","24","27","28","24","26","20","24","24","26","25","24","31","33","30","31","28","30","29","32","25","7","6","13","13","6","12","11","10","13","8"
"5033","2","5","10","8","13","9","6","2","5","10","9","7","10","13","13","10","11","9","9","12","12","19","10","15","14","14","17","12","18","18","21","27","12","19","22","18","20","24","23","21","22","27","30","25","25","28","22","29","26","22","30","30","32","30","28","30","32","29","28","31","12","5","16","14","7","5","8","12","7","10"
"5034","4","2","5","4","6","7","7","8","5","1","8","10","6","8","8","7","8","9","7","8","16","14","14","16","13","14","16","12","18","14","17","25","21","17","13","17","21","15","18","21","23","25","22","23","18","21","21","26","31","27","31","29","28","31","25","27","24","30","32","28","6","8","3","6","7","6","8","8","2","5"
"5035","9","10","7","9","11","6","7","7","6","7","10","15","8","10","16","12","11","10","7","13","12","19","19","12","19","13","13","14","12","18","18","22","21","18","19","21","16","23","16","18","28","29","27","28","24","27","24","28","23","22","29","31","32","29","29","32","30","31","28","29","3","4","9","3","8","2","9","13","6","10"
"5036","7","2","6","7","9","7","2","2","6","2","9","6","10","9","11","8","11","8","11","11","15","7","20","15","20","10","11","8","14","15","15","25","20","15","22","23","16","20","17","18","30","26","22","30","22","23","29","22","28","24","33","29","32","33","31","27","29","32","30","33","4","14","7","4","3","9","3","6","8","8"
"5037","5","3","2","5","4","3","2","4","5","5","6","9","7","6","7","13","14","7","7","14","7","13","10","7","8","18","15","16","9","14","10","18","13","10","16","19","15","18","16","16","17","25","26","17","25","26","24","27","20","27","25","27","26","25","28","32","25","29","32","28","9","4","13","9","7","7","4","5","8","10"
"5038","2","12","10","2","6","3","6","9","2","6","15","17","14","15","10","11","10","10","8","11","15","20","20","15","15","15","17","16","13","17","23","25","26","23","20","21","19","24","20","21","24","27","28","24","30","22","20","24","20","27","31","28","30","31","33","26","32","31","26","31","14","12","9","14","14","13","5","12","6","12"
"5039","7","2","6","7","4","3","1","7","4","5","7","5","9","7","7","15","10","14","9","6","8","15","10","8","18","16","19","17","11","11","17","20","18","17","21","17","20","19","18","18","24","21","29","24","22","22","23","28","21","20","28","31","30","28","27","28","30","29","30","31","2","8","6","2","9","6","10","7","6","12"
"5040","6","5","7","6","3","4","4","7","3","7","10","6","8","10","9","6","6","13","11","7","11","12","10","11","11","8","9","15","14","16","24","17","12","24","17","21","13","16","16","21","26","22","26","26","23","24","24","23","24","23","31","27","30","31","32","27","30","30","30","33","8","8","2","8","4","9","6","6","4","13"
"5041","4","10","8","4","6","6","5","5","1","5","15","15","10","15","11","10","8","7","12","13","17","19","18","17","14","14","10","15","16","17","18","25","19","18","18","21","21","19","18","20","31","26","29","31","21","26","25","23","27","24","31","27","30","31","34","32","30","29","29","33","11","14","4","11","14","6","10","11","13","5"
"5042","9","9","5","9","1","2","5","2","3","0","10","12","8","10","3","14","7","4","9","5","12","18","13","12","10","18","17","16","19","5","20","18","18","20","21","20","18","21","19","21","24","21","25","24","29","28","25","21","27","22","32","29","33","32","30","30","29","29","27","31","9","16","14","9","11","11","16","15","11","8"
"5043","8","5","4","7","7","5","8","2","3","7","9","11","10","12","12","12","8","8","4","7","17","14","10","13","14","17","9","9","14","14","18","14","21","17","19","18","16","14","15","18","24","26","26","26","23","25","16","22","25","23","27","31","27","31","28","29","30","33","31","29","6","4","7","9","4","6","12","12","9","9"
"5044","4","5","7","11","8","10","4","2","4","3","10","12","8","12","12","10","10","11","15","14","12","12","20","16","14","12","17","15","17","16","20","24","22","22","16","20","19","20","21","20","28","27","31","25","26","25","23","26","24","23","29","28","33","32","31","30","29","30","30","28","11","13","8","14","5","8","10","7","13","14"
"5045","8","6","5","9","8","5","11","7","5","4","13","11","8","13","14","7","14","12","15","10","19","12","13","18","14","11","19","13","19","17","25","20","14","24","22","15","20","24","24","22","27","29","30","29","24","28","26","24","25","28","29","31","30","31","32","31","29","27","26","29","9","6","15","8","3","6","7","11","4","14"
"5046","5","6","3","3","6","3","5","1","2","4","12","10","7","9","9","11","7","6","5","8","16","11","16","14","13","16","16","10","7","11","16","12","22","25","18","21","18","14","14","22","30","22","24","27","25","22","25","24","25","28","30","24","30","31","29","28","29","28","25","29","7","7","10","5","7","6","8","8","9","5"
"5047","2","3","3","3","7","7","7","6","1","5","12","15","11","10","9","10","11","7","8","6","17","21","18","14","17","19","19","15","15","22","19","21","26","19","19","22","24","23","18","23","27","26","29","27","22","22","28","23","25","31","29","27","30","31","32","27","28","25","32","31","15","14","7","16","14","7","5","11","7","13"
"5048","1","3","9","3","8","7","6","6","6","3","7","5","12","12","9","9","7","11","10","4","19","18","14","19","11","19","13","11","11","15","22","18","21","25","27","19","17","18","23","20","28","23","25","26","27","28","24","24","23","24","29","30","32","28","27","28","29","29","24","30","10","15","6","13","4","14","10","11","10","14"
"5049","11","3","3","8","8","9","5","5","2","8","12","6","7","13","9","9","11","11","9","12","14","8","15","15","13","9","11","16","14","13","23","18","16","23","17","12","13","17","21","21","24","30","24","29","25","17","27","21","24","26","27","31","25","30","31","23","30","23","30","31","9","10","6","7","9","7","5","9","13","9"
"5050","3","6","12","6","9","4","4","3","8","6","12","12","12","13","13","11","10","12","8","15","13","14","13","13","16","15","13","13","14","18","17","18","20","23","20","19","14","17","20","20","21","20","22","26","30","20","21","25","21","21","31","22","23","32","31","30","29","29","32","29","13","11","15","13","4","13","9","14","7","9"
"5051","7","4","5","5","2","3","2","6","2","7","8","13","5","8","14","12","8","9","8","11","11","13","9","17","19","17","11","11","12","12","18","18","19","21","21","17","20","18","17","23","23","18","22","22","22","20","24","25","27","24","26","30","31","25","23","21","31","30","31","30","11","4","4","9","9","2","10","11","5","6"
"5052","3","1","4","4","5","4","3","6","3","4","7","6","6","5","13","6","9","11","8","11","9","9","10","8","14","17","14","17","9","12","16","15","12","17","19","18","25","19","15","18","21","15","26","23","26","27","27","21","18","25","28","24","27","27","27","32","31","29","23","27","8","9","8","6","5","6","12","10","6","3"
"5053","5","4","5","6","8","7","8","2","7","9","6","6","9","18","11","12","10","13","8","11","10","16","21","20","13","16","11","14","19","11","16","21","23","21","18","18","22","21","19","16","17","21","25","27","26","30","26","26","20","22","31","26","27","29","30","31","32","29","27","24","2","6","10","9","12","12","10","6","8","10"
"5054","3","2","6","3","5","4","7","7","5","1","17","5","11","11","11","11","9","8","15","11","17","15","12","14","13","15","15","9","17","13","18","15","14","23","17","25","16","16","20","17","22","18","22","25","23","25","22","27","26","24","31","18","31","31","30","27","30","31","30","27","14","8","15","2","5","7","14","4","9","0"
"5055","1","1","5","2","2","4","4","1","4","2","2","14","9","6","10","8","10","9","12","9","6","15","10","10","18","10","12","14","13","15","19","21","18","19","18","15","23","18","16","20","20","23","20","19","22","19","27","27","24","22","29","25","24","32","31","27","28","30","30","25","7","4","13","7","5","6","8","10","9","6"
"5056","2","9","6","3","2","3","4","5","2","3","8","11","11","8","9","8","12","10","9","9","20","12","20","13","16","11","14","12","16","19","20","20","25","18","18","22","23","19","20","26","26","26","29","26","28","27","26","25","21","28","32","28","30","31","32","30","32","31","28","32","15","5","7","1","7","6","11","5","10","8"
"5057","1","5","2","2","3","1","2","1","2","3","5","5","7","10","5","12","13","9","8","12","15","19","20","13","9","16","17","16","14","13","16","20","22","15","26","19","18","20","25","17","27","21","27","26","27","26","26","28","26","20","32","27","31","29","30","33","30","32","32","29","5","7","9","16","14","11","5","12","12","8"
"5058","5","5","3","2","4","6","6","3","4","4","7","8","6","4","13","10","10","9","9","10","12","13","14","17","17","14","10","11","14","12","19","15","20","18","19","19","19","17","16","17","23","23","21","24","25","23","25","20","30","21","29","24","21","28","26","26","29","30","31","28","2","8","3","5","8","6","3","12","12","4"
"5059","7","2","6","7","7","13","2","3","5","5","13","12","10","7","8","14","10","11","7","16","19","13","16","21","14","16","12","17","13","16","20","20","20","21","21","21","13","17","19","22","20","23","26","27","24","29","25","20","24","29","31","26","30","30","27","31","31","30","29","32","15","3","5","6","9","10","5","7","7","13"
"5060","10","5","2","2","9","8","5","3","4","3","14","7","6","12","16","12","11","5","13","11","18","15","16","13","19","15","15","9","14","11","20","16","19","18","23","21","19","21","25","23","21","20","20","19","24","22","27","22","26","26","28","29","23","19","31","30","30","30","30","32","10","9","11","15","8","8","5","8","11","7"
"5061","5","2","5","5","3","6","5","3","7","3","9","8","7","9","8","9","11","8","10","5","10","9","11","10","9","14","12","9","18","13","19","15","14","19","23","22","17","15","22","20","23","27","16","23","26","26","28","22","30","23","25","32","28","25","28","31","30","31","31","28","8","9","8","8","9","7","10","8","5","10"
"5062","4","5","3","4","3","12","2","9","3","10","9","14","10","9","7","14","10","9","9","12","14","16","19","14","11","20","19","19","11","18","15","16","25","15","16","20","19","21","17","19","28","22","27","28","28","20","26","25","26","21","32","26","29","32","31","28","32","31","29","31","8","12","7","8","10","10","5","6","10","13"
"5063","4","9","6","4","6","7","6","3","5","5","10","13","14","10","8","10","12","7","9","11","13","16","15","13","13","13","17","14","12","12","21","17","19","21","19","19","25","20","19","18","24","19","27","24","28","26","26","24","23","24","30","30","30","30","30","29","31","28","27","30","12","8","7","12","12","12","8","11","9","11"
"5064","6","3","1","6","4","4","3","5","5","5","8","11","6","8","9","7","8","13","7","9","11","17","7","11","14","12","13","13","12","12","22","21","22","22","18","20","19","17","16","17","27","25","23","27","28","22","22","25","25","24","30","25","24","30","29","28","27","31","31","31","6","15","10","6","6","6","13","6","6","15"
"5065","6","4","2","6","8","11","10","5","3","5","10","7","10","10","8","14","10","14","11","6","12","13","20","12","8","15","16","16","18","10","20","23","27","20","18","19","18","22","19","19","25","25","28","25","27","30","25","22","24","19","31","25","29","31","31","31","30","33","27","30","12","10","5","12","11","10","8","9","10","11"
"5066","2","5","3","2","2","2","6","5","8","6","10","8","8","10","15","12","7","11","12","11","15","14","14","15","19","14","12","17","12","12","16","14","21","16","20","19","24","25","24","21","21","23","22","21","22","27","24","25","26","27","27","31","28","27","28","29","29","27","26","30","13","13","13","13","7","13","12","12","10","7"
"5067","8","4","7","8","6","7","4","1","3","4","10","7","13","10","7","11","9","6","6","9","12","8","13","12","8","19","16","16","15","14","15","17","19","15","18","23","17","17","18","24","30","28","29","30","23","27","27","26","30","25","33","32","33","33","28","28","30","31","30","30","8","5","7","8","11","7","5","7","6","7"
"5068","4","9","5","4","9","6","4","5","5","3","10","10","7","10","12","16","12","13","13","12","17","12","16","17","13","18","13","14","17","12","20","23","19","20","25","21","24","23","19","21","20","24","23","20","26","28","29","23","21","25","32","29","23","32","32","32","31","31","31","31","16","12","9","16","12","7","9","11","9","10"
"5069","5","7","6","5","5","5","4","2","5","5","5","11","10","5","6","6","4","4","7","11","14","18","22","14","11","14","17","14","12","17","16","20","22","16","21","24","19","22","15","17","19","22","24","19","23","27","27","24","28","23","20","28","26","20","26","28","29","31","31","31","3","5","14","3","5","3","7","11","4","10"
"5070","5","8","5","4","4","3","2","5","2","5","15","9","8","16","12","6","12","13","6","12","15","9","17","18","18","11","13","13","16","19","23","23","18","19","25","23","25","18","16","21","25","24","20","24","25","28","27","29","23","23","29","28","29","28","26","28","28","31","30","31","3","3","12","11","13","5","14","12","7","13"
"5071","10","2","7","8","7","5","8","6","5","5","10","9","12","9","9","10","10","13","10","9","14","13","13","20","13","11","15","16","12","18","16","20","18","21","22","24","19","16","19","20","19","22","21","24","23","29","24","21","22","29","31","24","25","28","23","30","30","29","32","30","15","13","14","10","11","10","10","9","9","14"
"5072","1","6","3","7","4","2","4","2","5","4","7","10","7","7","14","8","5","8","8","11","12","11","12","9","16","11","10","12","14","11","15","15","15","15","19","21","18","20","14","25","21","20","17","21","29","27","26","27","25","28","22","25","31","23","30","32","27","30","31","29","6","3","6","6","4","8","10","8","9","7"
"5073","4","3","4","5","5","6","2","1","3","3","9","15","10","9","7","11","5","6","10","14","11","21","10","13","10","16","16","17","17","14","21","22","18","13","22","21","17","17","19","18","24","23","24","23","22","27","24","27","25","23","28","32","29","29","31","28","28","32","33","29","8","6","10","9","4","7","12","11","11","13"
"5074","4","9","2","2","2","10","1","4","2","8","7","11","6","12","6","10","7","10","11","9","12","11","12","16","10","13","13","18","15","9","20","21","15","20","22","23","18","18","18","12","22","22","19","24","25","27","26","22","24","18","24","27","23","27","30","33","29","23","27","29","13","7","5","9","14","14","8","15","9","11"
"5075","2","6","4","4","4","5","6","2","8","5","4","12","5","7","8","8","12","4","11","9","16","13","10","8","10","8","13","18","13","12","19","15","12","21","16","15","22","21","15","17","21","20","21","23","24","24","22","28","24","27","23","29","31","24","27","29","31","32","27","27","13","4","11","16","11","4","13","5","10","10"
"5076","5","6","2","4","5","1","3","8","6","2","10","17","10","10","10","6","7","9","6","9","11","20","15","11","11","10","16","11","14","18","17","21","16","17","21","23","20","16","17","18","19","27","19","27","22","24","25","23","25","22","29","28","27","29","30","30","27","25","28","24","14","3","8","12","13","9","11","5","7","8"
"5077","5","9","4","4","5","2","4","1","10","6","10","9","9","9","12","14","14","11","12","12","16","18","11","11","14","17","17","13","13","16","17","19","17","14","21","26","20","20","15","23","29","27","27","24","25","26","22","20","25","25","29","27","29","32","26","28","26","28","28","31","13","15","5","8","15","9","9","14","10","10"
"5078","6","5","7","3","2","5","1","3","4","1","6","11","8","5","12","9","6","13","14","9","17","15","9","10","19","16","17","15","17","13","19","18","19","10","22","16","19","26","24","21","24","21","28","23","24","20","20","29","25","25","32","30","29","30","30","30","29","30","30","29","14","3","9","13","5","4","10","13","8","12"
"5079","6","1","1","5","3","6","8","6","10","0","8","5","11","6","7","10","11","8","10","9","14","10","19","13","12","15","13","16","11","19","16","13","21","16","12","22","13","17","23","21","22","21","23","26","27","23","25","22","23","24","25","26","28","29","30","30","29","32","28","30","2","13","11","1","4","6","8","11","5","10"
"5080","6","8","8","6","8","4","7","6","7","5","10","10","9","10","12","10","9","17","13","7","20","10","18","21","18","13","11","17","13","10","22","15","20","22","19","19","17","18","14","19","27","23","23","28","20","25","25","23","26","24","30","25","26","31","27","29","32","29","30","29","14","9","6","14","14","11","15","10","4","13"
"5081","2","4","3","3","3","7","1","2","7","4","6","11","9","7","12","12","10","6","9","16","15","15","17","15","18","15","12","8","18","19","22","16","20","21","19","18","25","22","20","19","27","18","25","22","19","29","27","22","23","27","29","32","31","30","29","30","28","31","29","28","3","13","10","7","11","13","9","11","8","8"
"5082","3","4","4","2","2","5","5","6","3","2","5","9","4","5","6","15","10","11","4","7","12","11","11","13","16","17","15","13","11","12","16","23","23","19","22","18","19","24","16","15","23","24","24","21","28","27","23","28","29","24","25","24","32","25","30","28","30","31","30","26","8","5","16","6","6","6","4","2","3","7"
"5083","4","6","4","2","1","1","8","5","7","4","7","8","11","5","6","11","10","10","8","6","10","10","14","11","17","12","12","19","14","14","14","17","17","16","22","15","12","24","16","19","18","21","22","17","24","21","29","24","19","29","31","24","30","29","27","30","30","26","27","32","7","7","3","14","9","4","5","11","11","11"
"5084","4","3","5","2","4","3","3","3","9","6","5","11","11","10","8","12","13","8","15","11","16","13","18","11","17","13","13","8","18","17","19","13","18","21","18","15","18","23","20","19","22","31","22","22","28","23","29","28","25","27","31","33","24","23","28","29","31","29","29","28","11","11","6","12","5","10","6","6","3","6"
"5085","3","7","3","2","2","3","4","6","6","1","12","9","6","9","9","6","11","10","11","10","17","16","13","13","19","13","15","15","13","12","20","16","18","20","21","22","21","19","17","21","23","25","23","22","27","25","24","21","25","22","25","28","26","25","31","26","28","29","31","26","11","12","5","3","5","6","15","12","6","11"
"5086","7","6","3","2","6","6","4","5","3","3","9","10","5","12","7","7","9","10","10","11","20","11","11","18","18","14","13","15","11","17","21","15","19","18","19","22","24","18","19","24","24","23","25","26","22","27","25","25","27","26","30","25","30","30","30","30","27","30","29","30","12","13","10","3","11","6","9","8","5","3"
"5087","6","3","2","8","6","6","2","4","1","6","12","4","4","10","6","9","10","6","10","9","16","18","15","17","17","13","13","13","13","15","20","20","18","19","17","17","18","16","16","15","23","25","18","25","28","28","28","25","25","28","27","29","19","26","30","29","31","26","31","29","14","12","7","14","11","9","12","5","9","6"
"5088","3","4","4","3","4","4","3","1","5","6","10","8","8","10","10","12","12","12","8","8","11","15","14","11","13","14","13","13","11","12","21","16","15","21","18","15","18","18","18","18","22","23","18","22","24","24","26","26","22","19","31","26","25","31","29","30","27","29","31","30","13","15","16","13","11","10","10","4","5","8"
"5089","4","7","3","4","4","2","4","6","2","10","13","11","10","13","13","7","10","11","9","10","14","15","16","14","15","15","13","16","18","15","17","20","25","17","19","19","15","24","22","17","31","22","29","31","30","23","25","26","23","25","32","28","32","32","32","31","32","28","26","28","12","12","4","12","14","14","16","14","12","10"
"5090","6","5","3","6","8","8","9","2","8","6","8","11","11","8","11","11","12","9","9","13","13","14","13","13","20","16","17","16","19","15","20","19","18","20","22","16","19","21","20","20","21","30","19","21","25","25","25","21","30","24","30","31","29","30","30","26","31","29","30","29","9","10","10","9","3","7","6","13","9","9"
"5091","5","2","2","5","5","5","4","6","6","3","10","5","11","10","8","8","8","6","9","9","12","10","12","12","10","14","10","14","12","13","13","16","17","13","20","19","20","22","17","18","21","21","22","21","23","25","21","27","28","22","24","27","25","24","31","30","29","28","32","29","8","3","9","8","8","9","5","9","6","6"
"5092","5","3","2","5","6","2","9","3","3","9","12","11","12","12","11","9","11","6","11","10","16","12","13","16","17","11","13","15","15","16","17","21","15","17","23","22","18","15","24","25","27","25","20","27","29","23","26","26","28","27","30","30","26","30","31","29","30","33","29","30","10","12","6","10","13","9","9","3","6","10"
"5093","3","2","4","3","7","9","4","9","4","10","7","9","9","7","9","12","10","10","6","14","14","18","14","14","17","13","12","12","16","16","22","18","18","22","21","19","26","19","19","18","22","19","27","22","24","20","28","22","26","21","31","26","30","31","29","26","28","30","27","32","14","5","5","14","7","13","3","10","8","9"
"5094","7","3","8","7","6","4","3","4","6","5","7","4","10","7","9","9","9","11","8","8","19","14","17","19","15","13","14","18","15","13","20","20","18","20","15","15","18","19","18","20","23","24","29","23","24","25","28","26","29","21","27","27","32","27","27","25","29","28","29","29","11","7","3","11","12","5","8","6","9","13"
"5095","2","3","4","2","4","9","2","5","9","10","11","8","14","11","10","10","13","10","12","10","16","20","17","16","12","16","15","15","14","22","18","23","19","18","18","22","20","22","16","22","24","25","24","24","21","22","24","23","26","24","33","28","26","33","30","30","30","28","32","29","4","16","14","4","6","4","14","7","6","10"
"5096","5","4","6","5","2","6","10","3","7","11","5","8","13","5","10","10","11","13","13","15","15","19","16","15","16","17","14","18","13","17","19","21","17","19","26","21","16","21","15","18","25","21","22","25","29","21","21","22","29","21","31","27","30","31","29","23","23","28","29","22","7","14","6","7","8","13","13","4","5","8"
"5097","6","6","4","7","4","3","4","3","5","4","11","6","6","8","9","8","11","7","11","9","16","16","17","11","18","12","11","13","13","15","17","16","18","19","20","21","16","21","25","20","18","27","18","21","24","25","29","28","25","21","26","28","24","24","32","32","31","33","27","22","10","8","9","12","11","7","8","11","12","13"
