"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
"8033","0","5","7","0","7","7","6","4","4","10","4","7","8","4","9","10","13","10","6","11","19","14","13","19","11","13","13","15","16","14","20","16","21","20","14","18","19","23","21","16","23","25","23","23","22","24","23","25","23","20","30","31","32","30","32","31","27","30","32","26","8","13","4","8","4","8","13","7","7","8"
"8034","1","4","3","1","2","2","3","9","4","3","6","9","12","6","8","6","12","11","9","11","14","16","16","14","13","12","16","20","15","12","24","17","17","24","19","21","19","20","15","16","28","19","22","28","23","21","23","24","19","21","33","25","32","33","33","28","29","32","22","29","10","8","11","10","6","9","12","10","9","4"
"8035","2","5","9","2","2","5","2","8","4","2","10","6","11","10","8","11","11","9","8","11","17","12","12","17","9","15","20","15","19","11","17","18","20","17","27","26","21","18","24","21","26","26","30","26","29","27","27","22","28","25","30","32","32","30","30","27","31","28","33","32","9","6","7","9","7","4","10","13","7","8"
"8036","4","6","5","4","3","3","2","6","3","2","8","6","12","8","10","12","10","7","11","8","19","16","14","19","12","12","15","13","19","10","22","20","16","22","19","15","18","15","24","19","22","24","17","22","28","19","19","19","26","20","29","26","21","29","30","32","27","30","28","29","6","7","4","6","9","8","7","11","11","8"
"8037","1","2","1","1","7","11","3","7","6","6","11","10","8","11","9","11","11","12","11","9","14","12","13","14","13","14","19","13","17","14","17","17","22","17","13","20","22","21","17","17","26","26","24","26","28","23","26","29","23","25","31","32","31","31","30","29","28","30","30","29","11","12","10","11","16","6","11","5","8","15"
"8038","4","2","7","4","4","8","3","5","2","6","4","14","9","4","14","8","6","8","6","11","14","16","17","14","15","14","15","17","13","15","20","22","19","20","17","15","22","17","15","16","23","26","25","23","27","24","27","25","20","28","31","30","31","31","29","27","30","28","32","28","8","9","6","8","6","5","12","9","13","7"
"8039","6","6","5","6","7","5","8","6","5","7","10","7","9","10","11","11","8","12","11","8","15","10","11","15","17","20","12","14","13","20","21","14","16","21","20","21","21","24","16","22","27","24","25","27","26","24","26","26","26","30","30","28","29","30","32","29","30","32","30","31","13","13","11","13","11","11","13","8","9","8"
"8040","6","9","4","6","6","3","6","5","11","6","8","9","11","8","10","11","8","7","17","7","17","13","17","17","12","12","10","12","17","16","23","15","19","23","20","13","11","18","17","20","27","27","21","27","26","15","24","26","18","27","27","29","30","27","29","26","24","29","29","29","8","11","11","8","8","5","4","5","7","8"
"8041","3","3","6","3","7","4","4","5","4","5","3","11","14","3","10","5","8","11","5","11","13","19","16","13","16","13","12","15","13","16","18","21","21","18","23","19","13","19","21","19","24","24","24","24","23","25","29","26","26","27","30","29","25","30","30","28","29","29","29","32","5","13","7","5","8","9","7","7","4","8"
"8042","3","3","4","4","4","4","6","2","5","3","7","4","7","8","7","9","9","8","10","9","17","6","14","13","9","17","21","12","11","11","25","11","21","22","18","23","24","24","17","17","27","25","23","28","26","28","26","27","21","24","28","26","28","29","26","30","28","29","26","31","7","16","8","7","8","7","4","9","10","9"
"8043","3","9","2","7","5","3","0","4","7","9","8","11","7","8","6","10","7","8","10","13","16","12","8","13","10","13","15","15","14","18","19","18","21","22","21","21","17","16","20","21","21","24","24","23","27","26","20","24","26","21","30","25","29","31","29","31","29","31","27","30","9","6","12","8","4","5","11","8","12","12"
"8044","2","3","9","2","3","3","4","5","9","3","13","6","14","7","5","8","5","10","10","10","14","11","17","13","18","8","12","13","20","13","15","17","22","20","19","20","15","22","20","22","15","23","25","20","21","21","26","24","26","22","28","23","26","28","26","29","28","26","29","26","6","12","9","5","5","9","7","13","7","11"
"8045","8","2","4","3","7","5","4","3","3","1","12","7","7","11","7","9","8","8","12","13","16","14","15","15","17","12","11","18","14","16","17","17","19","19","22","21","21","18","16","21","19","18","22","22","23","26","28","25","22","21","29","27","32","32","31","30","29","29","30","31","8","6","4","9","4","1","11","12","12","12"
"8046","5","3","2","3","8","1","6","8","3","8","8","17","7","5","10","10","12","9","13","9","17","20","13","17","12","13","18","9","16","14","20","20","16","25","13","23","18","17","19","17","24","20","25","26","25","24","26","24","23","24","24","29","28","32","29","30","31","30","29","26","9","5","10","11","14","6","10","12","9","8"
"8047","7","3","3","3","5","3","4","2","6","7","8","10","8","8","6","10","4","11","17","10","16","10","13","16","13","12","15","19","18","15","23","17","20","21","18","19","19","21","21","23","25","23","24","21","24","22","19","28","25","25","27","27","29","29","26","31","28","31","30","28","6","12","12","6","12","1","10","12","5","5"
"8048","7","2","3","6","6","2","1","5","3","1","10","7","10","9","9","9","11","9","8","7","16","13","18","13","17","13","13","14","15","13","19","18","22","22","20","14","20","19","21","23","27","26","27","26","23","21","23","20","26","23","31","29","30","29","30","30","32","29","29","25","4","14","3","3","5","10","5","11","7","9"
"8049","6","3","4","3","3","3","6","5","7","5","14","10","10","7","10","9","11","6","7","7","19","13","12","15","13","11","12","10","16","11","20","21","19","16","14","15","19","18","18","18","25","23","21","28","19","23","22","20","30","28","26","28","21","30","29","26","32","32","31","30","9","8","4","9","3","7","7","6","9","10"
"8050","3","5","2","1","3","4","5","8","5","6","6","9","5","11","10","6","11","9","10","10","17","13","12","14","11","10","12","13","13","14","19","20","18","17","16","12","13","17","14","18","23","25","26","23","19","17","13","23","27","22","29","27","30","28","29","30","29","30","31","31","13","4","5","9","7","9","9","10","5","5"
"8051","4","5","2","4","3","9","5","3","2","4","14","6","8","11","10","11","11","12","10","9","14","17","21","14","14","20","17","13","12","18","23","25","21","16","18","21","19","17","12","21","24","29","25","22","23","27","21","24","26","25","30","32","30","31","30","31","29","30","26","30","12","14","5","13","11","12","6","3","8","10"
"8052","5","2","3","2","3","4","2","4","6","2","11","5","11","8","10","7","7","10","10","8","11","17","11","13","13","11","15","11","14","13","22","19","20","23","20","22","16","15","28","18","22","24","21","23","28","25","22","26","28","24","26","31","28","26","29","28","30","30","31","32","9","9","5","10","6","7","9","7","12","5"
"8053","4","2","6","5","3","3","1","1","7","4","9","12","12","7","7","6","6","11","8","5","13","16","13","16","16","16","11","15","14","16","19","25","20","24","22","18","23","22","19","17","23","27","24","24","24","26","26","23","22","24","28","30","29","30","29","32","33","25","30","26","7","6","10","3","2","7","7","8","15","10"
"8054","2","2","6","2","3","4","5","1","3","4","7","8","6","9","8","7","7","10","10","5","16","16","13","16","15","17","15","10","12","15","24","18","16","17","21","18","17","18","20","17","27","23","22","26","27","27","26","23","21","27","30","23","30","28","30","31","31","27","30","30","10","6","9","7","13","9","8","1","7","8"
"8055","4","5","6","4","6","2","4","4","5","4","13","11","9","8","15","14","4","8","13","10","13","18","12","12","19","15","19","10","13","12","24","18","17","22","20","16","21","21","17","18","27","23","24","26","26","22","27","23","23","25","28","29","29","27","32","30","29","25","26","32","5","6","10","8","10","11","8","9","12","9"
"8056","5","7","8","2","3","3","4","4","6","4","10","12","13","9","11","7","8","12","6","11","13","12","20","14","11","15","14","13","15","12","17","19","22","23","22","21","19","18","21","15","24","24","27","24","26","29","25","26","21","21","28","28","29","31","30","31","27","28","27","25","5","9","4","5","7","9","12","9","4","6"
"8057","1","5","4","5","1","5","2","2","3","4","9","5","5","9","10","7","7","8","4","8","10","5","12","9","14","12","15","17","15","16","22","24","13","14","23","21","26","20","18","24","25","25","24","20","23","27","27","27","22","26","26","27","28","30","25","31","27","31","31","32","9","5","5","11","13","11","8","11","6","11"
"8058","3","3","4","3","7","5","7","4","7","3","8","14","9","6","12","12","10","5","10","6","17","17","9","15","13","16","12","14","13","13","20","22","22","22","25","18","18","20","24","18","25","23","24","22","26","25","22","22","29","25","27","30","29","26","30","31","32","29","30","26","11","4","7","11","12","11","13","5","12","9"
"8059","5","7","5","5","6","9","5","3","5","8","10","8","6","12","9","12","7","5","7","8","13","15","11","18","16","13","9","12","15","12","17","23","15","20","24","19","22","17","15","18","22","23","24","23","26","22","24","24","20","26","27","30","31","25","31","31","29","30","33","28","5","10","6","6","4","11","7","12","9","7"
"8060","3","6","5","3","5","4","7","6","2","5","6","7","7","6","13","13","8","10","8","8","10","15","16","10","15","16","18","13","12","11","16","19","17","16","20","19","22","15","13","18","22","25","19","22","22","26","23","26","18","24","28","32","25","28","29","32","31","29","27","29","3","13","3","3","5","9","6","5","9","7"
"8061","5","4","3","5","2","4","7","8","5","5","9","10","9","9","13","7","8","12","9","6","12","12","11","12","14","10","14","16","12","13","14","15","18","14","20","20","21","18","20","18","19","22","27","19","25","26","22","28","24","24","29","30","32","29","30","31","31","31","27","32","8","9","9","8","10","10","16","11","8","8"
"8062","1","5","6","1","3","3","1","8","1","6","11","10","8","11","7","9","11","10","7","9","16","12","10","16","14","20","17","17","14","17","17","14","16","17","19","20","21","17","25","18","24","26","22","24","29","21","23","24","25","18","25","27","28","25","30","28","31","26","27","32","7","5","9","7","9","5","8","6","11","8"
"8063","5","17","5","5","0","1","6","5","1","6","8","17","14","8","3","10","11","9","10","9","14","17","17","14","9","13","14","15","11","12","16","19","20","16","18","19","20","19","16","20","18","24","26","18","18","23","25","23","26","23","22","29","32","22","23","30","31","29","27","26","8","3","11","8","5","8","3","6","7","6"
"8064","8","2","1","8","5","5","3","2","2","3","11","7","11","11","9","9","11","13","14","12","15","14","14","15","9","12","17","17","15","16","18","16","18","18","16","18","18","21","20","23","27","21","25","27","22","23","20","26","23","29","29","30","27","29","22","27","29","27","29","30","6","6","12","6","7","4","7","8","14","7"
"8065","5","6","3","5","2","4","5","1","9","4","9","8","14","9","4","9","8","7","12","12","11","15","17","11","11","16","9","12","19","15","21","22","22","21","19","17","14","20","23","18","23","26","23","23","24","19","19","21","25","25","29","29","28","29","26","29","32","30","27","31","11","9","10","11","8","8","8","12","9","5"
"8066","3","1","8","3","2","3","5","6","5","5","8","13","9","8","4","12","11","9","10","10","9","14","11","9","11","16","15","17","11","15","19","15","13","19","13","17","17","21","22","16","25","25","15","25","15","26","28","27","24","25","30","29","29","30","15","29","32","30","31","28","8","7","7","8","7","11","3","8","13","4"
"8067","4","-2","4","4","2","3","4","5","4","3","10","7","8","10","8","17","10","10","14","5","10","9","12","10","15","18","16","15","18","17","13","10","21","13","15","19","17","22","21","19","16","14","22","16","15","21","22","24","26","24","27","25","26","27","22","23","24","25","27","31","8","6","3","8","10","1","8","9","8","7"
"8068","4","3","5","4","6","6","6","10","7","6","14","9","7","14","10","8","15","10","10","14","17","17","18","17","15","15","16","14","20","14","18","23","21","18","16","16","20","14","21","20","25","25","24","25","25","24","25","24","27","25","26","27","31","26","32","30","30","26","27","31","11","9","7","11","9","9","9","9","12","6"
"8069","4","7","6","5","7","5","4","4","4","3","6","16","9","8","12","11","11","7","9","11","14","17","12","8","16","17","15","11","16","17","17","19","19","16","22","22","24","20","17","19","19","24","27","22","25","25","26","28","25","28","29","29","31","31","28","31","32","32","29","30","12","6","5","7","4","11","9","11","14","9"
"8070","4","11","4","4","2","2","5","8","8","8","6","11","12","8","10","14","10","10","9","9","9","14","14","11","15","15","17","14","13","14","16","16","16","17","16","17","17","17","18","14","27","20","29","23","23","25","18","26","26","23","29","30","30","28","33","29","30","27","32","30","8","6","4","6","4","4","8","13","10","9"
"8071","4","4","3","2","3","3","2","4","2","6","8","8","12","9","11","4","14","10","8","7","14","17","15","19","12","17","14","18","11","12","20","17","21","20","15","18","16","21","11","18","24","19","23","20","23","23","27","22","22","23","25","28","23","22","30","31","30","29","25","24","8","5","5","9","10","8","12","4","10","9"
"8072","4","8","6","2","3","4","2","4","4","4","10","11","11","8","11","13","10","9","9","9","13","15","12","14","19","15","13","14","15","12","20","16","17","18","22","17","17","19","18","18","23","22","22","18","23","25","20","23","25","26","30","26","28","26","30","26","28","27","26","31","7","13","3","6","7","9","8","12","11","14"
"8073","3","2","4","2","3","3","3","5","3","2","6","9","6","7","10","7","9","9","10","14","16","10","17","16","19","17","18","14","11","15","19","23","20","17","21","22","24","20","20","18","26","26","23","18","27","26","27","25","28","27","32","29","33","32","30","27","28","28","30","28","4","9","7","5","12","9","9","10","13","10"
"8074","2","7","2","2","5","1","2","5","6","3","5","9","5","5","8","6","13","13","7","10","10","11","8","16","14","14","15","15","18","12","22","20","21","17","18","17","18","23","20","19","27","25","24","26","26","25","24","23","23","27","31","31","30","29","31","29","30","24","27","31","12","11","9","12","8","9","11","9","7","9"
"8075","6","5","3","5","6","4","3","4","2","2","8","11","11","12","11","10","12","12","11","8","14","14","14","13","15","12","12","16","15","12","20","15","18","17","22","13","14","20","17","19","26","19","27","23","27","27","25","24","18","23","27","31","28","32","34","32","30","28","31","25","8","7","13","8","12","7","9","7","2","9"
"8076","5","4","4","3","7","1","2","4","8","2","10","10","8","11","9","11","7","7","14","15","14","13","14","13","13","12","18","10","15","19","15","22","19","15","18","23","22","19","20","19","25","28","20","28","23","26","22","27","27","24","29","29","29","30","31","29","31","31","29","30","10","11","7","4","4","11","8","4","4","9"
"8077","2","6","6","5","3","4","6","6","8","3","14","11","11","13","9","10","9","8","8","12","14","19","15","16","10","14","11","8","13","12","21","24","22","21","22","19","16","21","16","19","25","26","25","25","25","23","24","23","25","20","25","31","26","27","29","26","29","33","29","26","6","10","10","11","6","9","8","9","8","9"
"8078","0","11","3","3","2","3","4","3","5","10","10","11","8","11","9","6","13","11","6","10","14","14","9","13","16","15","15","14","15","19","18","22","13","22","16","21","15","23","16","23","20","23","18","27","23","23","21","24","17","24","31","31","33","30","31","29","26","25","29","27","12","14","8","15","9","7","12","13","6","12"
"8079","5","6","4","3","2","4","2","9","8","3","12","8","8","10","4","9","12","10","11","12","13","10","11","10","12","16","12","11","12","13","23","21","18","17","22","20","18","21","18","22","27","27","22","26","23","26","26","22","27","26","29","29","33","30","31","30","31","30","28","28","11","10","7","4","9","7","8","11","14","13"
"8080","2","9","2","5","4","5","3","1","4","4","5","9","13","7","10","7","6","8","9","13","14","15","18","12","12","11","14","13","13","13","20","24","18","22","22","20","17","19","22","14","24","26","23","27","26","27","27","22","28","21","31","29","30","32","29","31","27","27","30","28","8","5","3","11","7","6","6","7","6","7"
"8081","5","10","11","9","8","5","4","6","4","7","12","10","12","10","11","6","8","7","8","10","18","15","14","12","11","12","15","10","19","15","22","15","15","15","20","20","17","19","19","20","23","24","19","28","27","21","28","24","20","28","26","28","31","28","28","25","29","31","30","29","4","4","9","3","14","8","10","7","12","4"
"8082","3","2","2","3","8","5","6","8","1","2","10","8","11","6","10","12","8","9","2","10","10","10","13","11","18","14","16","19","16","11","20","13","14","12","19","22","21","20","23","16","25","16","25","23","28","26","22","25","26","24","30","25","30","24","32","31","29","33","31","33","8","9","12","11","10","6","12","13","9","8"
"8083","4","7","3","2","8","4","2","5","6","4","7","7","8","8","14","10","6","8","6","9","14","17","9","14","19","14","15","12","13","10","19","24","22","21","23","16","19","20","23","24","22","27","23","27","24","23","26","27","23","26","31","30","27","31","30","28","27","27","24","28","5","14","6","3","9","6","8","5","7","9"
"8084","7","6","7","4","2","4","4","4","3","4","7","10","7","16","8","8","10","10","5","6","14","12","16","18","12","15","11","12","9","15","15","17","18","18","23","21","21","16","21","21","28","25","20","25","23","26","27","26","24","22","30","32","27","30","26","30","31","30","32","28","10","7","8","9","7","6","12","9","3","4"
"8085","2","1","2","4","2","3","4","4","2","6","11","5","11","9","8","7","8","12","12","8","13","13","12","14","10","16","17","13","12","11","19","19","23","23","24","16","19","17","17","25","26","26","25","29","28","26","28","23","23","28","28","26","30","30","28","31","31","30","29","32","2","13","9","7","7","7","4","5","7","4"
"8086","3","4","3","4","3","5","5","5","9","5","7","9","12","8","5","5","11","11","9","8","8","11","14","13","11","13","17","15","13","14","23","16","17","22","17","23","21","23","16","21","25","26","23","22","26","24","21","24","20","23","28","31","24","28","28","26","31","31","32","24","10","4","4","11","6","5","9","8","6","8"
"8087","9","6","6","9","3","4","8","4","6","1","10","9","7","10","8","10","9","9","12","10","10","19","16","10","16","14","12","16","14","14","16","19","17","16","19","21","22","18","19","17","26","26","22","26","19","23","26","22","19","18","27","26","28","27","30","26","32","28","30","27","12","3","7","12","12","5","11","13","4","16"
"8088","6","1","4","6","4","2","4","3","7","4","6","9","11","6","12","8","9","10","11","6","13","13","18","13","15","19","10","16","13","14","19","15","20","19","17","21","19","25","18","17","21","20","23","21","22","23","27","26","20","25","31","21","31","31","29","26","30","28","30","29","9","12","9","9","8","7","8","9","12","6"
"8089","3","5","4","3","3","6","5","4","7","3","12","10","10","12","7","7","9","6","8","8","14","15","10","14","13","8","10","12","9","13","14","22","20","14","15","16","16","18","21","16","24","26","24","24","24","25","24","26","29","23","26","26","28","26","29","28","25","28","29","27","3","5","5","3","4","3","9","10","8","1"
"8090","2","2","5","2","1","4","4","1","7","4","10","8","7","10","10","8","11","6","12","5","13","16","10","13","13","16","13","7","17","12","17","19","17","17","15","18","18","16","19","14","22","29","24","22","19","21","22","23","21","24","28","32","31","28","27","32","29","24","31","26","5","6","3","5","5","7","12","8","8","2"
"8091","1","7","3","1","5","2","3","4","4","5","10","9","11","10","8","11","12","12","13","6","12","11","17","12","16","13","18","12","18","17","18","13","23","18","18","14","19","21","20","17","26","26","23","26","20","18","24","26","23","25","27","31","32","27","31","31","28","29","23","26","6","14","10","6","10","10","10","5","7","13"
"8092","3","2","8","3","3","4","6","3","7","6","7","12","14","7","3","11","8","12","8","9","14","17","15","14","12","15","15","12","20","14","23","18","16","23","19","20","18","20","23","18","25","29","27","25","20","25","20","25","26","28","25","31","29","25","30","27","31","26","31","29","6","15","7","6","6","7","7","8","0","9"
"8093","7","1","2","7","4","7","5","4","4","9","9","11","6","9","6","12","10","12","8","11","11","15","12","11","16","20","13","13","18","13","19","16","14","19","21","22","20","14","23","23","21","19","18","21","26","22","22","18","24","24","24","33","19","24","32","31","25","29","29","25","7","12","9","7","14","9","10","10","8","7"
"8094","5","7","4","5","8","5","3","8","7","3","7","7","10","7","13","7","16","8","11","7","8","17","13","8","14","15","17","14","19","12","14","18","20","14","16","18","23","14","20","20","26","26","26","26","20","23","24","27","21","26","26","28","28","26","29","24","29","33","32","27","7","9","6","7","7","6","10","9","5","10"
"8095","2","5","8","2","7","4","4","4","4","6","8","6","10","8","9","5","9","11","5","10","11","13","10","11","13","17","12","12","14","11","19","21","12","19","21","18","20","23","23","23","21","29","27","21","25","26","23","25","24","24","32","32","31","32","31","32","30","30","30","30","6","4","5","6","7","10","11","10","12","10"
"8096","9","2","9","8","1","5","5","5","2","3","10","6","11","10","8","8","9","9","7","8","12","14","18","10","14","8","17","15","9","15","22","16","19","13","21","17","19","17","17","16","27","24","27","20","24","21","19","21","21","29","30","29","28","27","28","23","30","29","32","31","11","12","12","7","6","11","6","10","2","6"
"8097","5","2","3","2","7","2","4","6","3","4","9","7","7","7","10","8","10","11","6","7","14","17","13","13","12","18","14","18","17","14","14","20","19","21","19","20","18","20","23","18","26","20","28","22","25","23","24","26","27","26","32","22","29","26","28","29","30","28","27","31","12","12","9","12","9","9","8","10","12","10"
"8098","3","2","4","6","3","4","7","6","4","6","8","6","8","10","6","5","7","8","9","8","13","16","11","12","8","17","17","14","12","9","20","19","20","22","21","21","19","18","24","22","26","20","20","24","24","21","27","29","28","23","26","27","24","31","29","28","31","31","32","31","7","1","9","5","7","12","7","6","10","3"
"8099","5","4","5","4","6","3","4","4","1","2","11","9","11","9","7","6","8","6","9","7","14","14","16","10","14","12","10","13","12","15","15","15","18","13","18","21","18","17","17","18","16","28","18","24","20","27","19","25","22","21","22","30","28","29","20","29","31","28","24","31","4","2","14","1","2","5","6","9","8","10"
"8100","2","4","3","5","4","8","2","4","7","8","7","13","9","11","11","14","12","15","10","9","10","16","14","11","13","15","16","18","20","15","17","17","17","13","17","20","19","19","21","15","27","19","26","25","21","22","27","27","25","24","31","22","27","32","30","32","29","30","26","28","7","11","9","13","8","9","13","8","5","9"
"8101","5","5","2","6","4","9","5","7","4","3","7","11","8","9","10","10","10","10","9","13","14","12","18","13","12","15","15","17","11","15","23","17","19","17","20","16","16","18","12","24","27","20","21","26","24","22","21","28","26","24","28","28","29","28","29","28","30","29","32","32","8","9","14","4","6","9","10","11","7","10"
"8102","7","9","3","8","8","11","5","1","3","5","15","11","12","8","13","14","14","7","13","10","19","16","16","17","15","17","16","16","14","15","19","18","19","23","19","19","16","19","20","18","20","20","22","27","30","19","16","21","27","19","31","30","29","32","33","33","32","28","29","28","12","4","6","13","7","7","5","8","9","9"
"8103","7","1","3","3","3","2","2","7","5","1","9","7","6","6","6","7","5","9","14","7","12","12","15","12","8","11","15","12","15","14","20","13","19","12","18","20","20","16","20","17","21","20","23","25","28","26","26","27","23","27","30","23","31","29","28","26","30","29","27","28","11","9","6","4","7","13","6","11","10","11"
"8104","4","1","6","5","5","2","9","4","6","5","7","11","10","7","9","15","9","4","11","7","14","17","11","13","16","16","15","8","11","18","16","26","16","19","21","19","17","12","18","19","25","27","25","22","25","24","26","24","21","27","27","31","28","28","31","29","32","31","29","28","12","3","4","4","9","8","11","3","5","6"
"8105","1","3","7","1","3","3","1","4","3","8","14","11","10","4","8","4","5","15","9","11","17","13","16","16","13","18","15","15","15","16","21","22","18","18","24","22","19","18","16","19","22","22","20","25","27","23","24","20","21","22","29","25","21","29","27","27","29","23","30","25","5","2","9","9","10","2","7","7","8","6"
"8106","1","2","4","3","5","7","3","4","5","2","4","11","5","6","9","10","4","6","13","10","15","14","15","14","13","17","10","18","14","13","16","21","21","18","20","19","21","23","18","19","21","23","26","23","21","21","25","25","25","20","26","30","33","25","26","26","30","32","27","29","10","11","8","8","6","9","11","7","9","10"
"8107","5","6","7","4","1","6","6","7","4","4","6","8","8","5","7","10","7","9","10","10","11","15","11","17","16","15","15","13","10","14","17","20","15","20","18","18","16","22","17","15","25","23","29","25","27","21","24","27","28","24","28","32","29","30","30","30","27","31","30","28","3","11","11","10","2","10","8","12","10","12"
"8108","3","5","3","5","6","2","7","5","5","5","8","9","11","12","11","7","11","12","6","10","16","15","14","13","12","17","16","13","15","12","19","18","16","20","20","23","16","18","17","21","25","29","25","21","23","25","29","23","27","29","30","29","28","22","28","27","29","29","29","32","10","4","10","9","7","9","8","11","11","10"
"8109","3","2","1","11","3","5","3","3","5","4","9","6","9","11","9","6","9","8","14","11","9","14","15","13","15","16","17","14","15","15","17","19","18","14","22","20","22","19","16","18","25","21","26","27","23","21","24","27","17","27","32","32","30","31","30","30","28","31","32","29","7","9","8","9","9","10","13","11","5","8"
"8110","2","5","5","3","6","0","3","4","9","6","4","10","9","5","12","4","6","11","11","12","16","19","19","12","17","11","15","12","11","14","19","23","26","15","18","20","19","18","20","19","21","24","28","19","22","24","24","19","26","22","30","27","30","29","31","26","30","27","28","31","1","12","7","9","9","11","8","9","5","6"
"8111","6","1","4","5","8","4","3","5","9","4","13","10","5","6","8","12","8","10","11","5","13","13","18","11","14","18","12","14","13","17","14","15","18","19","15","23","19","16","16","21","22","25","22","24","23","25","19","21","25","27","28","31","29","28","27","27","23","29","27","29","3","10","7","11","8","9","15","4","4","7"
"8112","8","2","4","1","11","2","7","5","4","9","10","12","14","10","12","10","8","6","14","11","10","13","16","11","16","16","13","14","14","11","17","13","17","11","19","18","18","19","22","18","25","28","21","24","26","18","25","30","25","23","29","31","30","29","28","27","26","32","30","30","8","9","5","11","6","4","5","10","8","4"
"8113","1","6","3","5","5","3","4","4","1","6","5","14","7","9","7","8","8","6","6","12","18","17","15","13","9","13","14","12","20","15","23","22","15","22","21","21","18","24","20","23","24","24","19","25","23","24","20","27","26","23","31","29","31","31","31","28","31","28","32","32","5","12","11","12","9","7","3","3","7","12"
"8114","1","2","7","1","3","6","6","6","5","5","7","7","8","7","8","11","6","7","12","11","13","14","13","13","12","16","16","15","12","16","19","24","15","19","21","18","17","26","26","17","20","27","19","20","26","24","25","26","27","27","27","28","27","27","26","25","29","27","32","27","1","3","7","1","7","7","15","6","10","7"
"8115","2","1","2","2","2","3","3","7","5","5","3","6","6","3","12","8","9","11","8","8","12","8","13","12","17","14","13","14","19","16","12","11","19","12","17","21","22","16","19","25","29","23","21","29","21","23","26","29","27","28","29","33","23","29","32","29","31","32","31","31","6","15","10","6","6","10","12","6","8","6"
"8116","3","4","1","3","1","2","4","5","4","6","9","10","6","9","7","4","11","7","10","7","15","18","18","15","9","9","14","15","19","18","21","21","26","21","18","21","22","22","20","19","28","27","27","28","25","23","25","23","24","24","32","28","28","32","28","29","30","31","26","32","8","4","8","8","14","5","11","11","10","13"
"8117","3","7","5","3","5","3","4","2","9","5","5","9","6","5","10","9","9","7","9","6","17","15","16","17","12","16","12","15","18","10","18","17","18","18","16","21","13","22","23","17","21","19","26","21","18","25","19","25","29","25","27","30","27","27","31","28","26","32","30","27","7","2","10","7","11","7","10","9","7","6"
"8118","4","1","3","4","4","6","4","4","3","2","9","8","6","9","6","10","11","14","11","9","9","16","12","9","15","11","11","21","16","14","21","22","20","21","19","23","19","23","19","19","25","26","23","25","23","24","23","25","20","22","30","32","30","30","32","31","27","26","30","29","13","12","11","13","9","13","4","5","9","11"
"8119","3","5","4","3","3","2","4","5","6","2","9","11","10","9","9","7","9","13","10","7","16","15","17","16","12","14","15","17","15","14","21","17","18","21","21","20","19","21","19","18","26","24","24","26","26","23","23","25","24","25","27","31","30","27","32","25","26","27","25","27","11","3","13","11","9","8","9","12","7","13"
"8120","8","1","1","8","3","1","3","3","3","3","13","8","9","13","6","10","7","4","14","10","18","13","14","18","14","16","12","15","15","14","19","20","15","19","16","19","22","17","17","17","28","22","27","28","26","19","26","21","24","26","29","30","28","29","30","31","29","28","26","29","8","5","7","8","11","6","5","9","11","3"
"8121","9","8","3","9","2","3","3","4","8","2","10","11","17","10","14","12","5","6","12","4","10","12","18","10","14","18","15","12","14","12","20","15","23","20","23","22","19","22","21","18","27","22","23","27","23","23","20","30","29","21","29","24","28","29","32","26","25","33","30","28","6","6","10","6","6","3","7","4","9","10"
"8122","3","2","6","3","2","5","5","4","6","4","13","9","6","13","10","12","12","10","9","12","15","19","14","15","16","13","14","15","14","15","18","20","15","18","16","21","21","17","20","22","25","24","24","25","24","26","26","19","23","25","28","28","30","28","29","30","28","27","23","27","8","6","13","8","7","10","7","11","9","7"
"8123","6","6","4","4","2","3","6","5","3","2","6","10","4","6","11","9","9","6","10","10","14","14","18","13","11","15","13","8","11","11","20","18","19","22","21","17","18","13","18","20","21","22","22","26","27","24","25","24","24","23","32","24","29","28","28","31","26","29","24","31","6","3","9","4","13","7","9","4","11","9"
"8124","3","7","5","2","4","4","4","4","4","6","8","9","8","11","9","6","11","8","8","9","12","15","10","15","9","15","16","13","8","13","18","16","23","19","13","17","18","23","16","22","25","17","26","22","21","24","25","29","17","22","27","27","28","25","29","27","29","29","28","26","9","13","10","6","6","5","2","10","8","11"
"8125","6","5","5","6","2","5","9","3","3","3","10","6","9","6","6","10","10","11","14","5","10","15","12","18","10","16","19","16","15","8","18","16","18","19","21","18","23","18","21","15","23","17","24","27","25","19","24","22","23","27","31","26","27","31","26","30","27","27","29","28","11","6","5","7","11","11","11","11","12","4"
"8126","5","5","5","5","6","3","5","4","7","3","8","7","10","10","7","10","6","10","11","12","14","11","15","15","16","14","9","12","15","13","18","17","18","15","20","16","23","15","19","19","24","27","26","24","29","21","29","23","24","21","30","27","32","28","33","26","31","28","28","29","5","3","6","6","8","7","3","11","6","8"
"8127","2","4","1","2","3","7","7","6","6","4","10","9","5","14","12","7","11","10","9","13","15","12","13","16","13","13","11","10","16","13","17","15","17","18","16","16","17","14","22","16","26","24","26","23","20","23","21","25","22","20","28","32","30","29","28","30","31","30","28","29","7","7","8","6","10","10","12","10","9","13"
