"n","a1","a2","a3","a4","a5","a6","b1"
15015,4,10,14,19,27,31,10
15016,5,6,15,16,25,29,9
15017,1,6,10,13,18,29,7
15018,4,7,17,19,29,31,6
15019,1,6,9,18,24,27,7
15020,5,8,16,20,23,26,11
15021,2,11,14,18,24,30,7
15022,4,8,12,22,23,30,8
15023,4,9,17,17,21,32,14
15024,6,10,11,16,22,22,18
15025,5,14,16,28,28,31,5
15026,4,7,9,13,14,29,9
15027,7,10,16,25,30,32,9
15028,7,14,17,22,23,29,11
15029,3,7,11,15,21,29,3
15030,7,9,13,16,17,27,13
15031,5,10,17,17,23,27,14
15032,4,5,9,15,21,28,8
15033,5,10,12,18,25,28,11
15034,3,9,17,23,27,29,10
15035,7,14,15,19,23,29,3
15036,7,7,10,17,25,26,13
15037,5,9,16,18,29,32,8
15038,7,9,14,20,21,29,12
15039,2,10,15,18,19,21,7
15040,8,9,15,17,22,29,12
15041,9,17,23,27,31,32,9
15042,1,4,15,19,27,30,11
15043,5,11,15,22,23,31,11
15044,7,11,18,30,31,33,11
15045,7,14,14,19,24,29,9
15046,8,11,19,22,27,31,12
15047,6,8,13,15,24,25,2
15048,8,14,17,18,29,31,15
15049,3,4,6,12,14,23,10
15050,8,15,16,20,22,28,7
15051,5,15,20,22,31,34,3
15052,3,15,18,24,24,29,11
15053,3,11,12,22,26,33,3
15054,6,12,14,19,26,29,15
15055,1,5,11,16,21,30,6
15056,4,10,12,19,23,32,9
15057,5,5,9,15,16,26,6
15058,8,18,24,26,31,33,10
15059,3,9,18,20,25,30,10
15060,11,12,12,17,23,24,12
15061,4,12,14,25,27,32,4
15062,2,8,16,20,29,31,7
15063,6,8,14,16,25,29,8
15064,5,8,13,20,21,27,11
15065,8,15,21,23,24,25,13
15066,14,15,18,24,30,33,12
15067,4,8,15,20,22,28,9
15068,3,9,11,14,22,29,6
15069,4,12,21,22,23,28,9
15070,2,9,19,24,26,32,10
15071,4,6,10,16,19,28,9
15072,5,10,17,24,27,29,10
15073,2,7,17,23,25,31,6
15074,3,11,14,23,25,30,9
15075,5,10,14,16,24,28,12
15076,9,10,14,17,25,33,9
15077,6,8,18,21,24,29,9
15078,4,17,24,30,31,32,7
15079,6,9,18,19,25,33,5
15080,2,3,7,15,20,24,8
15081,7,13,16,23,24,26,8
15082,3,12,12,18,24,27,10
15083,4,8,17,23,25,31,2
15084,2,14,17,22,26,32,5
15085,3,5,12,21,26,30,11
15086,7,10,16,16,22,27,8
15087,6,10,19,21,26,32,7
15088,4,6,15,18,23,28,8
15089,6,11,20,20,23,28,7
15090,4,11,14,21,22,29,7
15091,5,11,15,23,25,31,6
15092,8,8,12,12,19,29,9
15093,5,11,19,20,26,29,7
15094,2,3,7,13,24,29,7
15095,9,10,18,23,30,30,10
15096,4,7,13,21,23,31,7
15097,8,10,11,18,22,27,10
15098,6,8,19,21,26,31,12
15099,6,7,9,13,22,26,5
15100,8,14,20,23,25,28,13
15101,4,7,17,19,26,28,6
15102,5,8,13,21,26,31,13
15103,5,8,9,16,18,28,15
15104,4,7,8,19,22,25,11
15105,2,10,14,20,23,28,9
15106,3,9,13,21,24,28,5
15107,3,12,14,22,23,26,8
15108,7,10,15,16,26,30,8
15109,7,15,17,24,29,29,11
15110,6,13,18,21,29,32,9
15111,5,16,16,17,24,28,11
15112,2,6,11,11,19,25,2
15113,5,11,12,18,24,28,8
15114,4,13,16,22,25,27,10
15115,2,5,13,18,21,22,8
15116,8,11,14,26,26,30,9
15117,3,4,9,19,21,31,8
15118,5,11,15,20,22,25,8
15119,2,6,10,15,19,28,8
15120,5,14,15,22,25,26,9
15121,4,15,17,23,30,32,10
15122,2,7,11,19,23,31,8
15123,6,8,13,18,26,31,12
15124,9,9,15,20,21,26,10
15125,7,8,9,14,28,31,9
15126,11,12,16,22,30,32,11
15127,11,12,16,17,17,28,10
15128,4,9,17,18,21,32,13
15129,2,12,14,20,25,30,7
15130,3,9,13,21,26,30,10
15131,3,9,14,20,23,23,9
15132,3,4,10,13,20,26,10
15133,2,4,11,17,19,25,2
15134,4,8,11,14,26,29,10
15135,4,11,16,19,22,31,10
15136,4,11,13,16,20,30,9
15137,10,15,27,27,29,32,11
15138,2,10,17,19,25,28,5
15139,2,4,9,15,21,31,10
15140,6,12,17,21,25,30,7
15141,3,10,14,19,25,26,6
15142,7,9,16,17,22,26,6
15143,5,10,13,19,27,31,8
15144,6,9,12,20,25,31,5
15145,6,8,12,19,25,30,8
15146,4,11,19,24,25,26,6
15147,7,9,11,18,21,29,15
15148,4,16,16,24,28,30,7
15149,9,14,18,22,28,30,11
15150,2,8,11,11,25,27,6
15151,3,6,11,17,25,32,6
15152,6,7,13,18,28,29,13
15153,4,9,12,17,19,25,11
15154,2,6,16,22,24,29,11
15155,8,9,11,24,24,29,11
16002,5,8,18,21,28,30,10
16003,6,12,15,21,21,29,13
16004,3,5,13,16,23,28,9
16005,2,8,13,17,26,29,7
16006,6,12,13,24,30,31,6
16007,5,8,8,13,22,26,13
16008,5,11,17,22,24,27,6
16009,4,10,17,24,27,31,9
16010,8,8,13,27,32,35,7
16011,8,11,18,20,25,30,5
16012,3,10,13,18,32,34,11
16013,4,10,19,23,28,30,5
16014,10,16,19,21,25,30,5
16015,7,10,13,20,29,29,9
16016,5,12,15,18,19,27,11
16017,3,8,12,16,16,25,11
16018,3,3,10,11,22,24,7
16019,4,7,16,17,18,29,8
16020,3,10,11,17,23,30,5
16021,6,14,16,19,25,32,11
16022,4,10,15,19,26,30,6
16023,4,6,17,18,24,27,5
16024,9,16,19,19,20,21,9
16025,4,6,14,17,24,31,8
16026,4,10,12,17,22,30,7
16027,5,10,16,17,22,29,11
16028,9,14,16,19,22,31,9
16029,4,6,14,16,25,28,10
16030,6,11,12,15,23,31,5
16031,6,8,11,17,25,28,8
16032,7,12,18,19,22,28,10
16033,6,13,18,23,26,29,8
16034,4,9,12,18,20,27,7
16035,5,13,21,24,27,32,9
16036,5,7,10,18,23,27,6
16037,3,14,19,20,24,31,7
16038,7,11,14,23,24,30,6
16039,5,11,16,19,20,23,3
16040,7,14,19,21,26,32,11
16041,7,10,20,23,28,32,8
16042,5,12,13,16,25,27,8
16043,8,10,16,20,21,27,7
16044,5,10,14,16,20,31,11
16045,5,10,13,17,19,26,12
16046,1,5,9,11,25,27,10
16047,7,14,18,19,21,26,8
16048,1,6,12,14,15,28,10
16049,3,12,15,21,26,29,10
16050,7,11,18,21,28,29,6
16051,6,11,14,15,20,26,10
16052,5,12,16,20,23,31,9
16053,8,11,12,18,25,25,6
16054,2,7,14,15,21,27,8
16055,3,9,13,15,16,25,3
16056,4,9,15,19,23,28,7
16057,5,8,15,21,30,30,13
16058,5,10,14,15,18,19,7
16059,5,12,13,21,29,33,5
16060,8,9,13,18,19,28,7
16061,7,12,18,20,26,31,11
16062,4,14,15,17,25,28,7
16063,6,12,17,18,21,27,6
16064,2,9,9,20,28,31,9
16065,2,6,11,18,27,32,12
16066,4,10,11,16,26,32,7
16067,4,6,12,14,19,23,6
16068,3,7,15,18,21,29,13
16069,5,9,14,15,18,24,11
16070,3,11,21,28,30,33,12
16071,6,7,16,20,28,30,13
16072,2,10,16,22,23,23,11
16073,2,8,14,14,22,26,11
16074,6,6,16,22,27,28,2
16075,9,16,19,21,26,31,6
16076,2,10,15,22,24,33,8
16077,5,7,12,20,22,28,9
16078,5,11,14,19,23,29,9
16079,7,12,14,22,27,31,6
16080,3,9,10,14,17,22,8
16081,4,9,11,19,21,31,5
16082,6,11,22,24,24,29,9
16083,3,8,15,22,30,30,7
16084,7,10,10,17,22,31,7
16085,6,13,23,23,27,31,12
16086,0,8,9,13,20,30,10
16087,4,7,16,20,27,29,6
16088,6,8,12,19,27,30,7
16089,2,10,16,19,24,28,10
16090,3,4,11,14,26,28,11
16091,10,17,21,23,27,30,2
16092,4,14,16,24,28,32,7
16093,3,8,10,22,22,29,7
16094,0,8,12,16,27,28,5
16095,7,10,15,19,28,29,9
16096,5,11,14,19,21,32,2
16097,5,11,14,19,23,26,10
16098,4,8,8,11,19,23,11
16099,6,11,17,22,29,30,8
16100,3,7,13,19,22,30,8
16101,6,9,13,20,22,29,11
16102,3,9,10,18,22,27,3
16103,10,14,14,25,30,33,13
16104,6,11,14,19,21,30,11
16105,3,5,10,15,17,27,11
16106,6,8,13,17,21,30,6
16107,2,9,15,25,26,31,12
16108,5,11,14,21,25,28,9
16109,5,12,21,23,28,28,5
16110,7,13,17,20,26,29,6
16111,4,9,10,14,23,28,8
16112,4,9,14,21,28,32,10
16113,6,9,16,21,24,27,7
16114,3,5,11,21,21,23,8
16115,6,14,14,21,28,31,11
16116,2,7,12,16,24,28,16
16117,2,9,13,18,22,23,9
16118,3,6,11,14,16,23,5
16119,2,6,13,16,24,27,9
16120,6,8,11,14,21,29,3
16121,5,12,15,23,27,27,5
16122,2,7,16,16,23,28,9
16123,4,11,14,18,21,27,9
16124,9,9,15,15,21,28,5
16125,4,6,12,15,16,26,9
16126,5,10,13,24,24,29,10
16127,3,11,16,20,22,32,5
16128,4,8,17,23,24,30,6
16129,6,11,14,19,23,27,10
16130,7,11,18,18,24,27,8
16131,5,10,11,19,23,26,9
16132,4,8,15,19,23,29,10
16133,2,11,14,21,24,31,11
16134,5,9,11,18,23,27,10
16135,3,8,9,22,22,22,15
16136,4,7,12,18,22,30,9
16137,3,8,15,20,24,30,5
16138,4,13,13,21,27,28,6
16139,6,6,16,22,24,28,13
16140,4,7,14,19,22,26,10
16141,2,9,15,17,20,29,12
16142,7,12,19,22,24,31,3
16143,2,8,14,24,27,28,10
16144,4,9,21,22,25,27,2
16145,3,11,18,20,24,27,10
16146,3,6,9,16,24,27,9
16147,3,8,10,16,20,29,11
16148,3,6,11,14,21,29,10
16149,5,6,16,20,23,27,6
16150,6,8,12,15,25,29,14
16151,9,14,17,22,26,31,7
16152,4,10,15,19,24,28,4
16153,4,7,15,19,26,29,13
16154,3,8,11,18,24,30,13
17002,12,14,19,23,27,31,12
17003,6,12,12,15,16,28,6
17004,4,14,14,19,25,28,9
17005,1,3,8,17,18,30,11
17006,7,13,14,21,25,26,13
17007,3,9,15,19,23,31,11
17008,5,13,18,19,21,29,8
17009,2,7,13,14,23,26,7
17010,6,8,12,23,27,31,8
17011,3,13,14,18,23,31,5
17012,6,10,11,18,23,30,8
17013,4,12,16,25,28,28,7
17014,5,15,18,24,28,31,7
17015,4,10,12,16,21,29,13
17016,1,6,6,15,18,25,10
17017,4,6,10,18,24,30,5
17018,4,9,14,17,18,31,8
17019,6,11,12,20,24,24,5
17020,2,11,17,22,28,29,9
17021,0,6,8,11,18,32,16
17022,2,6,14,19,24,26,10
17023,-1,8,17,22,25,25,9
17024,5,10,13,17,24,31,10
17025,2,10,18,21,27,28,7
17026,6,11,16,18,19,23,10
17027,9,12,13,20,25,31,9
17028,1,11,16,20,21,33,12
17029,4,8,15,18,24,31,16
17030,9,15,18,19,22,23,10
17031,4,13,17,21,24,32,7
17032,4,4,9,18,22,24,12
17033,7,11,14,17,18,29,9
17034,8,14,17,21,23,29,10
17035,2,3,16,21,25,29,10
17036,5,10,12,19,24,30,9
17037,7,8,11,17,19,30,10
17038,5,9,18,21,25,28,14
17039,7,9,12,17,22,28,6
17040,3,8,12,23,31,31,11
17041,2,7,13,22,24,26,3
17042,9,14,17,22,29,30,7
17043,9,14,21,25,30,31,7
17044,2,4,15,23,29,30,8
17045,3,7,17,18,21,29,7
17046,5,11,16,18,26,30,8
17047,5,5,13,15,23,28,6
17048,6,10,15,17,21,28,11
17049,6,12,15,19,23,28,10
17050,5,11,12,21,25,29,12
17051,8,11,16,19,21,31,6
17052,5,9,18,25,25,32,10
17053,6,12,14,20,24,28,7
17054,4,13,20,28,28,31,8
17055,4,10,16,17,23,29,6
17056,7,15,16,20,23,25,10
17057,4,8,12,22,28,35,7
17058,2,2,11,21,27,32,10
17059,6,10,15,19,25,28,7
17060,3,9,13,24,24,33,11
17061,7,12,16,18,27,30,7
17062,3,8,13,21,24,30,6
17063,2,8,13,20,26,30,7
17064,4,7,14,18,25,29,5
17065,11,16,21,27,29,30,12
17066,8,11,16,22,25,30,9
17067,6,14,15,19,20,28,5
17068,5,10,19,21,23,30,6
17069,3,10,13,21,27,32,12
17070,5,11,13,19,25,26,9
17071,5,13,16,23,27,32,11
17072,2,4,9,21,26,31,13
17073,7,17,17,24,24,33,9
17074,8,8,9,17,20,27,10
17075,6,11,15,22,24,27,5
17076,11,12,14,22,27,32,4
17077,5,7,11,13,22,27,9
17078,9,9,17,19,27,31,7
17079,3,7,15,19,23,29,9
17080,4,6,11,14,17,29,9
17081,6,11,15,21,29,31,6
17082,3,7,10,17,24,28,9
17083,7,10,11,15,24,30,9
17084,4,5,6,14,21,23,15
17085,5,6,15,19,24,26,5
17086,7,14,15,19,23,30,9
17087,6,12,20,21,22,27,10
17088,3,12,16,21,25,30,7
17089,9,14,14,17,24,32,8
17090,3,8,18,20,24,33,6
17091,4,11,19,22,28,31,6
17092,4,12,17,19,25,30,10
17093,5,10,19,20,28,30,12
17094,3,5,8,18,20,28,16
17095,6,9,14,18,24,28,5
17096,4,7,13,17,19,31,11
17097,4,11,12,21,23,29,12
17098,2,9,17,19,21,29,5
17099,5,13,15,18,22,28,6
17100,5,15,16,17,21,26,11
17101,5,6,8,18,20,26,13
17102,8,8,16,23,25,26,10
17103,4,7,14,16,19,27,13
17104,4,4,14,22,24,32,7
17105,5,10,15,21,24,30,7
17106,7,8,12,18,22,28,13
17107,4,6,12,16,24,32,5
17108,6,11,11,19,26,28,5
17109,5,6,12,20,27,31,9
17110,3,8,12,24,29,31,9
17111,11,12,15,23,25,30,7
17112,0,5,15,22,23,29,8
17113,7,13,14,21,24,30,6
17114,5,8,12,20,26,30,11
17115,3,8,19,24,29,30,7
17116,5,9,12,17,24,30,10
17117,5,12,17,24,25,28,11
17118,7,12,18,23,27,28,5
17119,8,12,18,20,24,32,9
17120,6,8,13,18,25,28,8
17121,3,7,14,20,24,28,11
17122,3,7,14,17,27,30,6
17123,-2,10,10,10,21,24,9
17124,10,11,19,27,27,29,12
17125,6,6,17,18,22,30,11
17126,2,7,11,16,27,31,11
17127,4,9,16,23,25,30,7
17128,5,12,15,20,28,30,9
17129,2,9,12,17,19,27,5
17130,3,8,11,21,26,32,5
17131,11,12,15,22,27,29,12
17132,5,6,7,13,21,27,10
17133,3,6,10,15,16,29,11
17134,5,10,12,17,25,31,7
17135,5,9,16,24,25,32,5
17136,3,10,14,26,27,30,8
17137,7,13,13,20,24,31,10
17138,3,9,14,17,19,28,5
17139,4,8,11,12,27,29,10
17140,2,3,15,18,20,23,10
17141,5,8,11,20,27,28,9
17142,3,8,13,25,28,30,6
17143,1,2,12,15,19,31,8
17144,3,8,14,22,27,30,14
17145,7,10,13,21,22,27,3
17146,4,9,12,16,21,23,5
17147,6,14,14,21,28,32,8
17148,5,11,14,17,23,28,7
17149,1,5,11,12,21,29,6
17150,2,10,19,20,24,29,6
17151,4,5,17,23,27,30,8
17152,8,9,17,19,26,29,10
17153,5,7,18,21,29,30,6
17154,6,15,19,24,25,29,5
17155,8,13,16,21,21,30,12
18002,9,16,16,25,28,30,12
18003,3,3,16,19,22,27,5
18004,6,14,18,20,27,32,14
18005,8,10,16,17,24,30,6
18006,5,12,14,21,26,31,10
18007,12,15,19,22,25,29,8
18008,4,6,13,18,21,29,8
18009,3,3,8,19,21,27,8
18010,4,5,6,20,24,29,8
18011,6,9,16,23,25,29,11
18012,5,12,16,22,26,28,5
18013,9,12,20,21,28,32,11
18014,3,10,15,16,17,28,7
18015,3,6,12,21,25,27,9
18016,9,11,15,21,27,30,8
18017,7,9,11,23,27,31,8
18018,3,8,13,20,25,26,13
18019,7,9,13,15,19,25,8
18020,5,9,14,16,22,28,8
18021,5,13,14,17,21,29,13
18022,4,8,14,24,28,32,9
18023,5,10,15,18,24,30,10
18024,2,6,13,16,24,31,11
18025,10,11,18,18,25,29,13
18026,6,10,11,22,24,27,11
18027,3,5,13,17,18,27,8
18028,3,12,19,21,24,33,7
18029,3,8,14,23,26,31,9
18030,3,8,15,20,26,32,10
18031,4,15,15,23,26,30,11
18032,5,5,10,14,20,24,10
18033,2,11,16,18,27,28,9
18034,1,2,16,16,23,25,9
18035,1,8,12,17,21,29,4
18036,8,15,18,30,30,32,5
18037,6,8,11,25,32,33,-1
18038,3,8,15,20,23,29,5
18039,3,4,9,15,24,31,11
18040,2,8,14,22,27,27,5
18041,6,10,15,19,25,30,11
18042,3,5,13,22,30,32,7
18043,4,10,16,23,31,32,13
18044,6,12,12,17,21,28,11
18045,7,13,21,22,27,31,4
18046,1,7,17,22,26,29,8
18047,2,5,13,19,24,30,5
18048,12,16,18,21,27,30,9
18049,3,10,14,14,21,26,11
18050,4,11,14,21,24,28,7
18051,2,11,18,21,23,29,11
18052,6,10,16,18,21,30,10
18053,9,13,17,20,24,27,12
18054,4,14,17,19,25,31,11
