"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
21002,1,1,0,0,0,0,0
21003,1,0,1,0,1,0,0
21004,1,0,0,0,0,0,0
21005,0,0,0,0,0,0,0
21006,0,0,0,0,0,1,0
21007,1,0,0,1,1,0,0
21008,0,0,0,0,0,0,0
21009,0,0,0,0,0,0,0
21010,1,0,0,0,0,0,0
21011,1,0,0,0,0,0,0
21012,0,0,1,0,0,0,0
21013,1,1,1,0,1,0,0
21014,1,0,0,0,0,0,1
21015,0,0,0,0,0,1,0
21016,0,1,0,0,0,0,1
21017,0,0,0,1,0,0,0
21018,0,1,0,0,0,0,0
21019,0,0,1,0,0,0,0
21020,1,0,0,0,0,0,0
21021,0,0,0,0,1,0,0
21022,0,1,0,0,0,0,0
21023,0,0,0,0,0,0,0
21024,0,0,0,0,0,0,0
21025,0,0,0,0,0,1,0
21026,0,0,0,0,0,0,0
21027,1,0,0,0,0,0,0
21028,0,0,0,0,0,0,0
21029,0,0,0,1,0,0,0
21030,0,0,0,0,0,0,1
21031,0,0,0,0,1,0,0
21032,0,0,0,0,0,0,0
21033,0,0,0,0,0,0,0
21034,1,1,0,0,0,0,0
21035,0,0,1,0,1,0,0
21036,0,0,0,1,0,0,1
21037,0,0,0,0,1,1,0
21038,0,1,0,0,1,0,0
21039,0,0,0,0,0,0,0
21040,0,0,0,0,0,0,0
21041,0,0,0,0,0,0,0
21042,0,0,0,0,0,0,1
21043,0,0,1,1,1,0,0
21044,0,1,1,0,0,0,0
21045,1,0,0,0,0,0,0
21046,0,0,0,0,0,0,0
21047,0,1,0,0,0,0,0
21048,0,0,0,0,0,0,0
21049,1,0,0,0,0,0,0
21050,0,0,0,0,0,0,0
21051,0,0,0,0,0,0,0
21052,1,0,0,0,0,1,0
21053,0,0,0,0,0,0,0
21054,0,0,0,0,0,1,0
21055,0,0,1,0,0,1,0
21056,0,0,0,0,0,0,0
21057,0,0,0,0,0,0,0
21058,0,0,1,0,0,0,0
21059,0,1,1,1,0,0,0
