"22024","6","8","6","10","21","26","26","30","31","9","8","12","4","6","8"
"22025","2","14","11","12","20","26","21","32","29","8","13","11","6","8","8"
"22026","6","8","9","13","17","22","28","29","26","16","12","6","10","7","8"
"22027","4","9","7","15","22","22","24","29","31","5","9","8","4","8","7"
