"V1","V2","V3","V4","V5","V6","V7","V8"
"17002","5","10","10","23","27","31","9"
"17003","6","11","12","21","23","30","12"
"17004","5","10","13","19","24","27","7"
"17005","4","12","16","19","27","30","9"
"17006","5","7","13","22","23","31","8"
"17007","5","12","15","20","25","28","2"
"17008","6","9","15","19","24","27","8"
"17009","3","9","15","18","25","30","9"
"17010","6","12","12","17","23","31","12"
"17011","7","9","16","20","26","29","7"
"17012","7","11","14","18","22","30","8"
"17013","3","8","15","23","23","27","12"
"17014","6","7","10","14","23","29","3"
"17015","5","8","12","18","27","27","6"
"17016","6","9","15","22","27","28","6"
"17017","5","9","22","23","24","29","10"
"17018","6","7","16","23","26","31","9"
"17019","4","11","12","18","20","28","11"
"17020","8","9","15","18","23","31","11"
"17021","1","9","14","22","23","26","9"
"17022","4","12","13","20","23","30","6"
"17023","7","9","16","17","25","27","7"
"17024","6","7","12","19","26","28","9"
"17025","4","11","13","21","25","31","3"
"17026","6","7","12","17","21","25","9"
"17027","3","10","16","20","27","28","9"
"17028","3","8","10","22","25","26","14"
"17029","1","9","15","19","28","30","9"
"17030","3","8","13","21","25","25","13"
"17031","5","11","13","23","27","28","12"
"17032","4","14","15","19","23","28","7"
"17033","4","12","13","18","20","24","11"
"17034","5","8","9","18","22","27","11"
"17035","5","10","14","17","19","30","10"
"17036","8","10","16","19","21","30","9"
"17037","3","8","17","18","23","28","6"
"17038","8","9","13","18","22","32","6"
"17039","6","8","15","16","25","32","9"
"17040","7","10","17","18","24","30","14"
"17041","6","7","13","14","23","30","10"
"17042","4","9","13","19","24","30","10"
"17043","4","12","14","17","21","31","7"
"17044","8","13","13","18","22","30","7"
"17045","6","10","12","20","25","31","10"
"17046","3","7","14","21","25","32","11"
"17047","9","15","16","17","23","29","8"
"17048","5","8","16","18","19","29","6"
"17049","6","9","18","20","23","26","12"
"17050","3","8","9","17","24","30","8"
"17051","3","11","16","21","26","27","10"
"17052","3","8","16","19","25","30","12"
"17053","7","8","8","21","29","29","8"
"17054","5","10","15","16","25","30","7"
"17055","7","11","16","16","25","26","6"
"17056","4","14","15","22","25","30","12"
"17057","5","8","12","19","26","28","7"
"17058","8","10","14","22","23","31","7"
"17059","5","7","13","20","21","30","9"
"17060","4","11","12","24","26","31","11"
"17061","4","11","15","17","27","29","11"
"17062","5","9","12","19","22","30","10"
"17063","5","10","20","21","23","30","4"
"17064","8","8","18","19","26","28","10"
"17065","3","8","15","21","21","28","10"
"17066","4","6","17","19","20","29","8"
"17067","4","13","23","24","24","29","11"
"17068","6","12","16","22","24","29","9"
"17069","4","7","15","15","23","28","2"
"17070","5","5","12","17","26","29","8"
"17071","1","8","18","20","28","29","11"
"17072","5","13","18","22","25","29","3"
"17073","3","10","16","19","23","27","11"
"17074","8","16","18","19","24","30","13"
"17075","4","9","17","21","22","30","9"
"17076","5","13","18","22","24","29","12"
"17077","6","12","12","18","24","25","5"
"17078","4","11","18","20","23","26","8"
"17079","6","7","12","19","21","31","5"
"17080","9","10","14","19","25","30","8"
"17081","4","8","15","21","22","28","5"
"17082","6","8","15","22","25","28","9"
"17083","5","10","10","18","26","28","9"
"17084","6","9","17","22","25","32","11"
"17085","4","8","11","17","25","26","6"
"17086","3","11","12","20","22","29","9"
"17087","4","8","8","18","25","29","7"
"17088","5","5","14","20","26","28","9"
"17089","5","7","15","16","26","28","4"
"17090","5","7","13","21","26","28","10"
"17091","5","10","15","26","28","28","8"
"17092","5","8","18","21","25","26","7"
"17093","2","9","13","14","22","26","11"
"17094","6","10","11","18","20","30","7"
"17095","4","8","11","19","26","29","9"
"17096","9","12","13","15","24","30","9"
"17097","5","10","14","24","25","28","6"
"17098","7","9","9","19","23","26","11"
"17099","5","9","14","19","25","28","13"
"17100","5","10","17","19","21","29","11"
"17101","5","9","14","18","24","27","9"
"17102","2","7","13","13","27","28","5"
"17103","4","9","15","20","24","31","9"
"17104","4","6","8","25","27","29","5"
"17105","3","8","14","20","25","26","8"
"17106","6","10","11","17","17","24","9"
"17107","4","11","12","19","22","26","14"
"17108","4","6","6","11","24","28","8"
"17109","3","10","14","15","26","28","5"
"17110","7","7","7","12","24","31","7"
"17111","2","7","13","22","23","29","8"
"17112","6","9","11","22","23","26","11"
"17113","5","7","14","20","25","29","6"
"17114","5","11","12","17","25","28","8"
"17115","5","9","13","23","29","29","5"
"17116","4","14","14","15","26","27","11"
"17117","5","11","17","21","23","27","5"
"17118","3","5","11","19","20","28","9"
"17119","8","8","13","19","22","26","6"
"17120","6","11","14","19","21","28","8"
"17121","4","6","18","20","27","28","12"
