"V1","V2","V3","V4","V5","V6","V7","V8"
"14002","8","14","16","20","29","31","2"
"14003","3","11","11","17","23","28","7"
"14004","4","8","14","21","25","27","6"
"14005","3","12","16","20","25","28","8"
"14006","7","15","16","22","26","31","7"
"14007","4","6","9","13","20","25","12"
"14008","0","11","12","16","17","27","3"
"14009","7","8","11","20","26","30","12"
"14010","8","15","21","24","24","29","5"
"14011","5","6","10","14","18","24","7"
"14012","1","7","9","20","26","26","8"
"14013","4","6","10","16","22","29","11"
"14014","5","8","15","21","23","32","4"
"14015","7","9","15","24","24","29","9"
"14016","5","8","11","14","22","30","10"
"14017","3","8","12","19","23","25","10"
"14018","2","6","10","13","22","26","6"
"14019","3","10","12","17","21","25","9"
"14020","4","7","10","17","26","29","8"
"14021","2","9","12","18","21","25","4"
"14022","8","11","18","22","27","32","9"
"14023","7","15","17","18","24","29","2"
"14024","3","6","8","13","15","29","12"
"14025","3","8","15","19","22","29","10"
"14026","2","8","11","16","20","27","9"
"14027","10","14","19","21","31","32","8"
"14028","6","10","15","19","26","31","13"
"14029","4","11","14","19","25","29","4"
"14030","6","12","12","20","23","28","8"
"14031","7","12","14","18","20","26","8"
"14032","8","9","12","17","24","29","10"
"14033","5","10","10","17","21","25","13"
"14034","6","7","15","22","23","28","12"
"14035","6","12","20","23","27","32","8"
"14036","5","7","11","19","29","30","8"
"14037","7","11","16","22","25","30","2"
"14038","4","12","18","22","25","30","7"
"14039","7","14","19","24","30","32","12"
"14040","1","3","3","10","15","24","10"
"14041","6","10","16","20","24","30","8"
"14042","5","8","14","21","27","30","11"
"14043","5","7","16","21","24","28","8"
"14044","3","12","16","18","23","31","12"
"14045","7","11","13","19","21","28","7"
"14046","9","11","15","25","26","29","10"
"14047","4","7","15","18","27","30","2"
"14048","4","4","9","16","21","29","12"
"14049","3","12","13","14","22","28","7"
"14050","2","6","10","16","20","23","9"
"14051","7","12","14","17","19","29","10"
"14052","5","13","15","21","27","29","11"
"14053","2","4","7","12","16","26","5"
"14054","5","9","14","20","24","30","7"
"14055","5","9","16","18","24","29","6"
"14056","3","7","16","21","25","28","7"
"14057","9","12","14","19","24","29","11"
"14058","5","9","11","17","19","29","11"
"14059","3","8","15","24","28","32","1"
"14060","2","10","14","21","22","31","12"
"14061","1","6","14","15","21","25","7"
"14062","5","9","15","18","23","30","8"
"14063","7","11","12","16","24","31","9"
"14064","1","6","10","16","23","30","11"
"14065","5","13","19","23","25","30","8"
"14066","6","14","14","15","20","28","0"
"14067","6","12","19","24","25","30","6"
"14068","8","11","14","16","20","23","10"
"14069","5","10","15","23","24","31","10"
"14070","5","11","13","20","26","29","13"
"14071","5","11","18","26","26","28","8"
"14072","4","8","9","13","20","29","10"
"14073","4","9","15","18","20","30","8"
"14074","5","15","17","19","28","32","10"
"14075","5","7","11","15","23","28","11"
"14076","2","7","15","21","22","25","14"
"14077","2","10","15","17","25","31","7"
"14078","3","12","14","20","23","27","9"
"14079","4","12","19","22","30","34","7"
"14080","3","8","15","18","27","28","8"
"14081","5","8","14","15","18","26","7"
"14082","5","8","14","20","30","31","7"
"14083","2","6","18","18","26","32","8"
"14084","4","6","7","12","21","30","7"
"14085","8","14","15","16","25","30","9"
"14086","5","7","15","18","23","26","12"
"14087","7","8","14","20","25","28","3"
"14088","4","8","14","19","24","31","9"
"14089","5","8","12","19","23","28","9"
"14090","3","8","17","19","22","29","8"
"14091","5","8","10","18","21","25","5"
"14092","4","10","12","24","25","28","6"
"14093","7","12","17","20","22","31","11"
"14094","6","8","12","16","23","25","10"
"14095","4","7","18","18","20","29","10"
"14096","6","13","14","20","23","30","12"
"14097","10","18","20","21","25","32","5"
"14098","6","12","15","21","27","30","5"
"14099","9","12","16","20","31","33","7"
"14100","3","11","16","20","26","30","8"
"14101","3","12","12","18","25","27","8"
"14102","2","10","14","20","24","28","11"
"14103","4","9","12","22","28","30","14"
"14104","2","13","18","23","23","27","11"
"14105","3","13","14","18","24","28","7"
