"n","a1","a2","a3","a4","a5","a6","b1"
20057,7,7,16,21,25,29,8
20058,3,11,19,25,29,30,2
20059,5,11,16,21,25,29,10
20060,4,7,16,24,26,27,10
20061,7,8,11,18,19,25,6
20062,2,5,17,20,24,29,9
20063,7,8,13,17,17,24,4
20064,6,10,13,22,24,28,7
20065,8,8,20,23,24,31,8
20066,2,3,5,17,22,26,13
20067,-1,4,13,17,20,28,10
20068,1,9,13,20,22,29,10
20069,4,11,15,22,25,30,14
20070,8,10,14,24,35,35,7
20071,5,8,20,21,23,30,6
20072,7,8,9,21,25,33,4
20073,6,6,7,16,18,29,5
20074,2,9,10,11,21,31,9
20075,4,14,18,25,26,29,12
20076,3,7,16,21,23,24,13
20077,8,13,16,24,24,29,6
20078,6,11,17,22,28,32,5
20079,6,11,15,23,29,32,6
20080,10,16,20,24,29,32,0
20081,7,10,12,18,24,29,8
20082,1,7,13,18,20,30,11
20083,3,9,14,16,22,29,9
20084,5,15,22,22,28,30,8
20085,1,5,7,14,25,29,15
20086,5,8,13,16,21,30,7
20087,2,5,6,12,21,30,7
20088,1,9,14,20,20,28,4
20089,5,9,12,21,24,28,13
20090,5,13,15,18,23,29,9
20091,3,8,13,21,26,30,5
20092,8,8,15,16,21,30,7
20093,5,12,16,20,25,30,12
20094,2,6,12,17,18,24,10
20095,4,12,20,21,25,28,10
20096,5,11,13,19,24,30,5
20097,5,8,14,21,28,29,9
20098,4,14,20,28,29,32,10
20099,3,13,21,26,27,28,4
20100,6,8,17,20,25,29,5
20101,3,10,16,19,22,25,6
20102,6,11,16,23,26,33,7
20103,6,12,15,17,26,33,12
20104,9,13,13,20,20,29,8
20105,3,12,17,25,27,31,8
20106,5,8,17,18,28,32,10
20107,5,9,15,21,23,27,12
20108,5,7,13,17,21,24,10
20109,4,10,15,20,28,28,9
20110,7,9,16,20,26,32,7
20111,5,9,14,15,22,28,13
20112,3,5,12,21,25,29,6
20113,5,12,16,18,27,29,9
20114,3,9,12,19,26,27,15
20115,4,12,16,22,25,27,5
20116,5,9,11,22,23,27,9
20117,4,12,21,23,26,29,7
20118,4,12,16,18,22,29,8
20119,9,11,12,19,27,31,8
20120,4,11,14,22,25,30,7
20121,4,8,14,24,25,30,3
20122,6,13,19,23,26,31,2
20123,6,8,17,22,28,32,11
20124,4,14,17,19,28,31,10
20125,4,8,17,18,23,28,10
20126,7,12,19,21,23,31,10
20127,2,7,10,19,21,29,6
20128,4,4,12,14,22,29,2
20129,6,12,15,20,22,31,9
20130,5,7,13,25,25,32,9
20131,5,9,19,20,26,28,7
20132,10,12,16,21,23,23,3
20133,13,17,17,25,28,32,15
20134,6,6,14,15,25,29,6
20135,7,7,15,17,26,27,6
21002,5,6,11,13,19,24,3
21003,6,6,11,14,19,27,7
21004,4,8,12,13,23,26,14
21005,3,14,15,15,32,33,3
21006,4,7,10,23,30,31,7
21007,6,12,18,23,24,26,15
21008,3,8,23,23,25,32,8
21009,6,10,15,20,28,30,6
21010,6,8,14,19,21,29,13
21011,8,11,21,24,25,29,7
21012,4,10,15,26,26,34,4
21013,4,5,10,12,23,29,8
21014,6,7,8,14,25,29,5
21015,4,14,15,20,27,28,10
21016,0,3,15,24,27,29,15
21017,6,11,22,27,29,32,11
21018,11,12,14,19,23,28,6
21019,3,12,21,22,23,32,8
21020,6,12,18,19,25,29,11
21021,3,7,12,22,23,30,8
21022,3,10,21,21,24,25,9
21023,2,8,17,24,26,31,12
21024,5,11,20,24,28,29,10
21025,5,10,13,16,22,27,9
21026,6,13,15,16,22,26,8
21027,7,12,14,19,26,28,5
21028,5,5,16,18,24,24,11
21029,7,14,18,25,25,26,13
21030,1,7,11,17,22,31,13
21031,4,8,11,14,20,30,15
21032,-1,8,13,14,20,27,7
21033,3,9,14,22,24,27,5
21034,13,15,17,25,25,29,8
21035,7,12,20,21,21,21,3
21036,6,12,14,20,28,29,11
21037,4,10,12,16,18,28,10
21038,5,14,16,17,23,31,8
21039,8,13,18,21,25,26,13
21040,5,9,11,17,20,25,12
21041,4,7,10,12,23,32,3
21042,4,6,11,18,27,27,6
21043,1,11,11,14,19,27,8
21044,5,6,14,15,21,27,7
21045,5,9,14,18,25,29,11
21046,4,13,18,23,26,30,9
21047,2,10,12,28,30,32,12
21048,7,13,19,20,26,30,9
21049,2,7,15,20,24,31,10
21050,5,7,13,18,23,26,6
21051,0,8,10,18,20,29,9
21052,6,10,13,21,25,31,6
21053,4,9,12,16,25,26,9
21054,1,3,9,16,18,23,5
21055,2,9,13,23,23,31,6
21056,7,7,13,16,28,30,9
21057,11,12,15,23,26,27,11
21058,4,8,20,22,25,28,10
21059,2,9,12,16,19,29,9
21060,3,11,15,20,25,29,12
21061,7,9,18,23,24,32,6
21062,7,9,12,15,19,26,7
21063,1,11,12,13,28,30,2
21064,11,15,18,21,23,32,9
21065,5,6,10,15,18,29,5
21066,7,9,11,17,23,29,7
21067,5,10,19,21,25,30,1
21068,19,20,21,21,30,31,11
21069,2,3,12,16,21,26,6
21070,4,9,9,17,23,31,17
21071,5,9,12,19,19,28,10
21072,3,8,13,18,21,27,5
21073,6,12,20,21,25,28,11
21074,2,13,14,18,26,31,8
21075,4,8,11,15,19,26,13
21076,5,10,18,20,25,31,8
21077,5,9,13,15,19,30,6
21078,6,12,16,17,26,31,10
21079,5,11,12,20,21,29,7
21080,6,11,13,16,22,27,9
21081,0,8,11,16,20,20,6
21082,5,9,16,17,27,29,13
21083,4,9,13,17,19,29,12
21084,2,11,16,18,24,31,10
21085,3,8,12,21,21,28,9
21086,2,8,16,18,23,30,8
21087,8,16,21,23,28,32,14
21088,5,10,11,21,24,28,5
21089,6,8,13,15,23,29,7
21090,7,10,10,14,21,26,10
21091,7,11,17,19,19,25,13
21092,5,8,11,19,27,29,4
21093,12,12,13,15,30,31,8
21094,2,8,13,17,22,26,8
21095,1,11,14,16,22,28,7
21096,1,5,11,15,22,29,9
21097,3,10,16,24,29,33,13
21098,2,6,11,16,25,31,2
21099,2,7,11,12,18,27,10
21100,2,6,9,14,19,24,14
21101,6,10,18,23,29,31,8
21102,5,5,9,12,20,28,13
21103,8,14,20,21,23,26,12
21104,3,7,8,9,15,22,5
21105,2,6,11,14,24,27,12
21106,6,6,10,14,23,29,3
21107,12,17,18,20,30,33,7
21108,7,13,18,18,25,30,9
21109,6,9,16,21,24,33,8
21110,7,11,13,20,26,29,11
21111,4,9,12,19,21,29,14
21112,5,10,14,22,27,32,11
21113,3,9,11,19,22,27,7
21114,8,9,18,20,27,33,5
21115,1,4,16,19,28,29,8
21116,2,8,14,17,30,30,9
21117,3,7,13,19,21,27,8
21118,3,7,13,20,21,30,9
21119,7,16,18,20,23,27,10
21120,9,11,19,25,29,31,10
21121,2,9,14,14,23,26,3
21122,6,8,14,14,23,24,10
21123,5,16,18,22,28,28,6
21124,8,9,15,21,22,28,10
21125,5,10,15,21,25,25,10
21126,8,14,17,17,18,24,11
21127,6,13,13,19,19,31,13
21128,2,11,11,16,23,24,9
21129,7,12,17,22,25,31,11
21130,4,13,15,18,22,27,7
21131,2,8,14,22,24,32,10
21132,5,5,6,17,23,25,3
21133,6,11,15,17,20,30,11
21134,9,14,17,18,19,31,6
21135,3,9,14,21,28,28,5
21136,7,19,20,24,26,29,6
21137,2,17,18,25,28,29,11
21138,0,4,7,13,16,25,10
21139,3,7,13,19,21,27,12
21140,5,8,10,14,24,29,5
21141,6,11,20,20,25,30,8
21142,4,7,12,17,20,28,12
21143,7,16,17,22,23,33,9
21144,5,7,16,23,26,30,10
21145,6,10,12,16,23,29,10
21146,6,12,16,17,26,30,-1
21147,2,9,15,19,23,30,13
21148,3,11,19,25,27,28,5
21149,8,9,14,26,27,28,9
21150,3,13,17,21,21,22,9
21151,1,15,19,21,25,31,6
22002,10,13,20,21,26,32,8
22003,3,3,11,13,16,24,8
22004,9,17,19,20,26,31,9
22005,7,10,16,17,24,34,12
22006,7,14,18,20,20,26,10
22007,6,8,13,16,19,27,13
22008,1,3,9,17,17,24,10
22009,5,8,14,21,25,31,7
22010,6,16,18,20,22,29,11
22011,6,9,14,18,20,29,4
22012,6,6,19,20,23,35,5
22013,8,12,16,24,30,31,10
22014,4,11,12,19,29,31,10
22015,3,7,12,20,24,28,6
22016,10,16,20,23,30,31,9
22017,7,15,19,20,24,31,4
22018,5,12,12,18,24,29,9
22019,10,12,12,15,23,27,12
22020,4,9,12,19,23,29,7
22021,3,7,11,20,23,31,3
22022,4,9,11,20,22,30,12
22023,4,10,14,19,28,33,7
22024,7,12,15,22,26,27,8
22025,4,6,12,12,20,26,9
22026,4,5,14,20,23,30,10
22027,2,7,9,17,22,27,8
22028,4,6,9,18,23,31,12
22029,7,14,14,21,22,27,6
22030,11,15,21,24,29,30,4
22031,2,10,15,18,26,30,7
22032,3,11,14,18,19,31,17
22033,6,12,16,19,25,26,6
22034,2,8,9,20,20,28,7
22035,12,16,18,25,28,32,13
22036,8,12,14,18,24,29,8
22037,3,7,10,16,22,27,10
