"n","a1","a2","a3","a4","a5","a6","b1"
12056,5,9,15,20,27,31,14
12057,8,11,14,24,24,30,10
12058,6,7,15,18,25,29,8
12059,7,10,14,21,24,30,9
12060,6,7,15,15,25,31,9
12061,4,6,15,19,25,27,9
12062,4,10,16,18,22,28,8
12063,7,17,19,23,27,31,5
12064,6,11,18,18,26,29,14
12065,4,13,17,19,26,28,10
12066,4,10,18,19,27,30,5
12067,4,8,17,19,24,27,9
12068,4,11,19,19,20,29,9
12069,4,7,14,19,21,31,14
12070,5,14,15,23,25,31,7
12071,9,12,13,17,24,25,10
12072,2,3,6,13,18,29,10
12073,6,10,19,24,26,32,6
12074,5,7,14,15,22,27,2
12075,7,11,14,18,22,31,13
12076,7,10,16,20,22,27,9
12077,6,13,16,23,27,28,11
12078,4,7,11,17,25,28,10
12079,8,11,12,18,22,27,10
12080,5,13,18,18,25,25,11
12081,4,7,15,22,24,31,8
12082,4,12,15,17,19,29,10
12083,2,9,13,17,24,28,11
12084,4,11,15,26,30,32,11
12085,4,13,17,18,29,31,9
12086,5,7,14,18,24,27,13
12087,9,11,17,25,26,32,8
12088,3,18,19,26,27,31,12
12089,3,4,12,14,17,25,10
12090,5,9,16,22,22,29,11
12091,5,11,16,22,27,31,15
12092,5,10,18,18,24,24,7
12093,9,9,15,17,25,29,12
12094,5,10,15,20,25,32,8
12095,4,7,12,21,26,27,5
12096,7,9,15,23,26,27,7
12097,5,8,16,20,27,30,9
12098,3,9,16,19,22,27,11
12099,4,8,15,18,21,26,10
12100,8,8,12,17,26,28,8
12101,4,9,16,21,24,32,7
12102,4,12,16,20,30,31,7
12103,4,9,11,16,26,29,10
12104,4,10,18,21,25,30,5
12105,7,9,15,22,25,31,9
12106,8,15,16,22,26,30,7
12107,6,6,11,14,31,32,5
12108,6,13,16,21,24,27,11
12109,5,18,19,22,23,27,10
12110,5,8,9,16,23,29,8
12111,2,11,14,20,27,29,10
12112,4,12,15,21,29,32,6
12113,1,11,15,19,22,26,8
12114,2,8,11,21,23,27,7
12115,3,5,16,24,27,29,11
12116,4,10,14,20,20,30,6
12117,8,10,17,21,27,29,8
12118,4,8,10,20,25,33,8
12119,4,7,14,20,25,30,4
12120,6,9,15,19,21,25,7
12121,7,16,17,18,24,26,5
12122,6,10,18,23,29,31,16
12123,7,15,18,19,28,32,4
12124,6,14,16,20,25,27,10
12125,8,10,13,20,28,31,9
12126,1,3,7,19,21,30,7
12127,4,12,12,23,25,30,13
12128,7,11,13,16,23,25,14
12129,1,13,19,25,28,29,5
12130,6,8,14,18,24,29,7
12131,5,10,11,12,20,24,11
12132,9,13,17,20,29,32,5
12133,7,12,14,20,23,30,7
12134,5,9,15,20,24,28,13
12135,5,6,13,18,20,21,8
12136,3,6,6,15,22,28,9
12137,7,14,23,24,29,29,3
12138,4,10,10,11,15,31,9
12139,5,9,16,22,24,32,5
12140,5,13,15,19,24,28,11
12141,6,10,11,14,26,29,7
12142,3,10,13,14,25,30,6
12143,9,11,15,20,26,28,14
12144,4,16,21,25,29,31,10
12145,2,10,16,17,22,27,8
12146,7,12,19,22,26,27,8
12147,9,13,19,23,28,28,13
12148,6,10,19,24,24,31,9
12149,6,10,16,21,30,30,7
12150,4,10,15,23,25,34,9
12151,7,14,21,28,30,31,8
12152,6,9,14,17,29,30,7
12153,4,11,18,21,28,31,8
12154,4,9,9,18,20,27,12
12155,8,12,17,21,24,28,7
13002,2,5,7,19,22,28,9
13003,1,8,11,17,22,23,9
13004,2,10,15,20,22,30,8
13005,4,6,13,17,23,29,12
13006,4,8,13,22,25,29,9
13007,6,9,12,17,24,29,6
13008,5,12,15,22,25,28,9
13009,5,10,16,17,19,29,7
13010,3,10,13,20,22,30,7
13011,5,12,13,20,23,33,7
13012,4,10,14,18,22,27,11
13013,8,9,17,24,26,33,6
13014,4,11,15,16,23,29,2
13015,3,8,10,15,27,29,10
13016,4,14,18,19,22,29,10
13017,11,12,22,26,27,30,6
13018,14,15,19,23,25,29,6
13019,3,9,10,16,25,27,3
13020,1,7,8,11,19,26,10
13021,2,7,15,19,27,31,8
13022,9,10,13,21,23,28,14
13023,6,10,14,18,20,33,11
13024,10,11,17,24,26,33,11
13025,4,10,17,24,26,29,5
13026,7,10,19,19,26,29,12
13027,4,13,14,23,27,30,14
13028,5,7,15,22,25,30,6
13029,2,6,10,10,22,32,12
13030,6,15,17,20,27,30,7
13031,6,10,16,21,26,32,10
13032,1,7,14,22,23,30,14
13033,7,8,17,20,24,28,8
13034,5,7,12,20,23,33,9
13035,8,11,14,23,23,32,9
13036,3,8,11,24,24,32,8
13037,5,7,15,22,27,28,6
13038,3,9,12,25,28,29,6
13039,2,5,12,18,26,28,8
13040,2,11,13,20,27,27,9
13041,6,10,15,20,25,30,6
13042,5,12,20,22,31,31,9
13043,4,10,15,18,21,25,10
13044,5,14,15,22,26,30,3
13045,2,5,10,14,25,31,9
13046,9,12,17,22,25,29,7
13047,1,4,10,10,14,19,4
13048,3,5,15,20,27,29,9
13049,4,11,13,19,24,30,3
13050,8,16,22,23,29,30,6
13051,4,10,19,22,25,27,9
13052,5,6,12,21,27,29,5
13053,5,10,14,17,21,24,5
13054,2,6,12,21,21,23,2
13055,5,11,18,20,24,31,7
13056,5,8,11,18,25,31,12
13057,3,9,9,11,28,33,8
13058,7,13,14,22,23,29,6
13059,11,16,19,21,24,30,9
13060,4,11,19,20,26,28,8
13061,6,10,20,20,25,30,8
13062,4,10,16,21,24,30,11
13063,2,10,13,21,24,25,9
13064,5,12,18,20,24,28,11
13065,8,12,15,20,22,26,9
13066,11,13,17,19,24,30,11
13067,5,11,24,24,25,28,7
13068,2,8,16,23,25,31,10
13069,3,8,15,18,27,30,9
13070,6,14,16,16,20,27,15
13071,4,8,15,18,27,29,10
13072,9,9,18,22,25,28,8
13073,2,7,15,18,24,29,7
13074,3,12,15,17,25,26,7
13075,2,8,13,25,28,31,5
13076,11,12,16,24,29,31,5
13077,3,8,14,16,23,31,5
13078,7,8,15,18,26,32,6
13079,8,9,15,19,21,23,12
13080,12,14,19,20,24,30,4
13081,6,7,10,13,21,23,8
13082,3,13,16,24,28,28,13
13083,6,10,15,17,23,28,3
13084,4,9,12,18,24,29,7
13085,8,9,16,20,29,31,7
13086,3,5,12,16,19,29,9
13087,5,12,16,22,26,29,7
13088,4,9,14,20,26,28,5
13089,4,6,14,20,27,31,9
13090,4,11,11,18,23,27,7
13091,6,14,14,23,27,30,10
13092,5,9,14,15,24,34,7
13093,6,9,16,19,22,27,11
13094,2,11,12,18,25,27,16
13095,6,8,10,15,19,30,9
13096,4,4,14,15,22,30,13
13097,3,9,12,18,19,28,9
13098,11,13,17,21,24,30,6
13099,5,7,10,17,20,30,14
13100,3,7,12,16,23,29,6
13101,2,9,17,24,28,30,9
13102,9,10,14,22,27,33,9
13103,2,5,10,20,22,32,8
13104,3,7,12,22,28,31,5
13105,4,11,12,16,21,28,6
13106,5,10,16,22,24,29,13
13107,3,8,17,23,25,28,6
13108,5,18,20,21,25,29,9
13109,14,20,20,23,29,30,5
13110,1,11,16,18,29,30,6
13111,6,7,14,20,21,33,11
13112,3,9,9,23,27,28,3
13113,4,12,14,23,24,30,9
13114,3,11,16,20,24,31,1
13115,6,13,19,23,29,34,8
13116,4,12,17,24,27,29,8
13117,2,10,11,21,24,28,8
13118,2,2,8,15,20,22,11
13119,7,11,15,16,19,27,8
13120,4,16,18,19,25,30,3
13121,7,11,13,19,19,21,4
13122,6,8,11,17,22,26,12
13123,5,11,15,16,23,30,15
13124,3,8,14,15,25,32,5
13125,4,12,20,22,28,30,9
13126,3,15,15,17,23,31,11
13127,3,8,14,22,28,30,10
13128,9,12,16,22,26,32,6
13129,9,14,18,19,25,29,9
13130,9,16,17,22,25,28,11
13131,5,9,18,21,24,29,4
13132,6,10,14,20,22,27,12
13133,4,6,12,17,19,26,9
13134,6,8,13,18,26,30,8
13135,10,10,10,20,24,30,8
13136,11,13,16,18,28,28,9
13137,4,9,10,22,23,29,11
13138,2,16,19,21,25,27,13
13139,7,14,17,24,29,31,10
13140,5,7,13,19,22,29,7
13141,7,11,13,17,29,30,11
13142,7,12,16,21,24,27,9
13143,5,10,14,22,27,29,6
13144,5,9,17,27,27,29,14
13145,6,10,14,16,26,30,4
13146,6,10,17,20,26,27,10
13147,5,5,15,16,22,29,3
13148,8,13,22,23,29,32,9
13149,2,9,16,20,22,26,15
13150,2,6,12,15,23,30,11
13151,10,17,19,21,26,34,9
13152,5,9,15,21,24,31,6
13153,5,10,18,22,26,27,8
13154,5,7,12,16,18,24,8
13155,2,5,12,20,24,29,7
14002,4,7,16,20,24,31,9
14003,5,14,18,20,23,30,10
14004,-1,14,15,17,27,32,6
14005,4,13,13,16,25,32,3
14006,5,12,15,19,24,34,10
14007,3,14,14,17,24,29,6
14008,2,8,16,16,30,33,9
14009,11,12,13,21,25,28,5
14010,5,11,16,24,27,31,8
14011,4,9,15,20,29,30,5
14012,3,7,18,19,24,28,7
14013,5,8,15,19,24,29,10
14014,3,10,11,22,23,28,7
14015,3,9,12,18,24,26,10
14016,12,15,19,21,25,29,12
14017,2,11,14,21,26,29,8
14018,7,8,15,21,22,30,13
14019,4,6,9,10,24,30,7
14020,1,9,13,15,22,26,8
14021,4,12,15,23,29,31,8
14022,4,7,13,19,26,31,11
14023,7,9,15,19,24,31,11
14024,3,9,11,20,21,27,7
14025,3,7,17,18,23,30,10
14026,6,10,12,20,29,29,10
14027,6,7,10,18,23,31,11
14028,8,14,15,23,26,28,8
14029,7,11,17,23,27,30,9
14030,4,11,15,18,25,28,7
14031,5,13,17,20,26,30,8
14032,4,11,19,20,21,29,7
14033,7,9,16,18,18,26,7
14034,8,10,12,18,22,26,5
14035,8,12,19,19,23,27,12
14036,7,9,17,18,19,31,9
14037,3,5,13,18,27,27,7
14038,5,9,14,16,25,29,10
14039,7,12,17,18,23,31,13
14040,9,10,18,21,26,30,12
14041,1,4,14,18,22,30,6
14042,6,9,13,16,22,27,8
14043,5,6,10,22,27,28,9
14044,5,8,15,23,25,30,10
14045,3,13,15,22,25,31,5
14046,3,11,15,19,20,26,7
14047,3,10,13,22,24,29,12
14048,8,9,12,18,23,30,12
14049,3,9,16,21,26,27,10
14050,3,10,14,20,24,31,10
14051,8,9,16,26,28,35,12
14052,10,12,16,24,28,31,12
14053,2,8,17,19,23,27,13
14054,8,13,19,20,26,30,7
14055,3,12,15,24,28,33,12
14056,6,7,15,22,25,28,8
14057,3,8,17,17,23,25,11
14058,4,14,15,16,24,31,9
14059,7,15,17,24,28,31,8
14060,5,8,12,18,25,25,11
14061,6,8,15,19,27,31,7
14062,4,16,19,20,23,28,10
14063,3,9,15,22,23,30,14
14064,1,9,12,13,16,27,7
14065,6,11,15,19,21,27,11
14066,3,11,12,22,27,33,12
14067,5,16,17,20,22,28,9
14068,4,9,18,21,23,27,11
14069,3,4,13,20,23,28,8
14070,14,18,20,21,26,30,2
14071,4,6,18,23,28,31,11
14072,6,9,13,21,26,29,10
14073,7,10,14,20,24,27,10
14074,1,4,5,16,22,31,10
14075,4,13,14,20,27,29,7
14076,4,7,15,24,28,29,8
14077,9,13,19,25,27,30,10
14078,4,11,11,19,23,29,13
14079,1,6,13,18,24,28,9
14080,7,13,17,23,27,32,10
14081,7,12,18,20,27,30,11
14082,4,9,14,20,24,27,8
14083,3,7,7,19,22,29,13
14084,9,11,15,16,25,33,11
14085,2,4,8,9,18,22,9
14086,1,5,10,19,24,26,8
14087,4,11,13,21,25,28,7
14088,12,12,19,24,27,28,7
14089,7,8,14,17,19,29,8
14090,7,9,15,20,26,28,7
14091,6,10,11,20,26,31,7
14092,4,7,12,20,25,30,10
14093,8,14,19,23,26,27,8
14094,7,11,17,18,21,29,7
14095,3,8,13,16,24,29,10
14096,2,8,17,23,26,31,10
14097,9,10,13,19,29,32,10
14098,7,13,15,19,22,27,7
14099,4,7,14,17,21,27,13
14100,4,9,10,14,20,27,12
14101,5,11,15,17,18,30,8
14102,7,15,20,21,25,31,6
14103,8,11,11,18,20,26,10
14104,2,8,13,14,24,29,10
14105,5,11,16,20,27,28,8
14106,2,9,15,24,25,32,4
14107,7,10,17,22,22,29,4
14108,2,13,18,20,27,32,11
14109,3,8,11,16,24,30,9
14110,5,12,12,25,26,31,10
14111,4,14,18,19,22,27,7
14112,4,10,13,15,22,31,12
14113,5,6,8,21,24,28,7
14114,4,8,10,19,27,32,5
14115,3,11,16,19,26,31,5
14116,3,9,15,19,20,28,13
14117,2,3,9,18,20,27,8
14118,6,11,17,17,28,29,8
14119,6,7,14,20,25,25,10
14120,6,11,17,19,24,31,11
14121,7,12,12,19,26,30,7
14122,5,13,15,18,22,24,15
14123,6,10,12,16,24,31,6
14124,7,8,18,23,29,29,13
14125,6,8,11,20,26,30,10
14126,5,11,17,20,27,31,10
14127,6,10,20,22,25,32,7
14128,4,13,15,21,25,27,5
14129,4,9,12,19,26,26,10
14130,3,5,5,14,19,28,6
14131,6,11,18,21,24,30,15
14132,8,8,15,18,23,33,9
14133,4,7,14,23,24,29,8
14134,7,12,19,25,32,33,12
14135,9,10,13,16,24,26,6
14136,6,13,19,20,26,29,17
14137,5,10,12,14,20,27,16
14138,5,7,11,17,22,29,13
14139,5,13,16,23,28,31,3
14140,7,11,20,26,29,29,12
14141,6,11,14,19,23,30,9
14142,4,6,10,16,23,27,10
14143,4,11,14,18,30,31,8
14144,4,10,17,20,28,33,8
14145,2,3,8,15,21,21,9
14146,4,6,19,22,28,31,7
14147,9,12,18,22,28,28,9
14148,9,10,19,25,29,33,4
14149,3,9,14,16,22,24,2
14150,2,16,18,19,22,28,4
14151,2,9,12,16,20,30,9
14152,7,12,15,15,23,28,10
14153,5,9,11,20,20,27,11
15002,4,10,15,17,23,28,10
15003,5,12,19,19,22,29,10
15004,9,14,16,17,24,29,11
15005,4,9,9,16,18,30,9
15006,2,5,11,17,25,31,17
15007,2,11,18,19,24,29,12
15008,4,7,16,24,25,33,4
15009,8,11,16,20,25,29,13
15010,7,9,15,21,23,28,8
15011,6,10,14,22,25,34,8
15012,0,3,8,13,20,26,1
15013,4,9,15,21,25,29,12
15014,8,12,16,16,25,26,5
15015,-1,6,9,17,24,29,10
15016,8,16,20,21,26,32,10
15017,5,11,15,18,24,27,9
15018,8,11,12,20,25,29,11
15019,9,10,16,18,21,28,8
15020,9,14,20,21,28,31,6
15021,4,7,15,20,20,30,13
15022,5,8,10,17,19,25,8
15023,5,12,18,22,24,30,12
15024,4,13,19,21,27,29,8
15025,12,15,21,26,26,31,4
15026,5,12,13,16,25,28,11
15027,4,9,12,16,23,27,12
15028,5,9,16,18,26,29,5
15029,7,13,25,28,28,34,6
15030,6,9,12,17,22,26,11
15031,7,9,11,21,22,29,6
15032,6,10,18,21,24,29,13
15033,6,10,15,16,20,30,6
15034,4,9,12,24,26,30,8
15035,4,10,20,22,30,33,12
15036,4,10,11,14,14,27,5
15037,7,15,22,29,29,34,12
15038,7,10,13,18,25,27,11
15039,7,8,18,19,23,27,11
15040,6,12,18,19,21,30,15
15041,4,10,14,20,25,29,9
15042,4,8,14,20,25,30,9
15043,2,7,16,19,27,31,10
15044,4,12,14,18,25,31,14
15045,8,13,14,15,22,33,5
15046,4,11,17,19,21,29,9
15047,6,12,13,21,21,27,13
15048,8,13,18,19,24,27,12
15049,4,10,12,21,23,27,6
15050,10,14,16,18,23,30,6
15051,4,9,12,18,25,27,8
15052,4,10,13,20,24,30,5
15053,6,8,13,20,22,28,11
15054,5,8,19,19,19,33,2
15055,4,5,10,17,22,28,4
15056,4,10,14,18,24,29,11
15057,5,10,10,21,25,28,11
15058,7,14,19,23,24,30,10
15059,6,10,15,19,21,25,10
15060,5,12,18,24,25,27,9
15061,4,12,14,20,21,29,8
15062,7,10,17,20,24,30,11
15063,6,8,15,20,25,28,7
15064,4,7,15,23,26,29,7
15065,4,4,5,15,22,27,5
15066,2,8,11,20,23,28,12
15067,5,10,10,19,25,32,14
15068,0,5,14,19,23,26,13
15069,1,6,8,15,20,22,8
15070,5,11,11,19,22,27,9
15071,4,10,15,20,22,31,6
15072,10,15,19,22,27,30,10
15073,3,10,17,19,25,30,14
15074,5,6,13,17,20,25,11
15075,4,7,11,17,24,30,7
15076,13,14,19,22,24,28,7
15077,2,8,13,21,23,28,8
15078,4,6,7,11,22,24,14
15079,7,12,19,21,25,31,5
15080,8,13,14,20,23,30,10
15081,3,6,10,15,22,28,5
15082,7,14,15,18,22,28,7
15083,1,7,13,19,21,27,12
15084,3,10,15,21,25,30,9
15085,9,12,21,22,25,28,9
15086,5,7,15,20,24,30,8
15087,8,8,10,18,22,26,3
15088,5,6,12,17,21,30,5
15089,5,9,13,15,18,27,14
15090,4,10,18,22,24,28,7
15091,3,7,14,20,25,26,7
15092,3,10,12,14,25,29,8
15093,4,6,8,18,25,26,7
15094,3,7,12,17,22,24,11
15095,2,7,10,13,21,30,11
15096,5,11,15,22,29,30,8
15097,7,11,22,24,27,30,10
15098,6,13,16,20,26,29,8
15099,3,5,12,15,20,22,6
15100,3,9,12,16,20,28,14
15101,5,13,15,20,24,30,12
15102,8,9,11,20,21,30,8
15103,5,11,13,14,20,24,8
15104,1,4,12,13,21,22,10
15105,2,8,12,18,20,21,2
15106,7,9,18,22,24,28,-2
15107,5,7,18,20,25,26,4
15108,6,10,15,15,21,27,8
15109,8,8,18,21,24,27,9
15110,3,12,17,22,23,29,7
15111,7,10,12,13,17,28,4
15112,1,12,14,18,26,31,13
15113,3,10,11,22,26,29,10
15114,1,5,11,18,23,30,10
15115,4,10,17,18,26,33,9
15116,2,5,17,18,27,30,7
15117,10,13,14,22,26,30,6
15118,5,7,13,17,20,28,13
15119,4,9,10,18,20,24,10
15120,4,9,14,15,21,27,9
15121,4,8,14,22,24,25,12
15122,6,6,9,19,22,26,11
15123,4,7,13,18,21,26,8
15124,5,6,15,19,23,32,4
15125,4,9,15,25,28,33,4
15126,5,8,9,15,20,28,7
15127,7,7,13,18,22,27,10
15128,4,8,14,21,28,31,10
15129,2,10,13,22,27,29,7
15130,5,12,17,21,24,28,7
15131,7,14,18,20,23,29,10
15132,7,14,15,22,28,31,8
15133,6,15,16,18,24,27,4
15134,5,11,13,21,25,32,5
15135,6,11,16,22,26,29,7
15136,2,4,8,19,21,27,12
15137,9,14,16,24,25,27,9
15138,0,9,14,14,18,26,8
15139,5,9,14,18,19,26,4
15140,5,7,13,17,23,28,9
15141,4,6,12,14,21,27,13
15142,4,11,16,22,23,28,8
15143,4,7,20,22,24,32,4
15144,6,13,18,19,23,26,9
15145,6,14,17,17,22,33,6
15146,4,9,13,16,22,28,9
15147,4,10,17,19,23,23,13
15148,3,14,18,19,26,30,11
15149,6,9,17,23,24,32,7
15150,2,8,11,13,19,29,9
15151,2,12,15,20,27,32,6
15152,9,11,12,16,23,26,7
15153,1,7,17,18,19,26,9
15154,6,7,14,20,24,28,10
15155,6,10,11,18,23,28,10
16002,3,8,13,18,25,28,6
16003,6,14,17,21,25,30,10
16004,4,8,15,18,21,27,10
16005,8,9,16,21,25,30,8
16006,2,10,16,18,24,26,4
16007,5,8,15,16,21,29,6
16008,2,6,12,19,24,31,5
16009,6,12,13,16,25,29,6
16010,3,8,16,17,23,29,10
16011,2,9,12,15,24,29,9
16012,8,12,13,19,24,30,6
16013,4,14,20,23,25,26,7
16014,5,9,13,14,21,32,4
16015,6,12,16,19,26,29,10
16016,2,14,18,22,23,28,6
16017,8,11,14,20,24,26,17
16018,5,7,17,22,24,26,4
16019,10,13,18,21,28,29,7
16020,4,9,15,19,21,30,10
16021,2,5,13,20,26,31,8
16022,2,9,17,20,22,26,3
16023,2,7,16,21,26,31,11
16024,3,6,12,20,27,29,9
16025,5,14,16,23,28,31,6
16026,4,8,12,21,27,28,12
16027,1,3,8,15,19,27,5
16028,8,15,16,19,30,31,11
16029,3,6,6,16,21,27,7
16030,3,8,13,14,24,32,12
16031,5,10,19,24,30,31,8
16032,5,8,14,18,20,27,8
16033,7,10,14,19,26,30,11
16034,3,10,18,23,26,29,3
16035,5,7,12,19,21,32,9
16036,4,9,12,15,22,31,9
16037,2,7,16,19,23,28,11
16038,5,6,12,18,23,29,10
16039,6,7,15,21,23,30,12
16040,5,13,15,18,27,30,10
16041,1,7,10,10,26,30,10
16042,8,15,15,21,24,30,6
16043,6,11,14,19,25,28,10
16044,4,6,10,18,26,28,7
16045,2,14,20,23,28,30,14
16046,6,9,11,18,23,30,10
16047,0,8,19,21,22,29,6
16048,3,7,14,16,20,30,8
16049,4,6,13,15,17,26,13
16050,2,10,11,17,23,25,8
16051,8,14,15,23,27,32,10
16052,2,7,17,22,23,27,6
16053,3,9,20,26,29,30,7
16054,6,9,13,20,21,29,11
16055,3,10,11,21,23,26,11
16056,4,9,12,17,26,27,3
16057,1,11,16,20,21,29,7
16058,5,9,13,19,27,32,9
16059,3,9,13,17,23,31,9
16060,3,8,14,22,23,30,7
16061,7,11,19,24,28,28,6
16062,8,13,15,26,27,28,7
16063,3,11,20,21,27,29,12
16064,8,13,18,18,23,29,10
16065,4,10,15,23,27,30,4
16066,2,8,9,15,22,27,10
16067,6,9,12,25,29,31,9
16068,3,11,18,21,25,33,9
16069,2,11,15,16,25,27,8
16070,1,11,14,17,25,30,14
16071,4,12,14,22,25,32,6
16072,7,8,17,21,29,30,9
16073,4,8,16,18,28,30,12
16074,2,6,15,22,30,30,8
16075,4,8,11,12,21,25,11
16076,4,6,16,20,25,28,8
16077,7,9,11,17,25,26,6
16078,2,5,10,18,19,26,10
16079,7,13,19,23,28,31,12
16080,4,9,13,20,26,27,3
16081,12,17,19,23,27,30,7
16082,8,12,18,26,28,30,9
16083,6,11,18,23,27,30,8
16084,13,13,15,23,26,31,10
16085,3,5,12,21,26,29,8
16086,8,9,12,18,19,32,11
16087,4,10,15,20,24,25,8
16088,5,13,13,20,21,27,7
16089,5,8,15,16,22,27,8
16090,7,11,12,21,24,29,5
16091,4,8,12,16,22,29,12
16092,3,9,11,16,22,28,10
16093,5,10,18,19,25,29,9
16094,4,8,13,20,26,31,13
16095,5,10,17,22,24,27,8
16096,3,7,10,17,19,27,13
16097,6,18,21,28,30,33,6
16098,8,10,10,15,23,31,5
16099,6,12,13,21,21,27,6
16100,2,7,10,17,22,32,11
16101,4,5,15,18,22,26,3
16102,7,15,20,21,22,23,6
16103,6,10,17,19,25,29,7
16104,6,10,12,17,25,26,7
16105,7,10,16,17,26,29,8
16106,0,4,13,18,24,28,13
16107,5,14,20,22,25,31,5
16108,4,8,9,11,19,25,10
16109,4,11,14,18,22,29,5
16110,5,10,16,19,27,28,7
16111,4,6,15,22,23,26,11
16112,4,5,13,23,26,32,9
16113,1,10,11,20,27,28,6
16114,4,10,18,22,27,33,8
16115,4,6,14,14,19,28,4
16116,5,6,12,16,18,26,7
16117,4,11,14,19,28,31,11
16118,3,10,16,23,28,29,12
16119,8,15,15,23,28,32,9
16120,7,9,15,21,21,26,13
16121,7,10,13,20,25,28,13
16122,3,14,19,22,25,30,9
16123,2,11,15,19,23,26,10
16124,3,4,14,19,28,32,7
16125,5,9,15,20,28,31,10
16126,3,8,14,15,25,30,8
16127,4,6,9,19,21,28,8
16128,6,7,14,19,25,31,9
16129,4,6,14,18,24,27,11
16130,15,17,21,21,28,31,3
16131,8,11,13,22,23,31,4
16132,2,9,12,19,23,27,8
16133,4,8,8,17,21,27,12
16134,6,9,10,21,21,28,7
16135,3,9,15,20,21,31,13
16136,6,11,16,20,25,29,6
16137,5,10,14,17,22,26,9
16138,3,4,12,16,20,25,9
16139,9,9,15,18,22,30,6
16140,3,10,12,18,24,27,15
16141,3,5,11,15,17,23,8
16142,1,6,9,14,22,29,9
16143,3,8,10,18,22,27,12
16144,6,10,12,14,22,26,11
16145,6,12,16,20,25,30,6
16146,4,14,15,17,27,31,6
16147,2,6,11,21,25,31,9
16148,2,11,14,16,25,29,5
16149,1,9,11,17,21,31,7
16150,4,11,13,21,25,32,12
16151,4,6,15,18,24,32,12
16152,6,10,12,18,22,27,11
16153,3,9,15,17,24,27,8
16154,4,11,13,20,25,29,9
17002,8,11,20,20,29,31,8
17003,5,10,17,17,23,28,7
17004,5,6,14,20,21,25,12
17005,7,14,18,20,24,30,8
17006,4,9,14,20,23,26,9
17007,3,6,7,18,20,24,8
17008,6,12,15,22,25,29,6
17009,9,10,19,22,27,27,11
17010,6,10,19,19,26,29,8
17011,5,9,17,19,24,29,7
17012,7,9,16,19,25,32,10
17013,4,8,14,20,26,29,10
17014,4,12,15,26,27,28,7
17015,3,12,19,25,26,31,9
17016,2,9,13,16,26,32,10
17017,6,11,14,17,23,29,8
17018,7,9,13,20,22,27,7
17019,4,9,12,18,22,23,7
17020,7,9,10,24,28,29,11
17021,3,7,11,14,22,27,8
17022,7,14,15,23,27,32,5
17023,3,9,12,22,23,31,8
17024,3,10,13,20,27,29,9
17025,4,10,12,21,26,26,13
17026,2,12,15,20,22,25,8
17027,4,7,13,20,24,29,10
17028,5,11,22,22,27,32,8
17029,7,7,11,13,22,29,7
17030,4,11,17,22,25,29,10
17031,4,4,14,17,22,27,6
17032,7,9,12,16,20,25,8
17033,5,10,13,18,22,24,10
17034,4,4,10,14,14,22,9
17035,5,13,17,18,26,30,2
17036,5,10,18,19,27,29,10
17037,6,8,11,14,18,31,9
17038,3,6,12,15,23,28,5
17039,1,14,17,20,25,27,12
17040,4,8,12,17,27,29,6
17041,4,6,10,15,24,32,11
17042,4,8,16,23,25,30,3
17043,2,6,16,21,27,28,4
17044,7,14,15,20,26,29,11
17045,5,11,12,18,20,29,6
17046,5,10,16,21,22,28,7
17047,5,8,15,20,22,29,6
17048,1,5,8,21,24,29,6
17049,1,7,7,20,25,31,5
17050,3,10,13,19,22,29,11
17051,5,11,13,23,26,29,7
17052,7,10,18,22,29,30,11
17053,4,10,13,19,29,29,13
17054,4,10,16,17,21,27,13
17055,8,13,18,24,29,32,9
17056,4,6,14,17,25,26,7
17057,9,11,16,22,25,30,7
17058,10,13,14,22,23,29,9
17059,4,11,15,20,28,29,9
17060,3,9,14,18,26,30,8
17061,6,7,17,19,24,30,8
17062,5,11,13,18,22,24,7
17063,1,9,12,17,18,33,5
17064,4,7,14,18,26,28,6
17065,4,12,17,24,30,30,13
17066,2,7,18,18,25,28,7
17067,3,7,10,15,21,28,13
17068,7,10,16,23,25,31,6
17069,7,13,19,22,24,32,14
17070,2,7,7,19,22,28,5
17071,2,14,16,16,25,28,8
17072,5,10,14,14,20,28,2
17073,1,4,12,20,26,29,9
17074,3,13,17,22,26,31,8
17075,5,15,15,25,28,29,10
17076,1,6,12,18,26,29,8
17077,5,9,12,12,15,28,2
17078,7,17,18,22,29,32,7
17079,8,14,16,18,25,30,8
17080,4,15,18,21,29,31,10
17081,6,8,15,20,21,30,13
17082,4,8,19,19,26,31,1
17083,2,9,11,17,23,28,8
17084,6,7,15,18,24,29,10
17085,5,13,13,19,24,28,11
17086,2,9,11,23,27,29,9
17087,5,9,14,27,28,29,9
17088,5,12,16,23,26,30,8
17089,3,10,12,18,26,30,8
17090,6,9,14,19,25,31,3
17091,6,12,17,21,23,31,8
17092,4,11,12,15,20,30,8
17093,2,10,19,23,25,29,13
17094,5,7,12,16,23,28,9
17095,6,10,10,19,24,28,8
17096,1,7,17,21,29,33,5
17097,4,7,13,17,21,29,7
17098,3,6,12,14,22,28,9
17099,7,10,18,21,28,30,6
17100,6,7,9,17,22,23,10
17101,5,9,17,19,26,30,12
17102,2,7,16,23,27,27,8
17103,5,9,11,24,26,31,11
17104,7,9,12,21,26,29,11
17105,6,10,11,19,19,34,6
17106,6,11,13,16,24,33,16
17107,5,15,15,19,21,31,11
17108,9,20,20,28,29,30,9
17109,1,8,20,27,33,34,11
