"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"21002","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21003","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21004","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21005","Zero","1","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21006","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21007","Zero","1","0","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"21008","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21009","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21010","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21011","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21012","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21013","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21014","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21015","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21016","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21017","Zero","2","0","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21018","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21019","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21020","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21021","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21022","Zero","2","0","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21023","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21024","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21025","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21026","Fifth","4","0","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"21027","Zero","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"21028","Zero","2","0","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"21029","Zero","3","0","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"21030","Zero","2","0","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"21031","Zero","2","0","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21032","Zero","2","0","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"21033","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21034","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21035","Zero","2","0","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"21036","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21037","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21038","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21039","Zero","2","0","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21040","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21041","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21042","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21043","Sixth","1","1","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"21044","Zero","3","0","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"21045","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21046","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21047","Zero","2","0","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"21048","Zero","2","0","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"21049","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21050","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21051","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21052","Zero","2","0","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"21053","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21054","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21055","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21056","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21057","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21058","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21059","Zero","1","0","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"21060","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21061","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21062","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21063","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21064","Sixth","1","1","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21065","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21066","Zero","1","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"21067","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21068","Zero","2","0","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21069","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21070","Zero","2","0","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"21071","Zero","2","0","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"21072","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21073","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21074","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21075","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21076","Sixth","2","1","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"21077","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21078","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21079","Zero","3","0","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"21080","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21081","Zero","2","0","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"21082","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21083","Sixth","0","1","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21084","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21085","Zero","2","0","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"21086","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21087","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21088","Zero","2","0","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"21089","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21090","Zero","1","0","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"21091","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21092","Zero","1","0","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"21093","Zero","1","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21094","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21095","Zero","2","0","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"21096","Zero","2","0","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"21097","Zero","1","0","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"21098","Zero","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"21099","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"21100","Zero","1","0","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
