"V1","V2","V3","V4","V5","V6","V7","V8"
"18002","3","12","16","22","28","30","4"
"18003","2","12","16","18","19","28","10"
"18004","3","6","12","13","23","29","8"
"18005","3","5","11","17","25","26","8"
"18006","12","15","15","15","22","30","14"
"18007","5","9","15","19","25","29","10"
"18008","4","12","14","18","23","32","13"
"18009","6","8","14","18","21","29","7"
"18010","3","8","13","24","25","28","10"
"18011","3","8","14","22","24","28","7"
"18012","2","10","12","22","23","29","7"
"18013","7","8","16","16","18","31","9"
"18014","5","12","13","20","25","25","7"
"18015","5","8","8","21","26","28","11"
"18016","3","10","15","19","22","28","4"
"18017","6","13","13","15","25","28","7"
"18018","6","7","11","23","27","27","5"
"18019","4","9","13","20","20","29","8"
"18020","4","8","10","23","24","26","10"
"18021","5","8","13","18","23","25","2"
"18022","3","9","16","19","20","30","13"
"18023","4","6","17","20","27","29","5"
"18024","7","10","13","19","28","28","6"
"18025","1","11","16","22","23","25","10"
"18026","3","11","13","20","24","31","8"
"18027","8","9","14","22","28","28","8"
"18028","6","8","13","20","24","30","9"
"18029","3","12","16","18","21","30","10"
"18030","4","5","17","19","23","30","8"
"18031","5","8","15","22","24","29","11"
"18032","4","7","17","19","24","25","6"
"18033","5","6","15","19","21","28","10"
"18034","3","8","8","13","24","28","6"
"18035","5","8","14","17","24","30","6"
"18036","5","11","19","23","28","31","9"
"18037","2","15","15","20","25","31","9"
"18038","5","9","15","19","28","30","13"
"18039","7","9","15","19","22","27","2"
"18040","7","10","14","17","20","30","6"
"18041","4","10","16","22","23","29","8"
"18042","7","9","10","16","26","26","5"
"18043","1","9","12","19","22","31","6"
"18044","6","13","18","18","27","28","7"
"18045","4","10","17","18","23","28","8"
"18046","5","8","12","18","23","28","10"
"18047","6","11","13","20","27","29","6"
"18048","3","6","7","20","24","30","13"
"18049","6","12","16","18","28","30","5"
"18050","4","8","17","21","23","26","8"
"18051","7","9","10","17","26","30","10"
"18052","5","8","16","19","25","30","13"
"18053","5","12","14","20","26","26","7"
"18054","3","9","10","24","27","27","9"
"18055","4","6","9","14","29","31","4"
"18056","4","9","10","12","25","28","10"
"18057","5","10","16","18","24","29","12"
"18058","4","13","15","20","25","30","4"
"18059","6","8","15","20","24","32","4"
"18060","5","13","14","16","21","29","9"
"18061","4","11","11","15","25","28","8"
"18062","3","6","14","19","28","32","10"
"18063","4","13","14","15","20","25","5"
"18064","6","8","15","19","22","32","7"
"18065","4","7","11","19","21","30","6"
"18066","4","11","16","17","23","26","8"
"18067","6","9","13","20","27","30","8"
"18068","7","9","12","19","24","30","11"
"18069","5","11","12","19","24","25","12"
"18070","7","10","12","20","22","24","7"
"18071","4","12","16","21","22","24","9"
"18072","4","8","12","19","24","29","7"
"18073","2","11","15","24","27","28","10"
"18074","5","8","8","17","28","29","9"
"18075","4","14","16","16","23","27","11"
"18076","3","11","15","22","24","31","12"
"18077","3","7","13","14","20","29","8"
"18078","4","9","11","19","19","31","10"
"18079","5","8","15","23","24","27","10"
"18080","4","11","13","17","24","29","7"
"18081","7","8","15","20","25","30","9"
"18082","4","11","17","18","27","30","9"
