"V1","V2","V3","V4","V5","V6","V7","V8"
"15002","7","8","14","20","25","28","8"
"15003","3","9","17","19","24","26","9"
"15004","5","7","14","17","28","30","10"
"15005","5","8","18","23","24","25","7"
"15006","5","6","14","18","20","27","6"
"15007","2","6","15","15","21","28","6"
"15008","6","9","12","13","26","28","8"
"15009","3","9","17","17","24","29","8"
"15010","8","10","11","22","24","33","9"
"15011","6","11","12","23","23","25","10"
"15012","4","7","16","16","19","25","9"
"15013","3","10","12","16","21","27","7"
"15014","5","9","10","20","21","32","7"
"15015","3","12","13","20","23","25","9"
"15016","2","12","18","21","26","29","7"
"15017","5","8","15","18","24","31","5"
"15018","3","4","17","22","27","29","6"
"15019","4","9","17","21","26","27","8"
"15020","3","10","15","19","19","28","8"
"15021","6","10","13","18","20","29","10"
"15022","2","9","15","21","24","28","12"
"15023","6","11","12","13","19","29","12"
"15024","4","8","17","18","23","29","8"
"15025","5","10","13","15","24","31","8"
"15026","6","9","15","15","26","28","11"
"15027","4","9","13","19","24","28","7"
"15028","3","14","17","18","21","29","8"
"15029","7","10","10","15","22","24","10"
"15030","5","6","17","18","22","26","6"
"15031","7","7","19","22","22","29","9"
"15032","3","6","14","18","23","27","8"
"15033","1","9","13","19","22","32","6"
"15034","5","9","10","19","24","26","13"
"15035","2","9","14","19","25","26","6"
"15036","2","12","14","16","28","30","11"
"15037","4","6","14","20","26","29","5"
"15038","5","10","13","21","25","33","8"
"15039","4","9","12","15","24","32","10"
"15040","10","12","19","20","24","30","10"
"15041","2","7","17","20","23","29","10"
"15042","3","9","15","15","23","24","8"
"15043","4","9","14","18","25","29","13"
"15044","2","11","17","18","27","28","10"
"15045","4","12","14","15","24","25","9"
"15046","3","11","15","21","25","31","9"
"15047","2","9","16","17","27","30","11"
"15048","3","10","11","12","18","24","10"
"15049","5","9","10","16","19","29","10"
"15050","6","9","14","19","28","30","10"
"15051","3","5","8","16","17","31","8"
"15052","4","7","7","18","23","28","11"
"15053","1","14","16","17","26","28","14"
"15054","2","9","10","18","21","27","5"
"15055","7","8","18","21","24","31","10"
"15056","5","7","19","21","23","31","6"
"15057","8","10","12","18","25","28","3"
"15058","6","10","15","18","27","29","13"
"15059","4","4","14","20","22","31","5"
"15060","2","11","13","21","26","29","12"
"15061","2","11","15","19","20","24","8"
"15062","3","4","14","21","22","29","8"
"15063","8","9","15","19","22","32","10"
"15064","4","9","16","19","23","32","9"
"15065","1","8","11","14","23","29","9"
"15066","3","10","10","16","21","29","9"
"15067","4","9","16","18","24","26","10"
"15068","7","9","16","21","22","28","10"
"15069","2","7","13","18","27","29","10"
"15070","6","12","16","19","22","30","11"
"15071","3","5","14","16","18","29","3"
"15072","3","8","10","21","22","29","7"
"15073","4","10","13","20","25","27","6"
"15074","9","10","13","22","22","29","5"
"15075","5","10","11","20","22","27","2"
"15076","6","9","13","13","22","33","9"
"15077","2","8","13","17","22","30","7"
"15078","9","12","14","16","25","28","13"
"15079","3","9","9","18","23","28","5"
"15080","6","7","15","21","25","28","6"
"15081","7","11","12","18","24","31","7"
"15082","5","7","17","23","25","29","15"
"15083","6","10","11","17","26","27","11"
"15084","1","9","13","17","20","31","8"
"15085","5","11","11","14","28","29","10"
"15086","4","9","16","21","25","30","8"
"15087","2","11","18","19","25","30","6"
"15088","6","10","19","20","24","28","12"
"15089","4","7","19","20","23","30","11"
"15090","2","12","16","16","24","29","10"
"15091","4","8","18","23","25","31","9"
"15092","5","11","13","15","22","30","8"
"15093","4","7","16","22","25","28","12"
