"V1","V2","V3","V4","V5","V6","V7","V8"
"14002","5","5","17","23","24","26","6"
"14003","3","12","17","19","21","29","12"
"14004","2","12","14","17","23","25","8"
"14005","2","10","15","20","27","29","6"
"14006","3","6","11","21","23","27","11"
"14007","4","6","11","21","27","30","6"
"14008","3","6","13","17","22","30","8"
"14009","5","7","16","20","25","28","12"
"14010","1","11","17","20","23","27","5"
"14011","8","9","9","23","23","30","11"
"14012","5","11","13","14","27","31","10"
"14013","5","5","19","19","24","30","9"
"14014","4","7","9","22","24","28","5"
"14015","6","9","12","19","27","29","7"
"14016","4","9","11","19","20","28","10"
"14017","4","9","12","17","18","26","12"
"14018","5","9","17","18","21","28","11"
"14019","3","13","14","18","23","31","4"
"14020","8","9","15","18","24","26","10"
"14021","3","13","14","19","22","30","11"
"14022","8","14","15","17","26","32","10"
"14023","4","11","14","19","19","32","7"
"14024","4","12","12","19","25","25","10"
"14025","5","6","12","13","23","29","9"
"14026","3","10","13","22","23","31","11"
"14027","4","8","13","15","15","29","12"
"14028","2","7","15","21","25","25","13"
"14029","4","10","15","17","24","32","12"
"14030","3","10","13","15","25","29","7"
"14031","6","6","7","19","23","26","8"
"14032","4","5","19","20","30","31","11"
"14033","3","3","14","18","19","24","10"
"14034","5","11","12","20","20","30","11"
"14035","5","7","10","19","27","29","9"
"14036","4","9","16","21","28","30","6"
"14037","6","8","15","18","19","29","7"
"14038","5","15","17","18","26","27","8"
"14039","6","11","16","17","23","29","8"
"14040","4","6","14","16","18","25","7"
"14041","5","7","9","20","23","23","11"
"14042","5","6","15","18","27","27","10"
"14043","2","11","19","24","27","31","12"
"14044","3","12","17","19","29","30","7"
"14045","6","12","19","23","25","30","9"
"14046","6","9","18","20","22","26","7"
"14047","5","14","15","21","27","31","11"
"14048","5","10","14","18","27","31","10"
"14049","6","7","16","16","25","26","9"
"14050","2","9","12","19","24","31","9"
"14051","2","10","13","16","18","28","6"
"14052","5","14","15","19","21","32","3"
"14053","3","11","18","19","19","30","13"
"14054","4","14","17","23","26","31","6"
"14055","4","9","12","20","25","28","8"
"14056","2","9","15","19","22","28","10"
"14057","5","12","15","16","24","30","7"
"14058","7","8","16","19","24","28","7"
"14059","6","9","17","19","21","26","7"
"14060","2","10","11","13","26","32","8"
"14061","6","9","17","20","26","29","10"
"14062","6","12","14","15","29","31","9"
"14063","6","9","11","18","20","25","8"
"14064","6","10","15","16","24","29","12"
"14065","6","9","15","18","23","30","7"
"14066","6","9","9","16","16","27","9"
"14067","3","12","14","18","26","29","12"
"14068","6","7","12","18","22","29","10"
"14069","5","8","12","20","24","26","10"
"14070","6","14","19","22","28","29","12"
"14071","3","8","10","21","26","27","10"
"14072","4","8","16","19","25","30","7"
"14073","5","6","16","20","22","30","11"
"14074","4","12","13","22","23","28","10"
"14075","2","7","16","18","22","29","11"
"14076","3","8","14","19","27","27","9"
"14077","4","7","11","16","25","26","9"
"14078","4","8","11","15","26","29","12"
"14079","2","5","15","16","24","24","7"
"14080","5","5","11","19","28","28","12"
"14081","5","9","10","17","26","27","8"
"14082","1","9","11","20","24","31","11"
"14083","3","7","13","23","24","32","10"
"14084","5","11","13","19","25","29","9"
"14085","3","4","9","19","20","26","5"
"14086","2","10","16","16","21","31","10"
"14087","3","8","10","17","19","29","6"
"14088","7","11","12","19","26","31","12"
"14089","4","13","14","17","23","28","5"
"14090","6","13","16","17","27","31","7"
"14091","2","11","17","17","26","30","10"
"14092","5","10","14","24","24","29","7"
"14093","3","13","16","20","26","27","9"
"14094","6","10","14","23","23","31","5"
"14095","2","10","15","16","17","27","11"
"14096","5","12","14","20","25","30","9"
"14097","5","7","15","22","23","30","7"
"14098","3","10","16","21","22","28","10"
"14099","5","9","12","20","22","28","12"
"14100","5","8","13","22","24","30","7"
"14101","3","11","11","17","25","28","7"
"14102","5","11","11","21","27","29","8"
"14103","9","10","18","19","23","29","10"
"14104","5","6","14","15","23","29","8"
"14105","5","7","14","20","20","28","9"
"14106","9","10","14","15","26","26","11"
"14107","5","6","13","14","22","29","8"
"14108","4","9","16","18","28","30","11"
"14109","4","8","14","14","23","29","10"
"14110","5","14","17","20","26","30","13"
"14111","8","10","10","14","25","30","9"
"14112","4","10","12","17","25","29","6"
"14113","5","9","10","16","22","29","12"
"14114","6","8","14","19","23","28","12"
"14115","8","12","19","20","22","26","4"
"14116","2","8","10","15","19","29","11"
"14117","5","6","15","20","23","31","8"
"14118","5","9","16","21","22","29","7"
"14119","4","10","16","19","24","30","12"
"14120","2","7","13","16","25","28","6"
"14121","5","11","15","20","23","28","8"
"14122","5","7","12","20","21","30","4"
"14123","4","9","13","19","26","30","11"
"14124","3","12","15","20","22","27","10"
"14125","6","7","12","20","24","30","10"
"14126","5","8","12","20","21","28","10"
"14127","2","13","14","15","22","29","8"
"14128","7","9","17","17","25","29","7"
"14129","1","3","8","9","23","29","7"
"14130","8","9","12","15","20","29","10"
"14131","5","7","14","22","26","28","11"
"14132","7","9","10","18","23","30","8"
"14133","3","10","18","24","24","28","6"
"14134","3","8","8","19","24","25","11"
"14135","3","10","15","21","24","30","13"
"14136","5","11","12","17","19","31","8"
"14137","5","9","16","18","20","32","7"
"14138","3","11","17","20","23","30","11"
"14139","5","8","16","19","23","34","4"
"14140","7","7","14","17","25","31","8"
"14141","3","10","15","17","20","29","9"
"14142","5","7","8","14","26","29","12"
"14143","5","10","16","17","20","30","10"
"14144","5","9","12","15","20","28","7"
"14145","4","8","17","17","22","32","6"
"14146","5","7","14","21","25","30","7"
"14147","6","10","20","22","22","28","8"
"14148","5","14","14","23","26","28","12"
"14149","4","11","15","21","22","25","11"
"14150","4","7","10","14","19","33","9"
"14151","8","9","11","22","27","31","8"
"14152","3","6","17","18","22","30","8"
"14153","3","8","15","18","27","31","11"
"15002","6","9","15","18","21","29","7"
"15003","4","9","13","17","24","25","10"
"15004","4","10","14","25","26","31","9"
"15005","2","10","16","22","22","30","8"
"15006","3","12","15","19","19","23","6"
"15007","4","8","11","22","25","29","8"
"15008","5","11","12","19","27","31","6"
"15009","6","8","11","22","27","28","9"
"15010","4","6","12","20","23","29","6"
"15011","6","8","15","18","24","27","6"
"15012","6","11","19","21","25","27","8"
"15013","2","7","11","18","27","28","13"
"15014","3","8","15","20","21","30","8"
"15015","0","6","17","17","22","29","6"
"15016","6","8","10","20","22","28","7"
"15017","6","10","14","19","26","27","10"
"15018","4","11","17","18","27","30","15"
"15019","4","7","14","16","23","27","7"
"15020","4","11","14","19","23","27","11"
"15021","3","8","13","17","26","28","10"
"15022","1","10","14","15","25","31","12"
"15023","6","10","12","13","23","28","10"
"15024","3","8","13","18","25","27","7"
"15025","7","13","15","15","22","30","6"
"15026","3","8","12","17","22","30","9"
"15027","3","10","16","20","24","28","12"
"15028","5","10","15","19","26","26","9"
"15029","2","8","13","17","26","27","11"
"15030","3","9","14","17","25","32","9"
"15031","7","9","16","19","22","29","7"
"15032","3","11","12","20","21","29","10"
"15033","1","10","13","23","25","30","6"
"15034","6","8","17","22","25","25","10"
"15035","1","13","14","18","23","27","4"
"15036","3","10","11","18","22","29","12"
"15037","2","10","14","19","20","31","7"
"15038","4","9","16","21","26","30","11"
"15039","1","6","12","21","22","29","7"
"15040","5","8","15","17","28","30","9"
"15041","4","12","14","21","23","29","12"
"15042","7","8","15","17","23","30","8"
"15043","6","12","15","21","23","31","10"
"15044","6","7","16","18","24","28","9"
"15045","4","9","14","20","21","29","11"
"15046","1","11","13","23","25","29","7"
"15047","3","11","16","21","22","31","8"
"15048","4","8","13","18","20","30","6"
"15049","3","6","17","20","22","29","3"
"15050","4","11","13","17","21","27","7"
"15051","5","11","12","15","28","28","11"
"15052","6","12","12","16","24","27","10"
"15053","0","8","11","15","29","29","10"
"15054","1","9","15","16","24","31","6"
"15055","7","7","17","18","23","30","10"
"15056","5","11","17","20","24","29","5"
"15057","3","14","16","22","25","25","8"
"15058","3","11","12","22","24","27","9"
"15059","4","9","16","20","21","29","7"
"15060","4","5","13","15","29","30","11"
"15061","5","13","14","19","24","27","11"
"15062","2","10","17","24","25","26","8"
"15063","3","8","8","15","23","27","8"
"15064","5","10","12","20","23","29","10"
"15065","5","5","10","19","26","31","9"
"15066","7","11","17","18","22","27","10"
"15067","4","10","15","17","21","22","7"
"15068","0","8","16","16","26","31","10"
"15069","11","12","17","19","27","29","10"
"15070","6","8","13","21","23","31","6"
"15071","3","7","16","18","27","30","8"
"15072","5","11","13","16","24","29","10"
"15073","3","9","11","20","22","28","6"
"15074","8","10","15","22","26","27","11"
"15075","3","11","14","18","25","28","7"
"15076","6","8","14","16","21","31","16"
"15077","5","6","13","17","20","29","8"
"15078","6","11","12","15","25","27","12"
"15079","2","10","15","18","23","29","8"
"15080","4","12","15","21","23","33","7"
"15081","7","11","11","14","26","29","7"
"15082","4","7","18","19","25","30","10"
"15083","5","6","12","20","27","28","10"
"15084","3","8","13","16","30","30","8"
"15085","3","11","13","19","28","29","5"
"15086","4","12","19","19","22","28","10"
"15087","3","7","11","19","28","29","8"
"15088","2","11","15","20","26","26","10"
"15089","2","9","17","24","27","28","8"
"15090","4","12","16","19","25","29","11"
"15091","4","8","12","18","25","30","12"
"15092","6","10","13","17","18","28","8"
"15093","3","7","15","18","24","27","11"
"15094","6","9","17","18","26","30","10"
"15095","5","7","10","21","25","30","9"
"15096","6","13","16","17","24","29","9"
"15097","6","8","17","21","22","30","11"
"15098","3","7","13","15","24","27","10"
"15099","6","10","14","18","24","24","10"
"15100","5","8","18","20","23","30","8"
"15101","7","10","13","19","24","28","7"
"15102","6","9","15","21","22","31","8"
"15103","5","11","15","18","22","28","12"
"15104","6","10","14","18","21","32","9"
"15105","5","9","17","18","26","28","11"
"15106","5","7","17","23","23","29","11"
"15107","3","6","11","19","25","30","5"
"15108","4","7","13","23","24","27","10"
"15109","6","11","15","23","25","30","7"
"15110","3","11","16","21","23","29","9"
"15111","3","12","13","19","27","29","13"
"15112","7","10","20","24","27","27","9"
"15113","3","10","10","19","22","25","8"
"15114","1","9","12","20","20","31","6"
"15115","3","8","15","20","23","26","10"
"15116","7","10","14","17","25","30","10"
"15117","3","10","14","16","26","29","8"
"15118","5","7","14","19","23","27","11"
"15119","5","10","11","21","25","32","10"
"15120","4","9","13","16","22","28","10"
"15121","8","12","18","18","25","28","11"
"15122","5","10","13","20","26","30","11"
"15123","5","10","17","21","23","28","9"
"15124","5","5","14","18","18","30","8"
"15125","6","12","14","20","25","29","7"
"15126","5","10","14","14","28","32","5"
"15127","5","10","14","19","24","26","12"
"15128","5","9","19","19","28","29","6"
"15129","5","10","12","19","24","31","8"
"15130","8","10","15","22","24","30","6"
"15131","8","11","18","19","24","27","10"
"15132","9","9","14","21","27","30","10"
"15133","9","11","15","19","26","30","9"
"15134","6","10","14","21","26","29","9"
"15135","2","6","16","18","19","30","10"
"15136","5","9","15","18","22","30","11"
"15137","2","4","13","17","21","27","6"
"15138","4","12","15","21","23","30","13"
"15139","3","8","14","18","22","30","9"
"15140","4","7","13","20","24","32","10"
"15141","7","9","16","18","26","26","6"
"15142","4","10","10","17","25","29","9"
"15143","4","7","15","18","27","32","5"
"15144","5","11","14","18","22","29","9"
"15145","2","9","13","18","26","30","9"
"15146","4","6","16","18","21","29","9"
"15147","5","10","15","16","23","31","8"
"15148","3","8","10","20","24","32","7"
"15149","5","7","16","20","27","28","8"
"15150","8","9","17","19","20","29","9"
"15151","7","10","16","17","21","28","14"
"15152","4","10","14","21","21","25","4"
"15153","7","8","9","19","24","25","8"
"15154","-1","6","10","19","23","30","10"
"15155","4","8","14","15","25","29","9"
"16002","5","6","14","20","23","28","10"
"16003","6","7","17","18","22","31","8"
"16004","7","9","16","18","27","28","12"
"16005","6","9","13","18","25","29","11"
"16006","5","12","14","19","26","27","11"
"16007","3","10","11","17","24","28","8"
"16008","3","10","13","19","21","30","7"
"16009","4","9","14","21","21","31","9"
"16010","5","12","16","19","22","31","9"
"16011","6","11","12","19","24","31","9"
"16012","4","9","13","22","25","29","10"
"16013","4","5","16","21","23","31","6"
"16014","6","12","14","19","24","31","8"
"16015","5","12","14","16","28","29","9"
"16016","4","8","17","17","28","31","8"
"16017","7","8","10","17","26","29","6"
"16018","5","13","15","17","25","30","9"
"16019","5","12","15","19","27","29","10"
"16020","8","10","15","20","26","29","13"
"16021","4","13","15","20","24","30","10"
"16022","7","8","13","14","25","32","9"
"16023","5","7","16","17","22","29","7"
"16024","4","9","16","16","24","27","11"
"16025","4","10","14","17","20","29","6"
"16026","2","8","13","16","20","27","6"
"16027","3","7","11","18","25","28","9"
"16028","6","8","14","18","21","29","9"
"16029","6","7","12","19","25","30","7"
"16030","8","9","15","18","22","29","10"
"16031","3","10","12","19","20","29","5"
"16032","8","11","13","18","26","31","10"
"16033","3","9","17","22","25","30","8"
"16034","7","10","13","14","25","30","8"
"16035","5","9","14","18","23","33","6"
"16036","4","12","14","18","25","28","14"
"16037","8","12","17","18","24","29","10"
"16038","5","9","13","18","26","30","10"
"16039","6","6","13","21","23","32","9"
"16040","3","10","12","17","26","29","8"
"16041","3","7","16","16","19","29","11"
"16042","3","11","14","19","24","29","7"
"16043","5","10","14","17","23","29","11"
"16044","4","9","11","15","24","31","9"
"16045","2","9","13","22","24","31","9"
"16046","4","13","13","21","26","29","9"
"16047","3","7","17","19","25","27","6"
"16048","1","9","12","18","22","22","8"
"16049","5","9","15","23","24","29","11"
"16050","5","8","14","16","26","29","10"
"16051","4","8","15","20","23","27","10"
"16052","3","11","16","19","21","29","9"
"16053","4","5","15","20","27","28","3"
"16054","7","12","17","17","22","27","10"
"16055","5","9","16","22","24","30","7"
"16056","3","6","15","20","26","31","8"
"16057","7","9","14","23","24","28","8"
"16058","4","9","14","20","20","29","12"
"16059","4","7","13","24","24","25","9"
"16060","5","5","11","20","21","30","8"
"16061","5","6","7","22","23","31","10"
"16062","3","11","14","17","25","29","6"
"16063","8","11","11","16","26","26","9"
"16064","10","11","14","19","23","28","14"
"16065","3","11","15","20","23","29","9"
"16066","6","8","17","20","25","29","12"
"16067","4","9","14","21","24","29","9"
"16068","1","10","17","22","26","31","8"
"16069","6","10","14","21","27","30","9"
"16070","5","6","19","21","22","26","13"
"16071","6","13","14","20","25","28","10"
"16072","6","10","13","24","26","27","8"
"16073","5","8","12","22","23","28","7"
"16074","8","14","18","19","19","28","7"
"16075","5","9","13","21","24","29","8"
"16076","5","8","12","20","24","28","10"
"16077","5","9","17","20","22","27","8"
"16078","2","6","15","15","21","29","8"
"16079","4","11","16","22","24","29","5"
"16080","5","12","13","22","23","29","12"
"16081","4","8","14","20","26","29","11"
"16082","6","9","15","21","21","29","10"
"16083","5","5","12","27","27","29","9"
"16084","5","8","11","18","24","29","10"
"16085","5","9","12","19","26","26","11"
"16086","6","11","12","20","22","27","8"
"16087","4","7","12","20","21","28","11"
"16088","6","10","14","19","22","29","6"
"16089","6","8","14","17","22","29","12"
"16090","4","10","14","20","22","26","11"
"16091","5","15","15","19","25","29","8"
"16092","2","11","14","22","26","27","3"
"16093","7","11","12","19","26","30","7"
"16094","6","10","11","20","25","29","6"
"16095","6","12","15","22","27","27","8"
"16096","3","12","16","21","24","29","9"
"16097","4","7","15","17","20","26","7"
"16098","5","10","15","17","21","25","9"
"16099","6","8","14","17","18","31","8"
"16100","5","7","11","21","21","31","10"
"16101","6","7","18","18","25","31","10"
"16102","5","11","13","18","26","28","8"
"16103","6","8","14","20","24","28","3"
"16104","6","13","16","19","24","28","7"
"16105","3","11","14","15","22","29","8"
"16106","4","10","11","19","25","30","6"
"16107","8","12","12","15","28","30","9"
"16108","5","12","14","17","19","27","10"
"16109","5","11","14","19","23","30","10"
"16110","6","9","13","24","24","29","6"
"16111","4","6","17","18","18","28","7"
"16112","4","9","15","22","25","27","9"
"16113","4","8","15","23","24","30","11"
"16114","6","9","15","17","26","32","10"
"16115","5","11","12","23","25","29","6"
"16116","5","14","14","20","23","29","7"
"16117","4","7","17","21","27","28","4"
"16118","3","11","16","16","23","29","9"
"16119","7","8","11","17","22","31","9"
"16120","2","13","15","18","24","27","10"
"16121","5","6","20","23","25","30","8"
"16122","5","10","13","22","29","29","5"
"16123","9","9","14","22","26","28","9"
"16124","6","6","16","18","19","29","8"
"16125","5","13","13","19","22","30","11"
"16126","4","5","13","18","20","28","10"
"16127","6","10","10","20","21","30","9"
"16128","5","9","12","25","25","29","8"
"16129","5","11","15","18","26","27","6"
"16130","1","8","15","17","20","29","12"
"16131","5","11","13","19","27","30","11"
"16132","3","10","20","21","22","31","7"
"16133","8","11","11","17","24","28","6"
"16134","2","8","14","18","24","30","9"
"16135","4","13","17","21","24","31","10"
"16136","7","15","17","18","24","30","7"
"16137","6","10","11","20","27","30","9"
"16138","5","10","11","20","21","25","9"
"16139","9","11","15","22","27","29","12"
"16140","5","9","15","23","23","29","6"
"16141","7","12","15","20","28","29","9"
"16142","5","8","12","23","23","29","9"
"16143","6","8","14","16","24","30","7"
"16144","4","8","17","21","26","29","9"
"16145","5","8","16","17","23","31","10"
"16146","7","10","14","16","22","32","10"
"16147","4","10","15","19","25","26","8"
"16148","2","10","14","23","23","28","9"
"16149","8","11","11","21","30","30","9"
"16150","4","13","14","21","26","31","8"
"16151","5","12","13","20","24","27","8"
"16152","5","7","15","22","24","28","10"
"16153","4","9","13","24","24","29","4"
"16154","5","7","15","21","24","32","6"
"17002","3","11","16","17","27","30","10"
"17003","6","11","13","18","25","30","11"
"17004","3","10","14","21","25","28","6"
"17005","4","4","11","20","25","29","7"
"17006","6","12","15","21","24","28","8"
"17007","6","8","11","18","26","27","10"
"17008","9","12","16","22","26","31","9"
"17009","8","8","12","18","20","30","8"
"17010","5","10","11","20","26","31","10"
"17011","7","11","13","23","24","31","8"
"17012","3","10","14","18","26","32","9"
"17013","4","8","15","21","26","28","11"
"17014","4","11","12","19","21","27","5"
"17015","5","7","9","18","23","28","5"
"17016","4","11","12","19","25","28","6"
"17017","6","9","10","19","21","32","8"
"17018","8","8","16","17","26","30","11"
"17019","4","9","16","17","27","28","8"
"17020","7","7","16","18","19","26","8"
"17021","5","11","15","18","26","26","8"
"17022","5","11","14","19","28","30","9"
"17023","5","8","17","18","23","29","12"
"17024","4","8","10","18","21","30","11"
"17025","5","8","14","20","30","32","1"
"17026","7","13","20","21","22","26","7"
"17027","4","10","12","23","24","31","6"
"17028","5","7","7","23","27","28","9"
"17029","5","5","14","15","25","28","10"
"17030","6","7","10","23","25","29","11"
"17031","6","13","16","17","24","29","8"
"17032","5","7","14","22","23","26","13"
"17033","5","10","16","18","21","24","13"
"17034","4","11","15","20","24","27","13"
"17035","4","8","14","20","23","29","7"
"17036","4","12","17","19","23","30","9"
"17037","4","11","12","23","28","28","9"
"17038","9","13","16","24","27","30","7"
"17039","4","7","8","19","20","28","8"
"17040","10","10","11","19","25","32","13"
"17041","3","4","8","24","24","31","9"
"17042","4","13","15","21","22","30","12"
"17043","4","5","12","14","23","30","7"
"17044","7","9","13","22","22","30","10"
"17045","5","11","15","19","21","31","11"
"17046","3","7","13","13","25","32","8"
"17047","7","13","16","19","22","29","12"
"17048","8","9","14","19","25","30","10"
"17049","6","10","12","19","25","26","9"
"17050","4","9","18","18","23","30","9"
"17051","6","10","12","20","22","29","10"
"17052","6","11","16","18","26","26","8"
"17053","6","10","11","17","26","29","10"
"17054","6","12","17","19","24","31","9"
"17055","4","12","14","20","21","29","5"
"17056","4","10","15","18","24","29","9"
"17057","8","8","13","21","23","28","9"
"17058","5","9","14","17","21","26","9"
"17059","5","8","17","20","26","30","9"
"17060","3","9","16","17","25","30","7"
